filed_date,days_after_act,accession,form,issuer_cik,issuer_name,owner_cik,owner_name,roles,officer_title,pre_act_fpi_forms,earliest_pre_act_fpi_filing,agent_prefix
2026-06-18,92,0001475597-26-000097,3,0001813783,Vision Marine Technologies Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-06,0001475597
2026-06-18,92,0001475597-26-000095,3,0001985337,YY Group Holding Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-03,0001475597
2026-06-17,91,0001493152-26-029142,3,0000769218,AEGON LTD.,0001998190,Boeren Leni,Director,,20-F; 6-K,2025-01-13,0001493152
2026-06-17,91,0001193125-26-274304,3,0001565025,AMBEV S.A.,0002116109,Derbli de Carvalho Joao Coelho Rua,See Remarks,See Remarks,20-F; 6-K,2025-01-07,0001193125
2026-06-17,91,0002141387-26-000001,3,0001432364,AZUL SA,0002141387,Goncalves da Cruz Andre,Technical Vice President,Technical Vice President,20-F; 6-K,2025-01-03,0002141387
2026-06-17,91,0001123292-26-000893,3,0001432364,AZUL SA,0002141100,Marino Bicudo Daniel,Technical Vice President,Technical Vice President,20-F; 6-K,2025-01-03,0001123292
2026-06-17,91,0001477932-26-003898,3,0001499494,Eason Technology Ltd,0002141222,He Longwen (Stanley),Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-10,0001477932
2026-06-17,91,0001477932-26-003895,3,0001499494,Eason Technology Ltd,0002140790,Xu Hao (nmn),Director,,20-F; 6-K,2025-01-10,0001477932
2026-06-17,91,0001561861-26-000057,3,0001561861,"Grupo Aeromexico, S.A.B. de C.V.",0002137345,De la Vega Arizpe Myriam Guadalupe,Director,,6-K,2025-11-12,0001561861
2026-06-17,91,0001973372-26-000019,3/A,0001932770,Here Group Ltd,0002122667,ZHU SHUNYAN,Director,,20-F; 6-K,2025-01-21,0001973372
2026-06-17,91,0001178913-26-003237,3,0000941221,ICL Group Ltd.,0001449373,Alperovitz Asaf,ICL CFO,ICL CFO,20-F; 6-K,2025-01-16,0001178913
2026-06-17,91,0001493152-26-029084,3,0001849296,OKYO Pharma Ltd,0002127572,Mantelli Flavio,CHIEF MEDICAL OFFICER,CHIEF MEDICAL OFFICER,20-F; 6-K,2025-01-22,0001493152
2026-06-16,90,0001292814-26-003500,3,0001071438,BRASKEM SA,0002137446,Cortes Pereira Lopes Octavio,Director,,20-F; 6-K,2025-01-10,0001292814
2026-06-16,90,0001292814-26-003496,3,0001071438,BRASKEM SA,0002137466,Galvao Coutinho Luciano,Director,,20-F; 6-K,2025-01-10,0001292814
2026-06-16,90,0001292814-26-003498,3,0001071438,BRASKEM SA,0002137544,Perrotti Rossato Luiz Gustavo,Chief Transformation Officer,Chief Transformation Officer,20-F; 6-K,2025-01-10,0001292814
2026-06-16,90,0001292814-26-003502,3,0001071438,BRASKEM SA,0002137053,Susini Walter,Director,,20-F; 6-K,2025-01-10,0001292814
2026-06-16,90,0001292814-26-003492,3,0001071438,BRASKEM SA,0002137918,Tedeschi de Toledo Tapias Camilla,Chief Legal Officer,Chief Legal Officer,20-F; 6-K,2025-01-10,0001292814
2026-06-16,90,0001292814-26-003494,3,0001071438,BRASKEM SA,0002137070,Tokeshi Helcio,Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-10,0001292814
2026-06-16,90,0001213900-26-069003,3/A,0001981662,NewGenIvf Group Ltd,0002123488,Chung Ho Fai,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-21,0001213900
2026-06-16,90,0001475597-26-000086,3,0001943421,Rubico Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,6-K,2025-07-22,0001475597
2026-06-15,89,0001731122-26-000857,3,0001793895,CDT Environmental Technology Investment Holdings Ltd,0002127983,Cui Lijun,Director,,20-F; 6-K,2025-05-15,0001731122
2026-06-15,89,0001731122-26-000858,3,0001793895,CDT Environmental Technology Investment Holdings Ltd,0002127449,Dongming Zhang,Director,,20-F; 6-K,2025-05-15,0001731122
2026-06-15,89,0001731122-26-000856,3,0001793895,CDT Environmental Technology Investment Holdings Ltd,0002127967,Kai Ling,Director,,20-F; 6-K,2025-05-15,0001731122
2026-06-15,89,0001731122-26-000854,3,0001793895,CDT Environmental Technology Investment Holdings Ltd,0002128020,Wang Tiefeng,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-05-15,0001731122
2026-06-15,89,0001731122-26-000859,3,0001793895,CDT Environmental Technology Investment Holdings Ltd,0002133575,Xi Chen,Director,,20-F; 6-K,2025-05-15,0001731122
2026-06-15,89,0001731122-26-000855,3,0001793895,CDT Environmental Technology Investment Holdings Ltd,0002128166,Zuhong Xiong,Chief Scientist (New Energy),Chief Scientist (New Energy),20-F; 6-K,2025-05-15,0001731122
2026-06-15,89,0001062993-26-003196,3,0001346917,GENTOR RESOURCES INC.,0002136545,Wilson William Robert,Director,,20-F; 6-K,2025-04-30,0001062993
2026-06-15,89,0001213900-26-068952,3,0001075880,KAZIA THERAPEUTICS LTD,0001463151,Levine James E.,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-13,0001213900
2026-06-15,89,0001628280-26-043073,3,0001876431,Prenetics Global Ltd,0002140128,Leogrande Hudson Blake,Director,,20-F; 6-K,2025-03-05,0001628280
2026-06-12,86,0001185185-26-002486,3,0001982708,Anbio Biotechnology,0002140378,HSU DAVID H,Director,,20-F; 6-K,2025-02-21,0001185185
2026-06-12,86,0001185185-26-002487,3,0001982708,Anbio Biotechnology,0002140420,ZHANG MICHAEL W.C,Director,,20-F; 6-K,2025-02-21,0001185185
2026-06-12,86,0002140434-26-000001,3,0001013131,BUENAVENTURA MINING CO INC,0002140434,MALCA LA FUENTE JOSE EDUARDO,VP SUSTAINABILITY,VP SUSTAINABILITY,20-F; 6-K,2025-01-02,0002140434
2026-06-12,86,0001213900-26-068002,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002125283,CHAN Kam Leung,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-12,86,0001475597-26-000079,3,0001892500,Clearmind Medicine Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-02,0001475597
2026-06-12,86,0001213900-26-068304,3,0001967397,LZ Technology Holdings Ltd,0002139962,Xu Huijuan,Director,,20-F; 6-K,2025-02-28,0001213900
2026-06-12,86,0001213900-26-068358,3,0001894693,SaverOne 2014 Ltd.,0002137714,Schreiber Sharon,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-12,86,0001475597-26-000075,3,0001929783,WORK Medical Technology Group LTD,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-10,0001475597
2026-06-12,86,0001475597-26-000077,3,0001985337,YY Group Holding Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-03,0001475597
2026-06-12,86,0001104659-26-073435,3,0001835724,Zhihu Inc.,0002140588,Chen Qu,Director,,20-F; 6-K,2025-01-10,0001104659
2026-06-11,85,0001104659-26-072535,3,0001294404,Fang Holdings Ltd,0002139318,Chen Lili,Deputy Chief Financial Officer,Deputy Chief Financial Officer,20-F; 6-K,2025-05-07,0001104659
2026-06-11,85,0001104659-26-072555,3,0001976908,JIADE Ltd,0002123051,Hangyu Dai,Chief Technology Officer,Chief Technology Officer,20-F; 6-K,2025-01-22,0001104659
2026-06-11,85,0001104659-26-072566,3,0001976908,JIADE Ltd,0002123054,Li Tan,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-22,0001104659
2026-06-11,85,0001104659-26-072717,3,0001976908,JIADE Ltd,0002044939,Li Yuan,Director; Co-CEO and Director,Co-CEO and Director,20-F; 6-K,2025-01-22,0001104659
2026-06-11,85,0001104659-26-072573,3,0001976908,JIADE Ltd,0002123061,Shuang Qiu,Director,,20-F; 6-K,2025-01-22,0001104659
2026-06-11,85,0001104659-26-072557,3,0001976908,JIADE Ltd,0002123067,Xiang Lan,Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-01-22,0001104659
2026-06-11,85,0001104659-26-072561,3,0001976908,JIADE Ltd,0002123071,Xiaohui Li,Director; Co-CEO and Director,Co-CEO and Director,20-F; 6-K,2025-01-22,0001104659
2026-06-11,85,0001104659-26-073099,3,0001922097,Lanvin Group Holdings Ltd,0002140374,Luo Xi,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-16,0001104659
2026-06-11,85,0001104659-26-072940,3,0001962746,Lotus Technology Inc.,0002119435,Zhang Quan (Joe),Director,,20-F; 6-K,2025-01-14,0001104659
2026-06-11,85,0001475597-26-000071,3,0001856084,Ridgetech Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-15,0001475597
2026-06-11,85,0001493152-26-028312,3,0002048271,WeShop Holdings Ltd,0002138402,Behan Matthew Craig,Head of Finance,Head of Finance,6-K,2025-11-13,0001493152
2026-06-11,85,0001493152-26-028313,3,0002048271,WeShop Holdings Ltd,0002138764,Foley John Robert,Director,,6-K,2025-11-13,0001493152
2026-06-11,85,0001493152-26-028315,3,0002048271,WeShop Holdings Ltd,0002139799,McNeill Francis,Head of Operations,Head of Operations,6-K,2025-11-13,0001493152
2026-06-11,85,0001493152-26-028311,3,0002048271,WeShop Holdings Ltd,0002138480,Teasdale Paul,Director,,6-K,2025-11-13,0001493152
2026-06-10,84,0001193125-26-266391,3,0001062579,AMDOCS LTD,0002136043,Rozenfeld Tal,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-02-03,0001193125
2026-06-10,84,0001193125-26-266438,3/A,0001802883,"Agora, Inc.",0001843236,Zhao Bin,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-02-25,0001193125
2026-06-10,84,0001213900-26-067271,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002070744,Wong Lap Sun,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-10,84,0001213900-26-067056,3,0002035697,Polibeli Group Ltd,0002137694,Liang Meijun,Chief Financial Officer,Chief Financial Officer,6-K,2025-08-07,0001213900
2026-06-10,84,0000950103-26-008786,3/A,0001969373,"Vesta Real Estate Corporation, S.A.B. de C.V.",0002118015,Berho Carranza Diego,Chief Portfolio Officer,Chief Portfolio Officer,20-F; 6-K,2025-01-07,0000950103
2026-06-10,84,0001185185-26-002447,3,0001979887,XCHG Ltd,0002137191,Iljasov Albina,Co-Chief Executive Officer,Co-Chief Executive Officer,20-F; 6-K,2025-03-18,0001185185
2026-06-09,83,0001213900-26-066783,3,0001945565,BGIN BLOCKCHAIN Ltd,0002132335,Wang Weina,Co-Chief Financial Officer,Co-Chief Financial Officer,6-K,2025-10-23,0001213900
2026-06-09,83,0002130974-26-000001,3,0001005516,BOS BETTER ONLINE SOLUTIONS LTD,0002130974,Zelicovsky Avidan,President,President,20-F; 6-K,2025-02-20,0002130974
2026-06-09,83,0001213900-26-066587,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002139348,Wang Zifeng,Chief Strategy Officer,Chief Strategy Officer,20-F; 6-K,2025-01-17,0001213900
2026-06-09,83,0001104659-26-071560,3,0001294404,Fang Holdings Ltd,0001513214,Mo Tianquan,Director,,20-F; 6-K,2025-05-07,0001104659
2026-06-09,83,0001475597-26-000063,3,0001928581,GMEX Robotics Corp,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-02-07,0001475597
2026-06-09,83,0002139806-26-000001,3,0001926293,Green Circle Decarbonize Technology Ltd,0002139806,Leung Louis Ho Ming,Chief Financial Officer,Chief Financial Officer,6-K,2026-01-13,0002139806
2026-06-09,83,0001104659-26-071813,3,0001517399,Grupo Supervielle S.A.,0002139572,Duthu Valeria,See Remarks,See Remarks,20-F; 6-K,2025-01-23,0001104659
2026-06-09,83,0001193125-26-262907,3,0001819704,Medirom Healthcare Technologies Inc.,0002131801,Uekusa Yoshio,Director,,20-F; 6-K,2025-01-21,0001193125
2026-06-09,83,0001193125-26-264493,3/A,0001163653,NOMURA HOLDINGS INC,0002120471,Takahara Takahisa,Director,,20-F; 6-K,2025-02-05,0001193125
2026-06-09,83,0001493152-26-027890,3,0002044241,TryHard Holdings Ltd,0002136631,Kawabe Tetsuya,Director,,20-F; 6-K,2025-09-04,0001493152
2026-06-09,83,0001493152-26-027889,3,0002044241,TryHard Holdings Ltd,0002136873,Masugi Hirohiko,Director,,20-F; 6-K,2025-09-04,0001493152
2026-06-09,83,0001213900-26-066844,3,0001980210,WF Holding Ltd,0002137981,Ling Leah Siang,Director; Co-Chief Executive Officer,Co-Chief Executive Officer,20-F; 6-K,2025-03-31,0001213900
2026-06-08,82,0001213900-26-066209,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002125293,Liang Chenyu Andy,Director; CEO and Director,CEO and Director,20-F; 6-K,2025-01-17,0001213900
2026-06-08,82,0001213900-26-066214,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002125274,Liu Shu,CFO,CFO,20-F; 6-K,2025-01-17,0001213900
2026-06-08,82,0001213900-26-066211,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002125453,Wu Jingyan,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-08,82,0001213900-26-066213,3,0002007702,"Cellyan Biotechnology Co., Ltd",0002125332,Zhou Mike Yao,Director,,20-F; 6-K,2025-01-17,0001213900
2026-06-08,82,0002136728-26-000001,3,0001395213,EDENOR,0002136728,ARRUA MARIA BELEN,Director,,20-F; 6-K,2025-01-15,0002136728
2026-06-08,82,0001213900-26-066299,3,0001846715,Eco Wave Power Global AB (publ),0001342100,Andersson Mats,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-08,82,0001193125-26-262114,3/A,0001762301,Fiverr International Ltd.,0002128553,Fisher Adam Ralph,Director,,20-F; 6-K,2025-02-19,0001193125
2026-06-08,82,0001961099-26-000007,3,0001463000,Grown Rogue International Inc.,0001961099,Strickler Jesse,Director; Chief Executive Officer; 10% Owner,Chief Executive Officer,20-F; 6-K,2025-04-10,0001961099
2026-06-08,82,0001628280-26-041558,3,0001159152,James Hardie Industries plc,0002138364,Sindel Alan Robert Harold,Director,,20-F; 6-K,2025-01-10,0001628280
2026-06-08,82,0001193125-26-261697,3,0001997464,Marex Group plc,0002138902,Assi Georges,Director,,20-F; 6-K,2025-03-06,0001193125
2026-06-08,82,0001475597-26-000059,3,0001929783,WORK Medical Technology Group LTD,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-10,0001475597
2026-06-05,79,0001859690-26-000097,3,0001859690,Arqit Quantum Inc.,0001840677,Levis Cristina,Director,,20-F; 6-K,2025-04-04,0001859690
2026-06-05,79,0001859690-26-000100,3,0001859690,Arqit Quantum Inc.,0002135484,Russell Robert Michael,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-04-04,0001859690
2026-06-05,79,0001213900-26-065491,3,0001899123,Bitdeer Technologies Group,0001456657,Potter Michael G,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-03,0001213900
2026-06-05,79,0001475597-26-000052,3,0001958133,Decent Holding Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-24,0001475597
2026-06-05,79,0001193125-26-258361,3/A,0000715153,HONDA MOTOR CO LTD,0002122561,Fujimura Eiji,Director; Managing Executive Officer,Managing Executive Officer,20-F; 6-K,2025-01-30,0001193125
2026-06-05,79,0001193125-26-258328,3,0000715153,HONDA MOTOR CO LTD,0002137341,Shikama Mahito,Executive Officer,Executive Officer,20-F; 6-K,2025-01-30,0001193125
2026-06-05,79,0001475597-26-000050,3,0001905660,Hub Cyber Security Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-16,0001475597
2026-06-05,79,0001628280-26-041029,3,0001060955,ICON PLC,0002071534,Egan Kevin Francis,Director,,20-F; 6-K,2025-01-07,0001628280
2026-06-05,79,0001628280-26-041027,3,0001060955,ICON PLC,0001689757,Elliott Jeffrey Thomas,Director,,20-F; 6-K,2025-01-07,0001628280
2026-06-05,79,0001475597-26-000054,3,0001813783,Vision Marine Technologies Inc.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-06,0001475597
2026-06-04,78,0001193125-26-256382,3,0001743102,Jiayin Group Inc.,0002137089,Qi Dan,Chief risk officer,Chief risk officer,20-F; 6-K,2025-03-27,0001193125
2026-06-04,78,0001213900-26-065214,3,0001969401,Linkage Global Inc,0002137712,Chen Hong (nmn),Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-04,78,0001213900-26-065118,3,0001969401,Linkage Global Inc,0001624449,Chen Shiming,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-04,78,0001213900-26-065116,3,0001969401,Linkage Global Inc,0002137387,He Jingjing,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-04,78,0001213900-26-065114,3,0001969401,Linkage Global Inc,0002137414,Ji Yitao,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-10,0001213900
2026-06-04,78,0001213900-26-065115,3,0001969401,Linkage Global Inc,0002137425,Tay Sheve Li,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-04,78,0001213900-26-065169,3/A,0001969401,Linkage Global Inc,0002010977,Wu Zhihua,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-04,78,0001178913-26-003091,3,0001119083,MIND CTI LTD,0002138536,Mechlovich Asher,Director,,20-F; 6-K,2025-01-10,0001178913
2026-06-04,78,0002135736-26-000002,3,0001974044,MoneyHero Ltd,0002135736,Thong Hei Wa Jacqueline,Director,,20-F; 6-K,2025-04-03,0002135736
2026-06-04,78,0001104659-26-070493,3,0001643303,Nano Dimension Ltd.,0001615444,Sriubas Andrew,Director,,20-F; 6-K,2025-01-06,0001104659
2026-06-04,78,0001475597-26-000048,3,0001981662,NewGenIvf Group Ltd,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-21,0001475597
2026-06-04,78,0001493152-26-027264,3,0002048271,WeShop Holdings Ltd,0002126835,Egerton-Vernon Oliver,Director,,6-K,2025-11-13,0001493152
2026-06-04,78,0001493152-26-027260,3,0002048271,WeShop Holdings Ltd,0002126839,Fearon Andrew,Director,,6-K,2025-11-13,0001493152
2026-06-03,77,0002137459-26-000001,3,0001005516,BOS BETTER ONLINE SOLUTIONS LTD,0002137459,Zeltzer Moshe,CFO,CFO,20-F; 6-K,2025-02-20,0002137459
2026-06-03,77,0001178913-26-003083,3,0001534248,Chemomab Therapeutics Ltd.,0001614890,Melincoff Gwen A,Director,,20-F; 6-K,2025-02-19,0001178913
2026-06-03,77,0002138239-26-000001,3,0001395213,EDENOR,0002138239,Perez Vanmorlegan Maria Jose,Legal Director,Legal Director,20-F; 6-K,2025-01-15,0002138239
2026-06-03,77,0001157557-26-000023,3,0001157557,ENERGY CO OF MINAS GERAIS,0002137960,Peixoto Alexandre Ramos,CEO,CEO,20-F; 6-K,2025-01-02,0001157557
2026-06-03,77,0002119830-26-000006,3/A,0001073404,GERDAU S.A.,0002119830,Wang Chia Yuan,,,20-F; 6-K,2025-01-21,0002119830
2026-06-03,77,0001475597-26-000044,3,0001905660,Hub Cyber Security Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-16,0001475597
2026-06-03,77,0001193125-26-256067,3,0001075880,KAZIA THERAPEUTICS LTD,0002135805,Davidson Ebru,Director,,20-F; 6-K,2025-01-13,0001193125
2026-06-03,77,0001493152-26-027087,3,0001129928,ONCOLYTICS BIOTECH INC,0001304406,Glover Stephen C.,Director,,20-F; 6-K,2025-01-15,0001493152
2026-06-03,77,0001493152-26-027098,3,0001129928,ONCOLYTICS BIOTECH INC,0002137500,McAdory John Bearden,Chief Operating Officer,Chief Operating Officer,20-F; 6-K,2025-01-15,0001493152
2026-06-03,77,0001213900-26-064409,3,0001932737,ROBO.AI INC.,0002126160,WONG ADRIAN CHUN TING,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-01-13,0001213900
2026-06-03,77,0002135367-26-000001,3,0001483934,Scorpio Tankers Inc.,0002135367,Mattarella Antonino Maria,Director,,20-F; 6-K,2025-01-13,0002135367
2026-06-03,77,0001475597-26-000046,3,0001929783,WORK Medical Technology Group LTD,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-10,0001475597
2026-06-03,77,0001493152-26-027145,3,0002048271,WeShop Holdings Ltd,0002127121,Crisan Oana,Director,,6-K,2025-11-13,0001493152
2026-06-03,77,0001493152-26-027143,3,0002048271,WeShop Holdings Ltd,0002132555,Ellerbeck Paul,Director; Chief Executive Officer,Chief Executive Officer,6-K,2025-11-13,0001493152
2026-06-03,77,0001493152-26-027144,3,0002048271,WeShop Holdings Ltd,0002133688,Garner John B.,Head of Strategy and Vision,Head of Strategy and Vision,6-K,2025-11-13,0001493152
2026-06-03,77,0001493152-26-027142,3,0002048271,WeShop Holdings Ltd,0002137010,Hickling Johnny,Director; Chief Financial Officer,Chief Financial Officer,6-K,2025-11-13,0001493152
2026-06-02,76,0001213900-26-064174,3,0002019435,Blue Gold Ltd,0001198070,SAMUELSON JAMES F,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-06-25,0001213900
2026-06-02,76,0001595888-26-000051,3,0001742341,HiTek Global Inc.,0001595888,"JANE STREET GROUP, LLC",10% Owner,,20-F; 6-K,2025-04-25,0001595888
2026-06-02,76,0000905148-26-002767,3,0002062440,Kyivstar Group Ltd.,0001990024,Fabela Augie K II,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-02,76,0001104659-26-069539,3,0001643303,Nano Dimension Ltd.,0002105225,Rosensweig Joshua,Director,,20-F; 6-K,2025-01-06,0001104659
2026-06-02,76,0001493152-26-026927,3,0001849296,OKYO Pharma Ltd,0001397636,Denoyer Bernard,Director,,20-F; 6-K,2025-01-22,0001493152
2026-06-02,76,0001104659-26-069449,3,0001612940,ProQR Therapeutics N.V.,0002135139,Hinsch Gylvin Lykke,Director,,20-F; 6-K,2025-03-13,0001104659
2026-06-02,76,0001213900-26-063925,3,0001897087,SuperX AI Technology Ltd,0002125092,Huang Chenhong,Director; CEO,CEO,20-F; 6-K,2025-03-12,0001213900
2026-06-02,76,0001213900-26-064164,3,0001939780,U Power Ltd,0002137914,Von Pfetten Jean Christophe,Director,,20-F; 6-K,2025-01-28,0001213900
2026-06-02,76,0000905148-26-002766,3,0001468091,VEON Ltd.,0001990024,Fabela Augie K II,Director,,20-F; 6-K,2025-01-10,0000905148
2026-06-02,76,0000905148-26-002768,3,0001468091,VEON Ltd.,0002045605,Pompeo Michael,Director,,20-F; 6-K,2025-01-10,0000905148
2026-06-02,76,0001213900-26-064021,3,0001929783,WORK Medical Technology Group LTD,0001591139,Johnson Robert Brian,Director,,20-F; 6-K,2025-01-10,0001213900
2026-06-01,75,0000950103-26-008196,3/A,0001799207,AUNA S.A.,0002044109,Zamora Leon Jesus,Director; President,President,20-F; 6-K,2025-03-07,0000950103
2026-06-01,75,0002136887-26-000001,3,0001944552,Adlai Nortye Ltd.,0002136887,Ye Xiaofeng,CFO,CFO,20-F; 6-K,2025-02-14,0002136887
2026-06-01,75,0001610717-26-000175,3/A,0001612042,Ascendis Pharma A/S,0001965550,SMITH SCOTT THOMAS,EVP & Chief Financial Officer,EVP & Chief Financial Officer,20-F; 6-K,2025-01-13,0001610717
2026-06-01,75,0002135904-26-000004,3,0001005516,BOS BETTER ONLINE SOLUTIONS LTD,0002135904,Cohen Eyal,Director; CEO,CEO,20-F; 6-K,2025-02-20,0002135904
2026-06-01,75,0001178913-26-003007,3,0001030997,G WILLI FOOD INTERNATIONAL LTD,0002137136,Fishler-Mund Michal,Director,,20-F; 6-K,2025-01-21,0001178913
2026-06-01,75,0001104659-26-068484,3,0001526125,GDS Holdings Ltd,0002137457,Chen Kathy Hua,Director,,20-F; 6-K,2025-02-12,0001104659
2026-06-01,75,0001839799-26-000122,3,0001839799,Gambling.com Group Ltd,0002137745,Anderson Carol Kline,Director,,20-F; 6-K,2025-02-19,0001839799
2026-06-01,75,0001839799-26-000124,3,0001839799,Gambling.com Group Ltd,0002075409,Hartnett Johnny,Director,,20-F; 6-K,2025-02-19,0001839799
2026-06-01,75,0001475597-26-000040,3,0001905660,Hub Cyber Security Ltd.,0001475597,HRT FINANCIAL LP,10% Owner,,20-F; 6-K,2025-01-16,0001475597
2026-06-01,75,0001178913-26-003022,3,0000941221,ICL Group Ltd.,0002136353,Kilstein Alegra,"EVP, Global CIO","EVP, Global CIO",20-F; 6-K,2025-01-16,0001178913
2026-06-01,75,0000905148-26-002749,3,0002062440,Kyivstar Group Ltd.,0001168754,COHEN BETSY Z,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002750,3,0002062440,Kyivstar Group Ltd.,0002130159,Dolgushin Boris,Chief Financial Officer,Chief Financial Officer,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002751,3,0002062440,Kyivstar Group Ltd.,0002130656,Komarov Oleksandr,President,President,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002752,3,0002062440,Kyivstar Group Ltd.,0002132745,Lewis Brandon K.,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002753,3,0002062440,Kyivstar Group Ltd.,0002132778,Ozer Burak,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002754,3,0002062440,Kyivstar Group Ltd.,0002132753,Perry Duncan,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002755,3,0002062440,Kyivstar Group Ltd.,0002045605,Pompeo Michael,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002756,3,0002062440,Kyivstar Group Ltd.,0002129712,Shymkiv Dmytro,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002757,3,0002062440,Kyivstar Group Ltd.,0002130399,Soeting Michiel,Director,,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0000905148-26-002758,3,0002062440,Kyivstar Group Ltd.,0001984182,Terzioglu Muhterem Kaan,Director; Executive Chairman,Executive Chairman,20-F; 6-K,2025-08-14,0000905148
2026-06-01,75,0001493152-26-026685,3,0001849296,OKYO Pharma Ltd,0001276551,BRANCACCIO JOHN P,Director,,20-F; 6-K,2025-01-22,0001493152
2026-06-01,75,0001493152-26-026688,3,0001849296,OKYO Pharma Ltd,0001325410,Simon Willy Jules,Director,,20-F; 6-K,2025-01-22,0001493152
2026-06-01,75,0001213900-26-063624,3,0001894693,SaverOne 2014 Ltd.,0002137695,Meidan Aviram,VP Research & Development,VP Research & Development,20-F; 6-K,2025-01-10,0001213900
2026-06-01,75,0001493152-26-026714,3,0001782309,Skillful Craftsman Education Technology Ltd,0002135279,FU BIN,Director; Chief Executive Officer,Chief Executive Officer,20-F; 6-K,2025-01-06,0001493152
2026-06-01,75,0001046179-26-000299,3,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0002135989,Ku Yao-Ching,VP,VP,20-F; 6-K,2025-01-10,0001046179
2026-06-01,75,0001046179-26-000300,3,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0002135942,Lu Chin-Sheng,VP,VP,20-F; 6-K,2025-01-10,0001046179
2026-06-01,75,0001046179-26-000298,3,0001046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,0002136731,Wu Yi-Huang,VP,VP,20-F; 6-K,2025-01-10,0001046179
2026-06-01,75,0000905148-26-002742,3,0001468091,VEON Ltd.,0002130391,Gusev Andrei,Director,,20-F; 6-K,2025-01-10,0000905148
