owner_cik,owner_name,issuer_count,filing_count,form3_count,form4_count,form5_count,roles,chairman_flag,director_flag,agent_prefixes,issuer_list
0002113581,Chow Chun Yu,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001185185; 0001213900,"Decent Holding Inc. [0001958133]; Hang Feng Technology Innovation Co., Ltd. [0002060083]"
0002079547,CHUI KWAN PUI,2,2,2,0,0,Director; See Remarks,0,1,0001213900,AIOS Tech Inc. [0001603993]; Maase Inc. [0001750264]
0002116853,Claro Lopes Vanessa,2,2,2,0,0,Director,0,1,0000950103; 0001213900,AXIA Energia S.A. [0001439124]; Afya Ltd [0001771007]
0002114387,Cox William John,2,2,2,0,0,Director,0,1,0001104659,Brookfield Infrastructure Partners L.P. [0001406234]; Brookfield Wealth Solutions Ltd. [0001837429]
0002111401,Craig Ian M.,2,2,2,0,0,CEO Cola Cola FEMSA; Chief Executive Officer,0,0,0001628280,COCA COLA FEMSA SAB DE CV [0000910631]; MEXICAN ECONOMIC DEVELOPMENT INC [0001061736]
0001972054,Cui David,2,2,2,0,0,Director,0,1,0001104659; 0001972054,High Templar Tech Ltd [0001692705]; Yalla Group Ltd [0001794350]
0002126736,de Albuquerque Isabella Saboya,2,2,2,0,0,Director,0,1,0001292814; 0002126736,BRASKEM SA [0001071438]; BrasilAgro - Brazilian Agricultural Real Estate Co [0001499849]
0002014790,de la Calle Luis,2,2,2,0,0,Director,0,1,0001561861; 0002014790,"Grupo Aeromexico, S.A.B. de C.V. [0001561861]; Vesta Real Estate Corporation, S.A.B. de C.V. [0001969373]"
0002119019,De Oliveira Filho Gesner Jose,2,2,2,0,0,Director,0,1,0001193125; 0001292814,BRASKEM SA [0001071438]; TIM S.A. [0001826168]
0002119893,de Oliveira Maia Rachel,2,2,2,0,0,Director,0,1,0001292814,Vale S.A. [0000917851]; PETROBRAS - PETROLEO BRASILEIRO SA [0001119639]
0002029287,Didenko Yuri,2,2,2,0,0,Deputy Chair (Cap. Markets); Director,1,1,0001104659; 0001213900,D-MARKET Electronic Services & Trading [0001850235]; Joint Stock Co Kaspi.kz [0001985487]
0001574875,Dinar Tali,2,3,3,0,0,Director,0,1,0001213900,Nexera Technologies Ltd [0001885408]; ParaZero Technologies Ltd. [0001916241]
0001408407,ELDAD YARON,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001178913,BOS BETTER ONLINE SOLUTIONS LTD [0001005516]; Evogene Ltd. [0001574565]
0002117577,Elsztain Fernando Adrian,2,2,2,0,0,Director,0,1,0001654954,IRSA INVESTMENTS & REPRESENTATIONS INC [0000933267]; CRESUD INC [0001034957]
0001990024,Fabela Augie K II,2,2,2,0,0,Director,0,1,0000905148,VEON Ltd. [0001468091]; Kyivstar Group Ltd. [0002062440]
0002122925,Fang Chenxi,2,2,2,0,0,Director,0,1,0001493152,"Baosheng Media Group Holdings Ltd [0001811216]; DirectBooking Technology Co., Ltd. [0001966678]"
0002118715,Fernandez Carbajal Jose Antonio,2,2,2,0,0,Director,0,1,0001628280,COCA COLA FEMSA SAB DE CV [0000910631]; MEXICAN ECONOMIC DEVELOPMENT INC [0001061736]
0002118659,Fernandez Garza Laguera Jose Antonio,2,2,2,0,0,CEO of FEMSA; Director,0,1,0001628280,COCA COLA FEMSA SAB DE CV [0000910631]; MEXICAN ECONOMIC DEVELOPMENT INC [0001061736]
0002119343,garza laguera gonda barbara,2,2,2,0,0,Director,0,1,0001628280,MEXICAN ECONOMIC DEVELOPMENT INC [0001061736]; SOUTHEAST AIRPORT GROUP [0001123452]
0002119930,Gasparino da Silva Marcelo,2,4,4,0,0,Director,0,1,0001292814,Vale S.A. [0000917851]; PETROBRAS - PETROLEO BRASILEIRO SA [0001119639]
0002122787,General John Conrad,2,2,2,0,0,Director,0,1,0001104659; 0001213900,Zhongchao Inc. [0001785566]; SL Science Holding Ltd [0002070534]
0001867931,Gonzalez Olga,2,2,2,0,0,Director,0,1,0001628280,COCA COLA FEMSA SAB DE CV [0000910631]; MEXICAN ECONOMIC DEVELOPMENT INC [0001061736]
0002114077,Goto Yoriko,2,2,2,0,0,Director,0,1,0000950103; 0001104659,"Sony Group Corp [0000313838]; SUMITOMO MITSUI FINANCIAL GROUP, INC. [0001022837]"
0002116982,Hamon Loic Jean-Claude,2,2,2,0,0,COO SEALSQ USA,0,0,0002116982,Wisekey International Holding S.A. [0001738699]; SEALSQ Corp [0001951222]
0002125664,Han Yee Yen,2,2,2,0,0,Director,0,1,0001493152,INNEOVA Holdings Ltd [0001933951]; JBDI Holdings Ltd [0001964314]
0001971756,Havron Avraham,2,2,2,0,0,Director,0,1,0001213900,Enlivex Ltd. [0001596812]; CollPlant Biotechnologies Ltd [0001631487]
0001965626,HOLTUG LARS,2,2,2,0,0,Director,0,1,0001104659; 0001610717,Ascendis Pharma A/S [0001612042]; Evaxion A/S [0001828253]
0001447277,Ingargiola Luisa,2,2,2,0,0,Director,0,1,0001493152,"Core AI Holdings, Inc. [0001649009]; Fusion Fuel Green PLC [0001819794]"
0002112786,Ji Weidong,2,2,2,0,0,Director,0,1,0001104659; 0001193125,JOYY Inc. [0001530238]; Full Truck Alliance Co. Ltd. [0001838413]
0001591139,Johnson Robert Brian,2,2,2,0,0,Director,0,1,0001213900,EZGO Technologies Ltd. [0001806904]; WORK Medical Technology Group LTD [0001929783]
0001979079,KARTSONAS IOANNIS,2,2,2,0,0,Director,0,1,0001140361,Seanergy Maritime Holdings Corp. [0001448397]; United Maritime Corp [0001912847]
0002125949,Laurita Aaron James,2,2,2,0,0,Chief Financial Officer,0,0,0001213900,Immuron Ltd [0001660046]; Radiopharm Theranostics Ltd [0001949257]
0002120832,Law Chee Hui,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001213900; 0001493152,CCSC Technology International Holdings Ltd [0001931717]; DarkIris Inc. [0002058584]
0002043885,Lee Denny Ting Bun,2,2,2,0,0,Director,0,1,0001104659,Jianpu Technology Inc. [0001713923]; NIO Inc. [0001736541]
0002120165,Lee Kelvin Soon Sze,2,2,2,0,0,Director,0,1,0001493152,SIMPPLE LTD. [0001948697]; Ryde Group Ltd [0001971115]
0002132745,Lewis Brandon K.,2,2,2,0,0,Director,0,1,0000905148,VEON Ltd. [0001468091]; Kyivstar Group Ltd. [0002062440]
0002124075,Li Shuo,2,2,2,0,0,Director,0,1,0002124075,SOS Ltd [0001346610]; NFT Ltd [0001958713]
0001769905,Li Wei,2,2,2,0,0,Director,0,1,0001213900,MaxsMaking Inc. [0002008007]; Texxon Holding Ltd [0002014337]
0001353270,Li Yanhong Robin,2,2,2,0,0,10% Owner; Director; See Remarks,0,1,0001193125,"Baidu, Inc. [0001329099]; New Oriental Education & Technology Group Inc. [0001372920]"
0002119851,Li Yifan (Frank),2,2,2,0,0,Director,0,1,0000950103; 0001104659,High Templar Tech Ltd [0001692705]; Chagee Holdings Ltd. [0002013649]
0002093281,Li Yipeng,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001493152,Sound Group Inc. [0001783407]; Cloopen Group Holding Ltd [0001804583]
0002120041,Lin Sen,2,2,2,0,0,Director,0,1,0001213900; 0002120041,Metalpha Technology Holding Ltd [0001682241]; J & Friends Holdings Ltd [0001716338]
0001808837,liu jing,2,2,2,0,0,Chief Technology Officer; Director,0,1,0001493152,Bon Natural Life Ltd [0001816815]; BingEx Ltd [0001858724]
0002122511,Liu Qin,2,3,3,0,0,Director,0,1,0001104659,"JOYY Inc. [0001530238]; Agora, Inc. [0001802883]"
0002117386,Liu Xing,2,2,2,0,0,Director,0,1,0001193125,Vipshop Holdings Ltd [0001529192]; ZTO Express (Cayman) Inc. [0001677250]
0002029218,Lomtadze Mikheil,2,2,2,0,0,"10% Owner; Chairman, CEO; Director",1,1,0001104659; 0001213900,D-MARKET Electronic Services & Trading [0001850235]; Joint Stock Co Kaspi.kz [0001985487]
0001662661,Long Annabelle Yu,2,3,3,0,0,Director,0,1,0001104659; 0001193125,LexinFintech Holdings Ltd. [0001708259]; NIO Inc. [0001736541]
0001982584,Lurie Ilana,2,2,2,0,0,Director,0,1,0001178913; 0001213900,ELTEK LTD [0001024672]; Wearable Devices Ltd. [0001887673]
0002121669,Makris Dionysios,2,2,2,0,0,Director,0,1,0001140361,Castor Maritime Inc. [0001720161]; Robin Energy Ltd. [0002039060]
0001751336,Maroun Louis Joseph,2,2,2,0,0,Director,0,1,0001104659,Brookfield Renewable Partners L.P. [0001533232]; Brookfield Property Partners L.P. [0001545772]
0001371973,Meltzer Erez,2,2,2,0,0,Chief Executive Officer; Director,0,1,0001178913; 0001213900,ELTEK LTD [0001024672]; Nano-X Imaging Ltd. [0001795251]
0002029238,Mironov Pavel,2,2,2,0,0,"Deputy Chairman, COO; Director",1,1,0001104659; 0001213900,D-MARKET Electronic Services & Trading [0001850235]; Joint Stock Co Kaspi.kz [0001985487]
0002119684,Morales Dasso Jose Raimundo,2,2,2,0,0,Director,0,1,0000947871; 0002119684,CREDICORP LTD [0001001290]; CEMENTOS PACASMAYO SAA [0001221029]
0002029239,Mosidze Tengiz,2,2,2,0,0,"Deputy Chairman, CFO; Director",1,1,0001104659; 0001213900,D-MARKET Electronic Services & Trading [0001850235]; Joint Stock Co Kaspi.kz [0001985487]
0002114482,Naess Lori Wheeler,2,2,2,0,0,Director,0,1,0002114482,GOLAR LNG LTD [0001207179]; Opera Ltd [0001737450]
0001970827,Ofer Dov,2,2,2,0,0,Director,0,1,0001213900,STRATASYS LTD. [0001517396]; Kornit Digital Ltd. [0001625791]
0002132778,Ozer Burak,2,2,2,0,0,Chief Financial Officer; Director,0,1,0000905148,VEON Ltd. [0001468091]; Kyivstar Group Ltd. [0002062440]
0001858337,Ozer-Armon Tzipi,2,2,2,0,0,Director,0,1,0001178913,ICL Group Ltd. [0000941221]; CHECK POINT SOFTWARE TECHNOLOGIES LTD [0001015922]
0002118526,Pagiaslis Theologos,2,2,2,0,0,Chief Financial Officer,0,0,0001140361,TORO CORP. [0001941131]; Robin Energy Ltd. [0002039060]
0001390775,Papatrifon Eleftherios,2,2,2,0,0,Director,0,1,0000919574,DIANA SHIPPING INC. [0001318885]; OceanPal Inc. [0001869467]
0002132753,Perry Duncan,2,2,2,0,0,Director,0,1,0000905148,VEON Ltd. [0001468091]; Kyivstar Group Ltd. [0002062440]
0002122451,Phua Zhi Yong,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001185185; 0001213900,YY Group Holding Ltd. [0001985337]; Megan Holdings Ltd. [0001995075]
0002116874,Platanias Angelos Rounick,2,2,2,0,0,Director,0,1,0001140361,Castor Maritime Inc. [0001720161]; TORO CORP. [0001941131]
0002124156,Qian Hongdao,2,2,2,0,0,Director,0,1,0001477932,"TANTECH HOLDINGS LTD [0001588084]; Farmmi, Inc. [0001701261]"
0002119582,Ramirez Claudia Sender,2,2,2,0,0,Director,0,1,0001292814,GERDAU S.A. [0001073404]; EMBRAER S.A. [0001355444]
0001313854,Reis David M,2,2,2,0,0,Director,0,1,0001178913; 0001213900,Allot Ltd. [0001365767]; STRATASYS LTD. [0001517396]
0001751328,Rodert Lars,2,2,2,0,0,Director,0,1,0001104659,Brookfield Property Partners L.P. [0001545772]; Brookfield Wealth Solutions Ltd. [0001837429]
0001322455,Schaumburg Anne C,2,2,2,0,0,Director,0,1,0001104659,Brookfield Infrastructure Partners L.P. [0001406234]; Brookfield Wealth Solutions Ltd. [0001837429]
0001231606,SCHULMAN HARRY D,2,2,2,0,0,Director,0,1,0001493152; 0001731122,CDT Environmental Technology Investment Holdings Ltd [0001793895]; LOBO TECHNOLOGIES LTD. [0001932072]
0001826257,Shemesh Lior,2,2,2,0,0,CFO; Director,0,1,0001213900; 0001628280,eToro Group Ltd. [0001493318]; Wix.com Ltd. [0001576789]
0002099921,Shen Ethan PhD,2,2,2,0,0,CEO; Chief Technology Officer; Director,0,1,0001104659; 0001213900,YD Bio Ltd [0002011674]; SL Science Holding Ltd [0002070534]
0002113679,Shirley Tan Sey Liy,2,2,2,0,0,Director,0,1,0001213900; 0001493152,Rectitude Holdings Ltd. [0001995116]; Uni-Fuels Holdings Ltd [0002021688]
0001973248,Sidi Liat,2,3,3,0,0,Director,0,1,0001213900,SciSparc Ltd. [0001611746]; Polyrizon Ltd. [0001893645]
0001277161,SIDRANSKY DAVID,2,3,3,0,0,Director,0,1,0001213900; 0001493152,Galmed Pharmaceuticals Ltd. [0001595353]; ASCENTAGE PHARMA GROUP INTERNATIONAL [0002023311]
0001867998,Silberman David,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001178913; 0001493152,COMPUGEN LTD [0001119774]; Nasus Pharma Ltd [0002029039]
0002125096,Siu Chun Pong Raymond,2,2,2,0,0,Director,0,1,0002125096,Reitar Logtech Holdings Ltd [0001951229]; Mint Inc Ltd [0001998560]
0002130399,Soeting Michiel,2,2,2,0,0,Director,0,1,0000905148,VEON Ltd. [0001468091]; Kyivstar Group Ltd. [0002062440]
0002033360,Su Mingming,2,2,2,0,0,Chief Strategy Officer; Director,0,1,0002033360,DouYu International Holdings Ltd [0001762417]; Ebang International Holdings Inc. [0001799290]
0001977786,Tan Sin Yin,2,2,2,0,0,Director,0,1,0001193125; 0001213900,Sea Ltd [0001703399]; Coincheck Group N.V. [0001913847]
0002117515,Tang Simon Ming Yeung,2,2,2,0,0,Chief Investment Officer; Director,0,1,0001104659; 0001493152,Cango Inc. [0001725123]; NIP Group Inc. [0001966233]
0001984182,Terzioglu Muhterem Kaan,2,2,2,0,0,Chief Executive Officer; Director; Executive Chairman,1,1,0000905148,VEON Ltd. [0001468091]; Kyivstar Group Ltd. [0002062440]
0002123301,Tong Timothy Wai Cheong,2,2,2,0,0,Director,0,1,0001213900,AMTD IDEA GROUP [0001769731]; AMTD Digital Inc. [0001809691]
0001953130,Tsantanis Stamatios,2,2,2,0,0,"Director; Director, CEO",0,1,0001140361,Seanergy Maritime Holdings Corp. [0001448397]; United Maritime Corp [0001912847]
0002128740,Turri Horacio,2,2,2,0,0,Director,0,1,0002128740,GAS TRANSPORTER OF THE SOUTH INC [0000931427]; Pampa Energy Inc. [0001469395]
0002114891,Vian Bernard,2,2,2,0,0,"General Manager, SEALSQ France",0,0,0002114891,Wisekey International Holding S.A. [0001738699]; SEALSQ Corp [0001951222]
0002120633,Wang (YW) Yang,2,2,2,0,0,Director,0,1,0001193125; 0001213900,"Solowin Holdings, Ltd. [0001959224]; Antalpha Platform Holding Co [0002044255]"
0001974806,Wang Xiaofan,2,2,2,0,0,Director; See Remarks,0,1,0001104659; 0001193125,Trip.com Group Ltd [0001269238]; ZKH Group Ltd [0001862044]
0001935216,Wong Heung Ming Henry,2,2,2,0,0,Director,0,1,0001213900; 0001493152,E-Home Household Service Holdings Ltd [0001769768]; CL Workshop Group Ltd [0001948294]
0002124396,Wu Zhenguo,2,2,2,0,0,Director,0,1,0001213900,EZGO Technologies Ltd. [0001806904]; WORK Medical Technology Group LTD [0001929783]
0001962282,Xu Lili,2,3,3,0,0,Director,0,1,0001104659; 0001962282,Yalla Group Ltd [0001794350]; MINISO Group Holding Ltd [0001815846]
0001968268,Yang Zhihui,2,2,2,0,0,Director,0,1,0001104659; 0001493152,DiDi Global Inc. [0001764757]; BingEx Ltd [0001858724]
0002001078,Yeung Josephine Yan,2,2,2,0,0,Director,0,1,0001213900,Neo-Concept International Group Holdings Ltd [0001916331]; Intelligent Group Ltd [0001916416]
0002123965,Yin Shenping,2,2,2,0,0,10% Owner; CEO; Director,0,1,0001104659; 0001213900,"Recon Technology, Ltd [0001442620]; HiTek Global Inc. [0001742341]"
0002123253,Yiu Wai Ming,2,2,2,0,0,Director,0,1,0001213900,PTL Ltd [0002016337]; Happy City Holdings Ltd [0002046656]
0001939392,Yoresh Eliyahu,2,2,2,0,0,Chief Financial Officer; Director,0,1,0001493152,Foresight Autonomous Holdings Ltd. [0001691221]; Rail Vision Ltd. [0001743905]
0002123486,Yung Raymond Hin Man,2,2,2,0,0,Director,0,1,0001213900,AMTD IDEA GROUP [0001769731]; Generation Essentials Group [0002053456]
0002117642,Zhang David,2,2,2,0,0,Director,0,1,0001104659; 0002117642,GDS Holdings Ltd [0001526125]; WeRide Inc. [0001867729]
0001963238,Zhao Jie J,2,2,2,0,0,10% Owner; Director,0,1,0001213900; 0001829126,WiMi Hologram Cloud Inc. [0001770088]; MicroAlgo Inc. [0001800392]
0002112908,Zhao Jutao,2,2,2,0,0,Director,0,1,0001213900; 0001493152,"Cloopen Group Holding Ltd [0001804583]; LakeShore Biopharma Co., Ltd. [0001946399]"
0002115053,Zheng Fuya (Frank),2,2,2,0,0,Chief Financial Officer; Director,0,1,0001104659; 0001213900,"Newegg Commerce, Inc. [0001474627]; X Financial [0001725033]"
0001983417,Zikos Grigorios,2,2,2,0,0,Chief Executive Officer; Chief Financial Officer; Director,0,1,0000950157,Costamare Inc. [0001503584]; Costamare Bulkers Holdings Ltd [0002033535]
0002124800,Zuddio Maximiliano,2,2,2,0,0,Director,0,1,0002124800,GAS TRANSPORTER OF THE SOUTH INC [0000931427]; EDENOR [0001395213]
