solicitation_id,n_awards,n_distinct_awardees,modal_offers_received,offers_values_seen,everyone_who_offered_won,awardees_exceed_offers,shared_ceiling_suspected,shared_or_max_ceiling,family_ceiling_sum,family_window_obligations_members,child_task_order_window_obligations,any_idv,components,sample_recipients
70CMSD21R00000002,2,2,6,6x1;1x1,0,0,0,24509115.00,48495360.12,13194969.12,0,0,U.S. Immigration and Customs Enforcement,LEXISNEXIS RISK SOLUTIONS INC;THOMSON REUTERS SPECIAL SERVICES LLC
70FBR425R00000010,2,2,,,0,0,0,23177115.22,45759516.13,-11372834.48,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
HSCG32-14-R-R00013,3,3,6,6x3,0,0,0,16991332.00,44565999.00,0,55484.89,1,U.S. Coast Guard,ABSG CONSULTING INC;AMERICAN SYSTEMS CORPORATION;SERCO INC
70FBTX24Q00000009,2,2,,,0,0,0,24801306.76,44351787.63,-38786580.97,0,0,Federal Emergency Management Agency,"ITCON SERVICES LLC;MAXIMUS FEDERAL SERVICES, INC."
HSCG23-16-Q-PFF003,3,3,7,7x3,0,0,1,14432030.00,43296090.00,0,0,1,U.S. Coast Guard,"ERIMAX INC;JAVA PRODUCTIONS, INC.;POTOMACWAVE, INC."
70LGLY22RSSB00010,2,2,8,8x2,0,0,0,20000000.00,40000000.00,0,7985566.38,1,Federal Law Enforcement Training Center,"PYRAMID CONTRACTING LLC;SOUTHERN AIRE CONTRACTING, INC."
70RFP324RE3000001,3,2,19,19x1,0,0,0,29066175.00,34515861.79,5205944.51,0,1,Office of Procurement Operations,CDA INCORPORATED;GXC MAX INC
70CMSW24R00000010,2,2,3,3x2,0,0,0,17961440.00,33234600.00,0,104418.0,1,U.S. Immigration and Customs Enforcement,OLIN WINCHESTER LLC;THE KINETIC GROUP SALES LLC
LRBAA 18-01,4,4,1,1x4,0,1,0,24681729.00,31924351.00,3799758.00,0,0,Office of Procurement Operations,"SHEP-TY;SYZYGY INTEGRATION LLC;TELESECURITY SCIENCES, INC.;THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC"
70FBR224R00000001,3,3,,,0,0,0,9939600.00,29815800.00,0,0,1,Federal Emergency Management Agency,AGMA SECURITY SERVICE INC;FALKEN INDUSTRIES LLC;TASK FORCE POLICE LLC
70Z02324Q92200007,5,3,1,1x3,0,1,0,20000000.00,28023428.50,4365685.70,0,1,U.S. Coast Guard,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.;SAFE BOATS INTERNATIONAL LLC;SOLA VENTURES, INC."
70CTD023R00000013,2,2,1,1x1;2x1,0,1,0,19433531.15,25226793.42,3736090.11,0,0,U.S. Immigration and Customs Enforcement,DEV TECHNOLOGY GROUP INC;INDEV LLC
70FBR424R00000025,2,2,,,0,0,0,12218841.71,24071690.23,-11321414.30,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
70Z03825QS0000020,2,2,1,1x1;8x1,0,1,0,17433202.82,23375610.98,0,10939092.22,1,U.S. Coast Guard,"GOLDBELT INTEGRATED LOGISTICS SERVICES, LLC;SKYQUEST AVIATION LLC"
70Z08526QIBCT0026,3,2,3,3x2,0,0,0,10189513.67,22849450.26,8548717.61,4009006.92,1,U.S. Coast Guard,"GMD SHIPYARD CORP.;PACIFIC SHIPYARDS INTERNATIONAL, LLC"
70LGLY21RSSB00002,2,2,6,6x1;4x1,0,0,0,14403699.73,22787865.79,2283509.59,0,0,Federal Law Enforcement Training Center,MANHATTAN TELECOMMUNICATIONS CORPORATION LLC;VERIZON BUSINESS NETWORK SERVICES LLC
70RTAC25Q00000042,2,2,3,3x2,0,0,0,14711110.01,22779171.90,7501578.47,0,0,Office of Procurement Operations,"ASET PARTNERS CORP.;INTEGRITY MANAGEMENT CONSULTING, INC."
70Z02322R93350001,2,2,1,1x1;8x1,0,1,0,11632021.72,22183280.72,8736794.45,0,0,U.S. Coast Guard,LOCKHEED MARTIN CORPORATION;VECTOR CSP LLC
70FBR425Q00000050,6,6,1,1x1,0,1,0,4249059.50,21792378.60,547091.10,22772.68,1,Federal Emergency Management Agency,"HORIZON REAL ESTATE SOLUTIONS LLC;LIMA CHARLIE, INC;NINETEENTH & MARSHALL, LLC;STREAMLINED STAY SOLUTIONS LLC;THE PARTIMAGE GROUP LLC;UNITED CORPORATE HOUSING LLC"
70FBR424R00000027,2,2,,,0,0,0,10782857.45,21051016.16,-3097341.62,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
70Z08020R21303B00,2,2,3,3x2,0,0,0,9865345.77,19730691.54,0,2350103.14,1,U.S. Coast Guard,"DEFENSE MARITIME SOLUTIONS, INC.;WILDCAT PROPELLERS, INC"
70FBR924R00000028,2,2,,,0,0,0,9838399.29,19260467.44,2085822.19,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
HSCG32-10-R-R00001,14,2,5,5x3,0,0,0,15859557.00,19220781.20,0,-5159.51,1,U.S. Coast Guard,LEIDOS INC;SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
70US0920R70090037,3,3,8,8x3,0,0,0,9748783.60,18908598.60,0,-305966.77,1,U.S. Secret Service,CHAMPLAIN COLLEGE INCORPORATED;MARSHALL UNIVERSITY RESEARCH CORPORATION;THE UNIVERSITY OF TEXAS AT SAN ANTONIO
HSCG2316RPSW001,2,2,5,5x2,0,0,0,9134341.20,18268682.40,0,-57169.27,1,U.S. Coast Guard,"ABSG CONSULTING INC;BMT DESIGNERS & PLANNERS, INC."
70Z08524RIBCT0009,5,5,7,7x5,0,0,1,3500000.00,17500000.00,0,1186507.0,1,U.S. Coast Guard,"AMP UNITED LLC;BAY SHIP & YACHT CO;EASE PAINTING AND CONSTRUCTION, INC;JAG ALASKA INC.;SURFACE TECHNOLOGIES CORPORATION"
70RWMD23R00000007,3,3,7,7x3,0,0,0,6246736.36,17245402.53,5391291.44,0,0,Office of Procurement Operations,"KROMEK LIMITED;MRIGLOBAL;ZETEO TECH, INC."
70FBR424R00000029,2,2,,,0,0,0,8700285.85,15954453.82,-983351.01,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
70Z03822RB2000005,3,3,5,5x2;1x1,0,0,0,9616035.78,15932740.48,0,1628925.43,1,U.S. Coast Guard,"ABLE AEROSPACE SERVICES, INC.;AIRBUS HELICOPTERS, INC.;B & B MARKETING ENTERPRISES LLLP"
70Z02326R93280002,5,5,17,17x5,0,0,0,15381250.00,15421250.00,7771250.00,0,0,U.S. Coast Guard,"BORDELON MARINE, L.L.C.;FEDERATED MARITIME LLC;GALLIANO MARINE SERVICE, L.L.C.;HORNBECK OFFSHORE OPERATORS LLC;THAYERMAHAN, INC"
70FB7021R00000010,5,4,6,6x4,0,0,0,3839422.89,14845071.07,64649.50,62974.36,1,Federal Emergency Management Agency,"AVMEDICAL LLC;RCG OF NORTH CAROLINA, LLC;SOUTHCO & ASSOC., INC.;TAVA PRODUCTS LLC"
70US0925Q70092455,5,3,5,5x3,0,0,0,7447808.40,14617662.72,1812642.48,0,1,U.S. Secret Service,"COLONIAL PARKING, INC;IMPERIAL PARKING US LLC;SP PLUS LLC"
70Z08023RMECP0004,5,5,10,10x5,0,0,1,2778250.56,13891252.80,0,333962.99,1,U.S. Coast Guard,"ATLANTIC FABRICATION & BOILER SERVICES, INC.;CONFLUENCE CORP;FAIRLEAD BOATWORKS, INC.;MILLS MARINE & SHIP REPAIR LLC;THERMCOR INC"
NA,4,2,,,0,0,0,8999998.00,13419171.20,13108577.50,0,0,Office of Procurement Operations;U.S. Immigration and Customs Enforcement,"FCN, INC.;WIDEPOINT INTEGRATED SOLUTIONS CORP"
HSFE70-13-R-0049,3,3,4,4x3,0,0,0,4799500.00,12748500.00,-1500.00,0,1,Federal Emergency Management Agency,"ATLANTIC DIVING SUPPLY, INC.;PROPAC, INC.;TRIBUTE CONTRACTING, LLC"
70Z02324Q92200009,2,2,1,1x2,0,1,0,10953448.65,12351644.64,4661662.12,0,0,U.S. Coast Guard,"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.;SAFE BOATS INTERNATIONAL LLC"
HSFE70-13-R-0048,2,2,3,3x2,0,0,0,8549500.00,12349000.00,-1000.00,0,1,Federal Emergency Management Agency,"PROPAC, INC.;TRIBUTE CONTRACTING, LLC"
70Z08423QDL930006,2,2,1,1x2,0,1,0,6936264.58,12297673.31,2080178.96,0,0,U.S. Coast Guard,"GLOBAL CONNECTIONS TO EMPLOYMENT, INC.;SUPERIOR TASKING ADVANTAGE CONTRACTING, INC."
70RSAT20RB00000002,3,3,9,9x1;5x1;3x1,0,0,0,5539936.20,11457190.62,1537784.98,0,0,Office of Procurement Operations,MICRO-X INC;VANDERLANDE INDUSTRIES INC.;VOXEL RADAR GMBH
70Z02323R92200001,2,2,1,1x2,0,1,0,9596699.00,11374803.34,617439.39,0,0,U.S. Coast Guard,"CULMEN INTERNATIONAL, LLC;MSI DEFENSE SOLUTIONS LLC"
70LGLY25RGLB00005,2,2,23,23x1;4x1,0,0,0,11283161.65,11351705.65,68544.00,0,0,Federal Law Enforcement Training Center,"KKAR LLC;T47 INTERNATIONAL, INC."
70LGLY25QGLB00090,149,10,150,150x108;50x32;120x6;32x2;122x1,0,0,0,743450.40,10603808.01,10575104.01,0,0,Federal Law Enforcement Training Center,"BPR BRUNSWICK LLC;BPR GLYNCO LLC;BRUNSWICK HOSPITALITY OF VIRGINIA, LLC;COASTAL HOTELS CORPORATION;FORTUNA BRUNSWICK LLC;HALL BRIAN"
70Z04023Q56630B00,2,2,7,7x2,0,0,0,5160000.00,10320000.00,0,654925.41,1,U.S. Coast Guard,"BOATSWAIN'S LOCKER I, INCORPORATED;MACK BORING & PARTS CO"
70Z02325QREG10003,3,2,5,5x1,0,0,0,9902516.64,10055569.80,153053.16,200000.0,1,U.S. Coast Guard,EASTERN RESEARCH GROUP INC;INDUSTRIAL ECONOMICS INC
70FBR423R00000047,2,2,,,0,0,0,9000000.00,9900000.00,0,-87540.66,1,Federal Emergency Management Agency,REDCON SOLUTIONS GROUP LLC;STRATEGIC SECURITY CORP
70FA4021R00000002,2,2,,,0,0,0,4850000.00,9700000.00,0,616226.4,1,Federal Emergency Management Agency,"BUSINESS DECISIONS INFORMATION INC;HR ANEW, INC."
70LART26QPFB00001,14,14,,,0,0,1,691920.00,9686880.00,0,28122.0,1,Federal Law Enforcement Training Center,"ACCOMMODATIONS 4 ALL LLC;DUMONDE GROUP, LLC;ECOLOGY MIR GROUP LLC;EMPIRE HOSPITALITY LLC;GLOBAL LODGING MANAGEMENT CORPORATION;HALL BRIAN"
70LGLY18BGLB00003,2,2,3,3x2,0,0,0,9014659.30,9258768.20,0,289069.36,1,Federal Law Enforcement Training Center,"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - SIMUNITION OPERATIONS, INC.;ULTIMATE TRAINING MUNITIONS, INC."
70RWMD23R00000014,3,3,4,4x2;3x1,0,0,0,3498841.51,9095652.67,3996971.99,0,0,Office of Procurement Operations,"ADELPHI TECHNOLOGY INC;GOLD STANDARD RADIATION DETECTION, INC.;STARFIRE INDUSTRIES LLC"
70SBUR25Q00000141,3,3,,,0,0,0,3250508.36,8698164.36,8698164.36,0,0,U.S. Citizenship and Immigration Services,ADC LTD NM;CELERITY GOVERNMENT SOLUTIONS LLC;PERATON RISK DECISION INC.
BAA 18-01,2,2,1,1x2,0,1,0,6260694.00,8549952.65,-886.35,0,0,Office of Procurement Operations,BLOCK MEMS LLC;GEORGIA TECH APPLIED RESEARCH CORP
70RDAD23Q00000184,2,2,4,4x2,0,0,0,4271721.00,8505731.00,1474968.00,0,0,Office of Procurement Operations,"JDG ASSOCIATES INC;S.J. BASHEN, INC."
70FA3122Q00000058,2,2,,,0,0,0,6000000.00,8493515.34,-224436.66,336242.24,1,Federal Emergency Management Agency,FORWARD EDGE AI INC;THE CADMUS GROUP LLC
70FBR524R00000009,2,2,,,0,0,0,4785716.14,8170827.20,-816157.86,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
70FBR425Q00000044,2,2,,,0,0,0,4000000.00,8000000.00,0,239360.02,1,Federal Emergency Management Agency,"PARLIAMENT LLC;SORELLE RESOURCES, LLC"
70Z03824RB0000004,5,2,6,6x2,0,0,0,7444492.81,7595869.73,5299.76,776004.95,1,U.S. Coast Guard,"AIRBUS HELICOPTERS, INC.;B & B MARKETING ENTERPRISES LLLP"
70Z08525RLREP0009,3,2,5,5x1;4x1,0,0,0,3950000.00,7176964.73,2236145.00,1950382.63,1,U.S. Coast Guard,"3MC MOBILE & MECHANICAL REPAIR LLC;JAG INDUSTRIAL SERVICES, INC"
70Z08421RBB800100,2,2,5,5x2,0,0,0,4763572.00,6540892.00,0,1007371.63,1,U.S. Coast Guard,CREEK GOVERNMENT SERVICES CO.;PRECISION PRECAST LLC
70FB7022R00000010,2,2,5,5x2,0,0,0,3860376.15,6500129.45,0,0,1,Federal Emergency Management Agency,"AVMEDICAL LLC;RCG OF NORTH CAROLINA, LLC"
70Z03821QB2000103,12,4,7,7x4,0,0,0,4497467.51,6355092.29,62642.76,553867.18,1,U.S. Coast Guard,"AIRBUS HELICOPTERS, INC.;INEO GLOBAL SUPPORT, INC.;SAFRAN AEROSYSTEMS SERVICES AMERICAS LLC;ZENITH AVIATION, INC."
70Z02326R73120001,2,2,7,7x2,0,0,0,3242483.54,6233873.54,0,581397.0,1,U.S. Coast Guard,"TIDEMAN BOATS US LLC;WOOLDRIDGE BOATS, INC"
70RSAT21R0000005,4,4,3,3x2;4x1;2x1,0,1,0,3161275.29,6027570.71,-785.25,0,0,Office of Procurement Operations,"N5 SENSORS INC;PALINDROME TECHNOLOGIES, INC.;TELEDYNE SCIENTIFIC & IMAGING, LLC;TRITON SYSTEMS, INC."
70FB7024R00000021,2,2,,,0,0,0,2715180.36,5403342.38,-1.62,0,0,Federal Emergency Management Agency,"AMERIQUAL GROUP LLC;SO-PAK-CO, INC"
70FBR423Q00000070,8,8,1,1x8,0,1,0,3170823.00,5168110.56,-137368.72,0,0,Federal Emergency Management Agency,"BRIAN ST MORTIZ LLC;CS1031 MAPLEWOOD ESTATES MHC MASTER LESSEE, LLC;IONA RANCH MORTGAGE, LLC;ISLAND VISTA ESTATES LLC;MCGREGOR PARK PLAZA, INC;MHC HARBOR LAKES LLC"
70SBUR23Q00000095,2,2,,,0,0,0,2775374.00,5012266.12,0,0,0,U.S. Citizenship and Immigration Services,"ACCENT ON LANGUAGES, INC.;PRISMA INTERNATIONAL, INC."
70FB8025R00000011,2,2,,,0,0,0,2459000.00,4918000.00,0,290548.92,1,Federal Emergency Management Agency,"NOBLE SUPPLY & LOGISTICS, LLC;PARADIGM MARKETING CONSORTIUM INC"
70Z02324Q92200004,2,2,1,1x2,0,1,0,4143315.98,4861904.21,1570704.75,0,0,U.S. Coast Guard,"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.;ZODIAC OF NORTH AMERICA, INC."
70Z03823RB2000010,9,4,5,5x4,0,0,0,3358773.51,4848459.78,64644.32,502428.59,1,U.S. Coast Guard,"DENISE LAMPIGNANO;EOS-AV INTERNATIONAL CORP;EUROPAVIA AMERICAN SERVICE, LLC;ZENITH AVIATION, INC."
70FBR624R00000021,2,2,,,0,0,0,2411131.31,4631387.10,-1081352.69,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
VIA E-MAIL,8,5,1,1x4,0,1,0,2233748.70,4560765.30,3209227.30,0,0,Office of Procurement Operations,"ASRC FEDERAL FIELD SERVICES, LLC;BATTELLE NATIONAL BIODEFENSE INSTITUTE, LLC;KELVIN INTERNATIONAL CORP;PERKINELMER U.S. LLC;RIGAKU AMERICAS HOLDING, INC."
70RDAD23R00000007,3,3,6,6x3,0,0,0,1900000.00,4380000.00,0,0,0,Office of Procurement Operations,"CORRECTIONS SERVICES LLC;DELANEY CORRECTIONAL CONSULTING GROUP LLC;JUST DETENTION INTERNATIONAL, INC."
70LGLY25QGLB00005,193,11,23,23x189;32x4,0,0,0,194554.00,4339800.48,4145246.48,0,0,Federal Law Enforcement Training Center,"BPR BRUNSWICK LLC;BPR GLYNCO LLC;BRUNSWICK HOSPITALITY OF VIRGINIA, LLC;COASTAL HOTELS CORPORATION;FORTUNA BRUNSWICK LLC;HALL BRIAN"
70T05024Q5900N002,2,2,1,1x1;3x1,0,1,0,4296485.04,4332988.51,1424168.15,0,0,Transportation Security Administration,KATMAI DIVERSIFIED SERVICES LLC;MID PAC SERVICES LLC
70Z08025QPBPL0005,3,3,5,5x3,0,0,0,4169642.93,4289567.93,4283457.93,0,0,U.S. Coast Guard,"JAG INDUSTRIAL SERVICES, INC;NORTH POINT MARINE & INDUSTRIAL INC;THOMA-SEA MARINE CONSTRUCTORS, L.L.C."
70RDAD23Q00000038,2,2,3,3x2,0,0,0,2000000.00,4000000.00,0,725781.96,1,Office of Procurement Operations,"BUSINESS MANAGEMENT RESEARCH ASSOCIATES, INC.;STAFFORD CONSULTING COMPANY, INC."
70Z03822QB2000003,4,4,7,7x4,0,0,0,2568742.50,3918922.00,0,186650.42,1,U.S. Coast Guard,"B & B MARKETING ENTERPRISES LLLP;DENISE LAMPIGNANO;INEO GLOBAL SUPPORT, INC.;ZENITH AVIATION, INC."
70FBR425R00000012,2,2,,,0,0,0,2131105.42,3910872.42,-5431956.89,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
70Z08424RWOPL0005,2,2,5,5x2,0,0,0,1909364.00,3816737.00,0,2223146.0,1,U.S. Coast Guard,"MEDITERRANEO SENALES MARITIMAS SL;SPX AIDS TO NAVIGATION, LLC"
DHSST-LRBAA 18-01,2,2,1,1x2,0,1,0,2079986.66,3629737.29,1450828.70,0,0,Office of Procurement Operations,"GATE SCIENTIFIC, INC.;NATIONAL ALLIANCE FOR PUBLIC SAFETY GIS FOUNDATION"
70Z02325R93250003,4,4,11,11x4,0,0,0,1029477.16,3544322.16,3544322.16,0,0,U.S. Coast Guard,"BIRDON AMERICA INC;GRAVOIS ALUMINUM BOATS LLC;INVENTECH MARINE SOLUTIONS, LLC;SAFE BOATS INTERNATIONAL LLC"
70Z03825QB0000080,4,4,10,10x4,0,0,0,2763809.62,3524826.90,0,190851.5,1,U.S. Coast Guard,"ALA - ADVANCED LOGISTICS FOR AEROSPACE, INC;EUROPAVIA AMERICAN SERVICE, LLC;INEO GLOBAL SUPPORT, INC.;ZENITH AVIATION, INC."
70FBR424R00000022,2,2,,,0,0,0,1791745.79,3522947.19,-1585853.87,0,0,Federal Emergency Management Agency,VANGUARD INSPECTION SERVICES;WSP USA SERVICES INC.
70Z08424QCMAY0001,2,2,3,3x2,0,0,0,1845349.37,3472949.37,567287.62,0,0,U.S. Coast Guard,"SANFORD FEDERAL, INC.;WASTE MANAGEMENT OF NEW JERSEY, INC."
70RTAC25Q00000003,3,3,2,2x2;3x1,0,1,0,1264407.77,3358221.01,2740022.50,0,0,Office of Procurement Operations,"BAHFED CORP;COLOSSAL CONTRACTING LLC;FCN, INC."
70RSAT23R00000006,3,3,110,110x1;4x1;1x1,0,0,0,999975.91,2998073.95,961984.35,0,0,Office of Procurement Operations,CASPIA TECHNOLOGIES INC;CFD RESEARCH CORPORATION;DEEP ANALYTICS LLC
70T05024Q5900N001,2,2,1,1x1,0,1,0,2283350.00,2877596.54,-79740.46,0,0,Transportation Security Administration,"ENSCO INC;MACRO COMPANIES, INC."
70Z03821QB2000255,3,3,4,4x3,0,0,0,1518677.40,2853051.92,0,261886.07,1,U.S. Coast Guard,"AIRBUS HELICOPTERS, INC.;DENISE LAMPIGNANO;INEO GLOBAL SUPPORT, INC."
70Z02325Q92200002,2,2,1,1x2,0,1,0,2488706.74,2815240.10,2769984.62,0,0,U.S. Coast Guard,"SAFE BOATS INTERNATIONAL LLC;VIRGINIA ELECTRONIC SYSTEMS, INC."
70Z02324Q92200005,2,2,4,4x1;5x1,0,0,0,2436284.60,2757845.79,-814224.66,0,0,U.S. Coast Guard,"SAFE BOATS INTERNATIONAL LLC;SWIFTSHIPS, LLC"
70RSAT21RB0000004,2,2,1,1x1;3x1,0,1,0,1494049.00,2482053.10,-26929.06,0,0,Office of Procurement Operations,RESEARCH TRIANGLE INSTITUTE;THE CAMPBELL COLLABORATION A NON PROFIT CORP
70Z04421Q21001300,2,2,4,4x1;2x1,0,0,0,1406943.80,2419741.38,20000.00,0,0,U.S. Coast Guard,"COASTAL HELICOPTERS, INC.;MARITIME HELICOPTERS, INC"
70FB7026R00000019,2,2,,,0,0,0,1416236.00,2244686.60,2244686.60,0,0,Federal Emergency Management Agency,"AMERIQUAL GROUP LLC;SO-PAK-CO, INC"
70Z08525QIBCT0001,2,2,3,3x1;2x1,0,0,0,1308778.39,2002767.39,1622172.39,0,0,U.S. Coast Guard,"SIGNET MARITIME CORPORATION;THOMA-SEA MARINE CONSTRUCTORS, L.L.C."
70RSAT24FR0000006,2,2,5,5x1;1x1,0,0,0,999988.46,1999868.10,1999868.10,0,0,Office of Procurement Operations,INTELLISENSE SYSTEMS INC;SECURELOGIX CORPORATION
70T04023BAA7573,2,2,5,5x2,0,0,0,997214.00,1735644.00,378024.50,0,0,Transportation Security Administration,"ANALYTICAL AI, INC.;TELESECURITY SCIENCES, INC."
70FBR425R00001027,19,18,1,1x19,0,1,0,239194.64,1709216.31,495866.31,0,0,Federal Emergency Management Agency,"ACG LAURELWOOD, LLC;BLACK MOUNTAIN MHC LLC;BLIND SQUIRREL MHP LLC;BROWNS CREEK CAMPGROUND LLC;CATHERINE LOUISA DEBLAKER;DULA AVL PROPERTIES LLC"
70Z03826QJ0000035,2,2,6,6x2,0,0,0,958800.00,1659672.00,1659672.00,0,0,U.S. Coast Guard,"ROCKWELL COLLINS, INC."
EMAIL TO CONTRACTOR,2,2,,,0,0,0,962921.60,1614131.75,0,0,0,Office of Procurement Operations,"CACI NSS, LLC;EMERGENT, LLC"
70Z03821QB2000002,2,2,4,4x2,0,0,0,1058782.43,1611877.73,0,236703.99,1,U.S. Coast Guard,"INEO GLOBAL SUPPORT, INC.;ZENITH AVIATION, INC."
70FBR124R00000006,2,2,4,4x2,0,0,0,1546464.52,1546464.52,-656482.07,0,0,Federal Emergency Management Agency,REDCON SOLUTIONS GROUP LLC;STRATEGIC SECURITY CORP
70US0925Q70092433,2,2,3,3x1;2x1,0,0,0,1086625.57,1394915.57,1394915.57,0,0,U.S. Secret Service,"DAVID DOMINIC MANCUSO;FCN, INC."
70FBR425Q00000088,3,3,18,18x2;2x1,0,0,0,842644.01,1318271.21,1070617.79,0,0,Federal Emergency Management Agency,"LIMA CHARLIE, INC;THE PARTIMAGE GROUP LLC;TIER 1 PROPERTY SOLUTIONS, LLC"
70RSAT19R00000003A,2,2,18,18x2,0,0,0,999999.70,1287835.19,-0.30,0,0,Office of Procurement Operations,"SNA INTERNATIONAL LLC;TDA RESEARCH, INC."
70US0921R70090056,2,2,3,3x2,0,0,0,624000.00,1248000.00,0,6080.0,1,U.S. Secret Service,COMMUNICATION SPECIALISTS INC;SUPERIOR COMMUNICATIONS INC
70RSAT24R00000006,2,2,22,22x1;1x1,0,0,0,999836.86,1165925.60,999836.86,0,0,Office of Procurement Operations,IONICSCALE LLC;MICHIGAN ENGINEERING SERVICES LLC
70LGLY24QGLB00105,59,7,23,23x59,0,0,0,47677.00,1162270.30,847694.50,0,0,Federal Law Enforcement Training Center,"BRUNSWICK HOSPITALITY OF VIRGINIA, LLC;FORTUNA BRUNSWICK LLC;HALL BRIAN;KB BRUNSWICK HOTEL LLC;KKAR LLC;OMKARA INVESTMENTS, LLC"
70Z0G124BSLIS0121,2,2,3,3x2,0,0,0,1101360.00,1101360.00,147500.00,0,0,U.S. Coast Guard,"CHESTERFIELD ASSOCIATES INC;TERRY CONTRACTING & MATERIALS, INC."
70Z08326RCLEV0001,2,2,1,1x1;4x1,0,1,0,893449.00,1040130.60,1040130.60,0,0,U.S. Coast Guard,OZELL SERVICES INC;SYNCON LLC
70T04018K9NSTD105,2,2,1,1x2,0,1,0,760526.56,1027426.56,-20011.23,0,0,Transportation Security Administration,CROWD VISION USA CO;SYNECT LLC
70Z03826QL0000081,2,2,1,1x1;8x1,0,1,0,944700.00,1006020.00,1006020.00,0,0,U.S. Coast Guard,"AEROLEDS HOLDINGS, LLC;AIRBUS DS MILITARY AIRCRAFT, INC."
70FB8026Q00000007,2,2,,,0,0,0,499000.00,998000.00,0,0,1,Federal Emergency Management Agency,"ARHAB LLC;CONSTANTINE & CO REPAIRS AND RENOVATIONS, LLC"
70US0924Q70092132,2,2,3,3x2,0,0,0,600000.00,975000.00,0,421968.48,1,U.S. Secret Service,"DANA SAFETY SUPPLY, INC.;GLOBAL ENTERPRISE, INC"
70US0925R70093054,3,3,8,8x3,0,0,0,255082.00,761882.00,142520.00,0,0,U.S. Secret Service,"GOVCREST INC;INABINET ENTERPRISES, INC;PROLIFIC SYSTEMS, LLC"
70Z02324RBAAGLCOE,3,3,16,16x2;28x1,0,0,0,250000.00,749866.00,0,0,0,U.S. Coast Guard,INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT - INSTITUT INTERNATIONAL DU DEVELOPPEMENT DURABL;LAKE SUPERIOR STATE UNIVERSITY;MICHIGAN TECHNOLOGICAL UNIVERSITY
70T05025Q5300N003,2,2,7,7x1,0,0,0,674199.72,720842.97,720842.97,0,0,Transportation Security Administration,CARAHSOFT TECHNOLOGY CORP;GUIDEHOUSE INC.
70US0922R70092651,3,3,1,1x2;4x1,0,1,0,448522.00,714789.36,175196.24,0,0,U.S. Secret Service,CHEMICAL AGENT MONITORING SUPPLY COMPANY;LIFE TECHNOLOGIES CORPORATION;THERMO ELECTRON NORTH AMERICA LLC
LRBAA 24-01,2,2,1,1x2,0,1,0,420155.00,670002.00,670002.00,0,0,Office of Procurement Operations,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA;MCCHRYSTAL GROUP LLC
70FBR923Q00000014,2,2,3,3x2,0,0,0,449325.50,651874.32,-841451.68,0,0,Federal Emergency Management Agency,COMPREHENSIVE SECURITY SERVICES INC;SERVEXO
70T05024Q6115N002,2,2,3,3x2,0,0,0,397500.00,622500.00,90000.00,0,0,Transportation Security Administration,"FIELD TIME TARGET & TRAINING, LLC;S.O. TECH/SPECIAL OPERATIONS TECHNOLOGIES, INC."
70FB8026Q00000004,2,2,,,0,0,0,300000.00,600000.00,0,0,1,Federal Emergency Management Agency,"APPLIANCE DISCOUNT OUTLET CALHOUN LLC;MONARCH OF SPARTANBURG, LLC"
70FBTX23Q00000004,4,4,,,0,0,0,199731.84,568046.24,-105820.89,0,0,Federal Emergency Management Agency,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.;ITCON SERVICES LLC;MAXIMUS FEDERAL SERVICES, INC.;TTEC GOVERNMENT SOLUTIONS LLC"
70Z08425QDL940021,2,2,34,34x1;1x1,0,0,0,356792.38,552020.38,354363.76,0,0,U.S. Coast Guard,FF2022 GENERAL SMALLS INN FSVL;TRAVEL LODGING GROUP LLC
70B03C25Q00000375,8,8,,,0,0,0,179185.00,539152.10,0,174351.05,1,U.S. Customs and Border Protection,"ALBANY COUNTY SHERIFF;COUNTY OF CLINTON;COUNTY OF COOS;COUNTY OF FRANKLIN;COUNTY OF RENSSELAER;COUNTY OF SCHENECTADY, NEW YORK"
