candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,heading,item_text,license_numbers,date,document_vote_date,license_number,license_num,normalized_license_num,license_number_raw,outcome,disposition,outcome_text,decision_bearing,board_granted_application,completed_sale_verified,ambiguity_notes,review_status,licensee,licensee_dba,from_address,transferor,transferor_dba,transferee,transferee_dba,to_address,event_id,event_type,action_subtype,parties,source_hash,pledge_recipient,pledge_recipient_raw,pledge_recipients,current_lien_verified,outcome_text_raw
BLB-2022-03-03-024,BLB-2022-03-03,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,2022-03-03,9,9,18,"Beacon Hill Pub, LLC","18. Beacon Hill Pub, LLC

Doing business as: Beacon Hill Pub
149 Charles St., Boston, MA 02114
License #: LB‑101581
Holder of a General on Premise All‑Alcoholic Beverages license has petitioned to transfer the
licensed business from the above – To: 149 Charles Pub LLC d/b/a Charles Street Pub (at the
same location). Chaz Fisher, Manager. 2:00 AM Closing Hour.
Attorney: Chaz Fisher

Granted
______________________________________________________________________________","[""LB-101581""]",2022-03-03,2022-03-03,LB-101581,LB101581,LB101581,LB‑101581,granted,granted,Granted,True,True,False,[],manually_reviewed,"Beacon Hill Pub, LLC",Beacon Hill Pub,"149 Charles St., Boston, MA 02114","Beacon Hill Pub, LLC",Beacon Hill Pub,149 Charles Pub LLC,Charles Street Pub,"149 Charles St., Boston, MA 02114",BLB-2022-03-03-024-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Beacon Hill Pub, LLC"", ""licensee_dba"": ""Beacon Hill Pub"", ""from_address"": ""149 Charles St., Boston, MA 02114"", ""transferor"": ""Beacon Hill Pub, LLC"", ""transferor_dba"": ""Beacon Hill Pub"", ""transferee"": ""149 Charles Pub LLC"", ""transferee_dba"": ""Charles Street Pub"", ""to_address"": ""149 Charles St., Boston, MA 02114""}",3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,,,,,
BLB-2022-03-03-025,BLB-2022-03-03,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,2022-03-03,10,10,19,"Lsfw, LLC","19. Lsfw, LLC

Doing business as: LTK Bar and Kitchen
225 Northern Ave., Boston, MA 02210
License #: LB‑99063
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above ‑ To: CMG 225 Northern Ave LLC (at the same location).
Mark Malatesta, Manager. 2:00AM Closing Hour. Secondly, has petitioned to change the
description of the licensed premise ‑ From: In two rooms on the ground floor; kitchen and
storage in the rear and to include outdoor seasonal dining from April through October for 32
patrons on private property. To: 5,368SF; in two rooms; one main room on ground floor with
main dining area and bar seating with an additional room for private dining; 1,488sf kitchen and
storage in rear; one main entrance/exit; 5 additional emergency exits. Third, has asked for
removal of current license conditions which include: PATIO CONDITIONS: 1.) ALCOHOLIC
BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE
STAFFED AT ALL TIMES. PATIO HOURS: MONDAY‑SUNDAY 2:00 AM CLOSING
HOUR. 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.
Lastly has petitioned to Pledge the License to Seaport Realty Company LLC.
Attorney: Kristen L. Scanlon

Granted
______________________________________________________________________________","[""LB-99063""]",2022-03-03,2022-03-03,LB-99063,LB99063,LB99063,LB‑99063,granted,granted,Granted,True,True,False,[],manually_reviewed,"Lsfw, LLC",LTK Bar and Kitchen,"225 Northern Ave., Boston, MA 02210","Lsfw, LLC",LTK Bar and Kitchen,CMG 225 Northern Ave LLC,,"225 Northern Ave., Boston, MA 02210",BLB-2022-03-03-025-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Lsfw, LLC"", ""licensee_dba"": ""LTK Bar and Kitchen"", ""from_address"": ""225 Northern Ave., Boston, MA 02210"", ""transferor"": ""Lsfw, LLC"", ""transferor_dba"": ""LTK Bar and Kitchen"", ""transferee"": ""CMG 225 Northern Ave LLC"", ""transferee_dba"": null, ""to_address"": ""225 Northern Ave., Boston, MA 02210""}",3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,,,,,
BLB-2022-03-03-025,BLB-2022-03-03,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,2022-03-03,10,10,19,"Lsfw, LLC","19. Lsfw, LLC

Doing business as: LTK Bar and Kitchen
225 Northern Ave., Boston, MA 02210
License #: LB‑99063
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above ‑ To: CMG 225 Northern Ave LLC (at the same location).
Mark Malatesta, Manager. 2:00AM Closing Hour. Secondly, has petitioned to change the
description of the licensed premise ‑ From: In two rooms on the ground floor; kitchen and
storage in the rear and to include outdoor seasonal dining from April through October for 32
patrons on private property. To: 5,368SF; in two rooms; one main room on ground floor with
main dining area and bar seating with an additional room for private dining; 1,488sf kitchen and
storage in rear; one main entrance/exit; 5 additional emergency exits. Third, has asked for
removal of current license conditions which include: PATIO CONDITIONS: 1.) ALCOHOLIC
BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) TO BE
STAFFED AT ALL TIMES. PATIO HOURS: MONDAY‑SUNDAY 2:00 AM CLOSING
HOUR. 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH.
Lastly has petitioned to Pledge the License to Seaport Realty Company LLC.
Attorney: Kristen L. Scanlon

Granted
______________________________________________________________________________","[""LB-99063""]",2022-03-03,2022-03-03,LB-99063,LB99063,LB99063,LB‑99063,granted,granted,Granted,True,True,False,[],manually_reviewed,CMG 225 Northern Ave LLC,,"225 Northern Ave., Boston, MA 02210","Lsfw, LLC",LTK Bar and Kitchen,CMG 225 Northern Ave LLC,,"225 Northern Ave., Boston, MA 02210",BLB-2022-03-03-025-pledge,license_pledge,pledge_application_disposition,"{""licensee"": ""CMG 225 Northern Ave LLC"", ""licensee_dba"": null, ""from_address"": ""225 Northern Ave., Boston, MA 02210"", ""transferor"": ""Lsfw, LLC"", ""transferor_dba"": ""LTK Bar and Kitchen"", ""transferee"": ""CMG 225 Northern Ave LLC"", ""transferee_dba"": null, ""to_address"": ""225 Northern Ave., Boston, MA 02210"", ""pledge_recipient"": ""Seaport Realty Company LLC""}",3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,Seaport Realty Company LLC,Seaport Realty Company LLC,"[""Seaport Realty Company LLC""]",False,
BLB-2022-03-03-026,BLB-2022-03-03,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,2022-03-03,10,10,20,"49 Melcher Restaurant Group, LLC","20. 49 Melcher Restaurant Group, LLC

Doing business as: Mooo
49 Melcher St., Boston, MA 02210
License #: LB‑98923
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above ‑ To: Melcher Newco Holdings LLC d/b/a Moo Seaport (at
the same location). Courtney Hills, Manager. 2:00AM Closing Hour. Secondly, has petitioned to
Pledge the License to BankNewport.
Attorney: William G. Ferullo

Granted
______________________________________________________________________________","[""LB-98923""]",2022-03-03,2022-03-03,LB-98923,LB98923,LB98923,LB‑98923,granted,granted,Granted,True,True,False,[],manually_reviewed,"49 Melcher Restaurant Group, LLC",Mooo,"49 Melcher St., Boston, MA 02210","49 Melcher Restaurant Group, LLC",Mooo,Melcher Newco Holdings LLC,Moo Seaport,"49 Melcher St., Boston, MA 02210",BLB-2022-03-03-026-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""49 Melcher Restaurant Group, LLC"", ""licensee_dba"": ""Mooo"", ""from_address"": ""49 Melcher St., Boston, MA 02210"", ""transferor"": ""49 Melcher Restaurant Group, LLC"", ""transferor_dba"": ""Mooo"", ""transferee"": ""Melcher Newco Holdings LLC"", ""transferee_dba"": ""Moo Seaport"", ""to_address"": ""49 Melcher St., Boston, MA 02210""}",3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,,,,,
BLB-2022-03-03-026,BLB-2022-03-03,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,2022-03-03,10,10,20,"49 Melcher Restaurant Group, LLC","20. 49 Melcher Restaurant Group, LLC

Doing business as: Mooo
49 Melcher St., Boston, MA 02210
License #: LB‑98923
Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
transfer the license from the above ‑ To: Melcher Newco Holdings LLC d/b/a Moo Seaport (at
the same location). Courtney Hills, Manager. 2:00AM Closing Hour. Secondly, has petitioned to
Pledge the License to BankNewport.
Attorney: William G. Ferullo

Granted
______________________________________________________________________________","[""LB-98923""]",2022-03-03,2022-03-03,LB-98923,LB98923,LB98923,LB‑98923,granted,granted,Granted,True,True,False,[],manually_reviewed,Melcher Newco Holdings LLC,Moo Seaport,"49 Melcher St., Boston, MA 02210","49 Melcher Restaurant Group, LLC",Mooo,Melcher Newco Holdings LLC,Moo Seaport,"49 Melcher St., Boston, MA 02210",BLB-2022-03-03-026-pledge,license_pledge,pledge_application_disposition,"{""licensee"": ""Melcher Newco Holdings LLC"", ""licensee_dba"": ""Moo Seaport"", ""from_address"": ""49 Melcher St., Boston, MA 02210"", ""transferor"": ""49 Melcher Restaurant Group, LLC"", ""transferor_dba"": ""Mooo"", ""transferee"": ""Melcher Newco Holdings LLC"", ""transferee_dba"": ""Moo Seaport"", ""to_address"": ""49 Melcher St., Boston, MA 02210"", ""pledge_recipient"": ""BankNewport""}",3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,BankNewport,BankNewport,"[""BankNewport""]",False,
BLB-2022-03-03-027,BLB-2022-03-03,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-3-22%20-%20Final.docx.pdf,3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,2022-03-03,11,11,21,"Nancy's, Inc.","21. Nancy's, Inc.

Doing business as: Artu’s on Charles Street
89 Charles St., Boston, MA 02114
License #: LB‑99751
Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has
petitioned to transfer the license and the location from the above – To: Broken Records Beer
Hall, LLC d/b/a Broken Records Beer Hall located 81‑85 Guest Street, Boston, MA 02135. The
premises consist of one large room on ground floor with bar, and dining, seating ( seating
capacity of 140) and game areas; restrooms; kitchen, storage and office in rear (6,000SF total) .
Closing hour 2:00AM. Thomas Shea, Manager. Lastly, has petitioned for a management
agreement between Broken Records Beer Hall, LLC and Guest Street Hospitality, Inc.
Attorney: Dennis A. Quilty

Granted
______________________________________________________________________________","[""LB-99751""]",2022-03-03,2022-03-03,LB-99751,LB99751,LB99751,LB‑99751,granted,granted,Granted,True,True,False,[],manually_reviewed,"Nancy's, Inc.",Artu’s on Charles Street,"89 Charles St., Boston, MA 02114","Nancy's, Inc.",Artu’s on Charles Street,"Broken Records Beer Hall, LLC",Broken Records Beer Hall,"81‑85 Guest Street, Boston, MA 02135",BLB-2022-03-03-027-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Nancy's, Inc."", ""licensee_dba"": ""Artu’s on Charles Street"", ""from_address"": ""89 Charles St., Boston, MA 02114"", ""transferor"": ""Nancy's, Inc."", ""transferor_dba"": ""Artu’s on Charles Street"", ""transferee"": ""Broken Records Beer Hall, LLC"", ""transferee_dba"": ""Broken Records Beer Hall"", ""to_address"": ""81‑85 Guest Street, Boston, MA 02135""}",3960e526806302ec4504ab2471f7d439434304d735314e4a3eeb790198f57b39,,,,,
BLB-2022-03-24-026,BLB-2022-03-24,https://www.boston.gov/sites/default/files/file/2022/03/Voting%20Minutes%203-24-22.docx.pdf,73e4b289780099189c5ac2bef216a2197eb43a3efca1f1655eb5ce3e13dfa0e6,2022-03-24,10,10,17,"Paga, Inc.","17. Paga, Inc.

Doing business as: Icon
100B Warrenton St., Boston, MA 02116
License #: LB-101566
Holder of a General on Premise All-Alcoholic Beverages License has petitioned to Pledge the
License to New England Law|Boston.
Attorney: William Burke

Granted
________________________________________________________________________________________________","[""LB-101566""]",2022-03-24,2022-03-24,LB-101566,LB101566,LB101566,LB-101566,granted,granted,Granted,True,True,False,[],manually_reviewed,"Paga, Inc.",Icon,"100B Warrenton St., Boston, MA 02116","Paga, Inc.",Icon,,,,BLB-2022-03-24-026-pledge,license_pledge,pledge_application_disposition,"{""licensee"": ""Paga, Inc."", ""licensee_dba"": ""Icon"", ""from_address"": ""100B Warrenton St., Boston, MA 02116"", ""transferor"": ""Paga, Inc."", ""transferor_dba"": ""Icon"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""New England Law|Boston""}",73e4b289780099189c5ac2bef216a2197eb43a3efca1f1655eb5ce3e13dfa0e6,New England Law|Boston,New England Law|Boston,"[""New England Law|Boston""]",False,
BLB-2022-04-07-020,BLB-2022-04-07,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-7-22.pdf,274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,2022-04-07,6,6,11,"Omni Boston Seaport Entertainment, LLC","11. Omni Boston Seaport Entertainment, LLC

Doing business as: Omni Boston Hotel at the Seaport
450 Summer St., Boston, MA 02210
License #: LB-98932
Holder of a Common Victualler 7 Day-All Alcoholic Beverages License has petitioned to Pledge the
License to: U.S. Bank National Association.
Attorney: Dennis A. Quilty

Granted
_____________________________________________________________________________________","[""LB-98932""]",2022-04-07,2022-04-07,LB-98932,LB98932,LB98932,LB-98932,granted,granted,Granted,True,True,False,[],manually_reviewed,"Omni Boston Seaport Entertainment, LLC",Omni Boston Hotel at the Seaport,"450 Summer St., Boston, MA 02210","Omni Boston Seaport Entertainment, LLC",Omni Boston Hotel at the Seaport,,,,BLB-2022-04-07-020-pledge,license_pledge,pledge_application_disposition,"{""licensee"": ""Omni Boston Seaport Entertainment, LLC"", ""licensee_dba"": ""Omni Boston Hotel at the Seaport"", ""from_address"": ""450 Summer St., Boston, MA 02210"", ""transferor"": ""Omni Boston Seaport Entertainment, LLC"", ""transferor_dba"": ""Omni Boston Hotel at the Seaport"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""U.S. Bank National Association""}",274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,U.S. Bank National Association,U.S. Bank National Association,"[""U.S. Bank National Association""]",False,
BLB-2022-04-07-023,BLB-2022-04-07,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-7-22.pdf,274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,2022-04-07,7,7,14,Robert B. Aiello,"14. Robert B. Aiello

Doing business as: DeLuca’s Back Bay Market
239 Newbury St., Boston, MA 02116
License #: LB-101907
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to transfer the license
from the above- To: Sisters Market, Inc. d/b/a DeLuca’s Market (at the same location). Victoria Aiello,
Manager. Closing hour at 11:00 PM.

Granted
_____________________________________________________________________________________","[""LB-101907""]",2022-04-07,2022-04-07,LB-101907,LB101907,LB101907,LB-101907,granted,granted,Granted,True,True,False,[],manually_reviewed,Robert B. Aiello,DeLuca’s Back Bay Market,"239 Newbury St., Boston, MA 02116",Robert B. Aiello,DeLuca’s Back Bay Market,"Sisters Market, Inc.",DeLuca’s Market,"239 Newbury St., Boston, MA 02116",BLB-2022-04-07-023-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Robert B. Aiello"", ""licensee_dba"": ""DeLuca’s Back Bay Market"", ""from_address"": ""239 Newbury St., Boston, MA 02116"", ""transferor"": ""Robert B. Aiello"", ""transferor_dba"": ""DeLuca’s Back Bay Market"", ""transferee"": ""Sisters Market, Inc."", ""transferee_dba"": ""DeLuca’s Market"", ""to_address"": ""239 Newbury St., Boston, MA 02116""}",274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,,,,,
BLB-2022-04-07-024,BLB-2022-04-07,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-7-22.pdf,274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,2022-04-07,7,7,15,"DeLuca’s Market, Inc.","15. DeLuca’s Market, Inc.

Doing business as: DeLuca's Market
7-11 Charles St., Boston, MA 02114
License #: LB-101953
Holder of a Retail Package Store All-Alcoholic Beverages License has petitioned to transfer the license
from the above- To: Sisters Market, Inc. d/b/a DeLuca’s Market (at the same location). Caroline Aiello,
Manager. Closing hour at 11:00 PM.

Granted
_____________________________________________________________________________________","[""LB-101953""]",2022-04-07,2022-04-07,LB-101953,LB101953,LB101953,LB-101953,granted,granted,Granted,True,True,False,[],manually_reviewed,"DeLuca’s Market, Inc.",DeLuca's Market,"7-11 Charles St., Boston, MA 02114","DeLuca’s Market, Inc.",DeLuca's Market,"Sisters Market, Inc.",DeLuca’s Market,"7-11 Charles St., Boston, MA 02114",BLB-2022-04-07-024-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""DeLuca’s Market, Inc."", ""licensee_dba"": ""DeLuca's Market"", ""from_address"": ""7-11 Charles St., Boston, MA 02114"", ""transferor"": ""DeLuca’s Market, Inc."", ""transferor_dba"": ""DeLuca's Market"", ""transferee"": ""Sisters Market, Inc."", ""transferee_dba"": ""DeLuca’s Market"", ""to_address"": ""7-11 Charles St., Boston, MA 02114""}",274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,,,,,
BLB-2022-04-07-025,BLB-2022-04-07,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-7-22.pdf,274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,2022-04-07,8,8,16,"Thien An, LLC","16. Thien An, LLC

Doing business as: Anh Hong Restaurant
291 Adams St., Boston, MA 02122
License #: LB-303415
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to transfer the
license and the location from the above – To: Tora Group, Inc. d/b/a Tora Kaisen Don Japanese
Restaurant located 20 B Tyler Street Boston, MA 02111. The premises consist of a garden level, approx.
1,196SF total commercial space with approx. 616SF dining area and sushi bar with seating for 19, 1 HP
accessible restroom, full kitchen, mechanical room and office. Closing Hours: Sun Thurs 11:00PM, Fri &
Sat 1:00AM. Patrick Zhong, Manager.
Attorney: Adam Chu

Granted
_____________________________________________________________________________________","[""LB-303415""]",2022-04-07,2022-04-07,LB-303415,LB303415,LB303415,LB-303415,granted,granted,Granted,True,True,False,[],manually_reviewed,"Thien An, LLC",Anh Hong Restaurant,"291 Adams St., Boston, MA 02122","Thien An, LLC",Anh Hong Restaurant,"Tora Group, Inc.",Tora Kaisen Don Japanese Restaurant,"20 B Tyler Street Boston, MA 02111",BLB-2022-04-07-025-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Thien An, LLC"", ""licensee_dba"": ""Anh Hong Restaurant"", ""from_address"": ""291 Adams St., Boston, MA 02122"", ""transferor"": ""Thien An, LLC"", ""transferor_dba"": ""Anh Hong Restaurant"", ""transferee"": ""Tora Group, Inc."", ""transferee_dba"": ""Tora Kaisen Don Japanese Restaurant"", ""to_address"": ""20 B Tyler Street Boston, MA 02111""}",274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,,,,,
BLB-2022-04-07-026,BLB-2022-04-07,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-7-22.pdf,274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,2022-04-07,8,8,17,"Henry’s Delicatessen, LLC","17. Henry’s Delicatessen, LLC

Doing business as: The Gallows
1395-1397 Washington St., Roxbury, MA 02118
License #: LB-99191
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license and the location from the above – To: Puttshack Boston Seaport LLC. d/b/a Puttshack , 58 Pier 4
Boulevard Boston, MA 02210. Premise consist of – Located inside the building at 145 Seaport Boulevard
(also known as 58 Pier 4 Blvd.), on two floors, containing approximately 26,429 sq. ft (approx. 7,213 sq.
ft. on the ground level and 19,216 sq. ft. area on second level), including dining and bar areas with 270
seats, mini golf holes, restrooms, and offices, storage, trash room and employee lounge on upper level.
Level one has 2 exits to grade level; Level two has 2 exit enclosures and 1 open exit access stair. Laura
Lynn Gallagher, Manager. Closing hour 2AM.
Attorney: Joseph H. Devlin

Granted
_____________________________________________________________________________________","[""LB-99191""]",2022-04-07,2022-04-07,LB-99191,LB99191,LB99191,LB-99191,granted,granted,Granted,True,True,False,[],manually_reviewed,"Henry’s Delicatessen, LLC",The Gallows,"1395-1397 Washington St., Roxbury, MA 02118","Henry’s Delicatessen, LLC",The Gallows,Puttshack Boston Seaport LLC.,Puttshack,"58 Pier 4 Boulevard Boston, MA 02210",BLB-2022-04-07-026-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Henry’s Delicatessen, LLC"", ""licensee_dba"": ""The Gallows"", ""from_address"": ""1395-1397 Washington St., Roxbury, MA 02118"", ""transferor"": ""Henry’s Delicatessen, LLC"", ""transferor_dba"": ""The Gallows"", ""transferee"": ""Puttshack Boston Seaport LLC."", ""transferee_dba"": ""Puttshack"", ""to_address"": ""58 Pier 4 Boulevard Boston, MA 02210""}",274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,,,,,
BLB-2022-04-07-027,BLB-2022-04-07,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-7-22.pdf,274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,2022-04-07,8,8,18,"Teatro, Inc.","18. Teatro, Inc.

Doing business as: Teatro
177 Tremont St., Boston, MA 02111
License #: LB-99224
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer the
license and the location from the above – To: Five Iron Golf Boston LLC d/b/a Five Iron Golf, 1
Washington Mall, Boston, MA 02109. Premise consist of – In one room on ground floor with reception
area, two golf simulators, bar, kitchen, storage and office space in rear; in one additional room on lower
level with eleven golf simulators, seating areas and bar, storage, locker rooms and restrooms. Total seating
capacity 56. Seamus O’ Sullivan, Manager. Closing hour 2AM.
Attorney: Dennis A. Quilty

Granted
_____________________________________________________________________________________","[""LB-99224""]",2022-04-07,2022-04-07,LB-99224,LB99224,LB99224,LB-99224,granted,granted,Granted,True,True,False,[],manually_reviewed,"Teatro, Inc.",Teatro,"177 Tremont St., Boston, MA 02111","Teatro, Inc.",Teatro,Five Iron Golf Boston LLC,Five Iron Golf,"1 Washington Mall, Boston, MA 02109",BLB-2022-04-07-027-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Teatro, Inc."", ""licensee_dba"": ""Teatro"", ""from_address"": ""177 Tremont St., Boston, MA 02111"", ""transferor"": ""Teatro, Inc."", ""transferor_dba"": ""Teatro"", ""transferee"": ""Five Iron Golf Boston LLC"", ""transferee_dba"": ""Five Iron Golf"", ""to_address"": ""1 Washington Mall, Boston, MA 02109""}",274e353a671040bb08bc2ea024f77cb2662256e0f6cdbb3661dbd7210da820f6,,,,,
BLB-2022-04-28-022,BLB-2022-04-28,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-28-22-2.docx.pdf,fc94a75808b0260c7e8a3ad84489e0dc2a131128f7c7b512b6d2342ec2656c2f,2022-04-28,6,6,13,"H and M Restaurant, Inc.","13. H and M Restaurant, Inc.
    Doing business as: Sofia Italian Steakhouse
    1436 Vfw Pw., West Roxbury, MA 02132
    License #: LB‑99268
    Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to Pledge the
    License to: Eastern Bank.
    Attorney: Samuel Dorfman

    Granted","[""LB-99268""]",2022-04-28,2022-04-28,LB-99268,LB99268,LB99268,LB‑99268,granted,granted,Granted,True,True,False,[],manually_reviewed,"H and M Restaurant, Inc.",Sofia Italian Steakhouse,"1436 Vfw Pw., West Roxbury, MA 02132","H and M Restaurant, Inc.",Sofia Italian Steakhouse,,,,BLB-2022-04-28-022-pledge,license_pledge,pledge_application_disposition,"{""licensee"": ""H and M Restaurant, Inc."", ""licensee_dba"": ""Sofia Italian Steakhouse"", ""from_address"": ""1436 Vfw Pw., West Roxbury, MA 02132"", ""transferor"": ""H and M Restaurant, Inc."", ""transferor_dba"": ""Sofia Italian Steakhouse"", ""transferee"": null, ""transferee_dba"": null, ""to_address"": null, ""pledge_recipient"": ""Eastern Bank""}",fc94a75808b0260c7e8a3ad84489e0dc2a131128f7c7b512b6d2342ec2656c2f,Eastern Bank,Eastern Bank,"[""Eastern Bank""]",False,
BLB-2022-04-28-028,BLB-2022-04-28,https://www.boston.gov/sites/default/files/file/2022/04/Voting%20Minutes%204-28-22-2.docx.pdf,fc94a75808b0260c7e8a3ad84489e0dc2a131128f7c7b512b6d2342ec2656c2f,2022-04-28,8,8,19,"Platinum Restaurants N.E. Central, LLC","19. Platinum Restaurants N.E. Central, LLC
    Doing business as: Eddie Merlot’s Prime Aged Beef and Seafood
    505 Congress St., Boston, MA 02210
    License #: LB‑98925
    Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to transfer the
    license from the above‑To: Eddie Merlot's LLC d/b/a Eddie Merlots (at the same location).
    Paul Braun, Manager. Closing hour 10:00 PM.
    Attorney: Andrew F. Upton

   Granted","[""LB-98925""]",2022-04-28,2022-04-28,LB-98925,LB98925,LB98925,LB‑98925,granted,granted,Granted,True,True,False,[],manually_reviewed,"Platinum Restaurants N.E. Central, LLC",Eddie Merlot’s Prime Aged Beef and Seafood,"505 Congress St., Boston, MA 02210","Platinum Restaurants N.E. Central, LLC",Eddie Merlot’s Prime Aged Beef and Seafood,Eddie Merlot's LLC,Eddie Merlots,"505 Congress St., Boston, MA 02210",BLB-2022-04-28-028-transfer,license_transfer,transfer_application_disposition,"{""licensee"": ""Platinum Restaurants N.E. Central, LLC"", ""licensee_dba"": ""Eddie Merlot’s Prime Aged Beef and Seafood"", ""from_address"": ""505 Congress St., Boston, MA 02210"", ""transferor"": ""Platinum Restaurants N.E. Central, LLC"", ""transferor_dba"": ""Eddie Merlot’s Prime Aged Beef and Seafood"", ""transferee"": ""Eddie Merlot's LLC"", ""transferee_dba"": ""Eddie Merlots"", ""to_address"": ""505 Congress St., Boston, MA 02210""}",fc94a75808b0260c7e8a3ad84489e0dc2a131128f7c7b512b6d2342ec2656c2f,,,,,
