license_num,legal_holder,dba,address,license_type,scope_class,source_label_segment,source_label_family,source_license_types,source_license_categories,license_type_literal_flags,restriction_label_state,source_label_classification_status,source_label_classification_notes,roster_status,expires,location_comments,premises_description,finance_keyword_marker_any_field,finance_marker_field_names,historical_granted_pledge_in_window,holder_id,owner_group,capital_category,documented_pe_group_affiliation,ownership_status,ownership_reviewed,relationship,scale_band,equity_ownership_disclaimed_by_group,corporate_officer_evidence,corporate_officer_note,current_ucc_status,current_ucc_occurrences,lapsed_ucc_status,lapsed_ucc_occurrences,name_mode_review_reasons,collateral_status,reconciled_history_count,reconciled_history_entry_count,reconciled_history_prior_complete_original_pdf_count,reconciled_history_pending_original_pdf_count,reconciled_history_pending_amendment_pdf_count,reconciled_history_status,transfer_status,pledge_status,event_count,transfer_count,transfer_application_disposition_count,transfer_granted_count,pledge_count,pledge_application_disposition_count,pledge_granted_count,pledge_release_count,transfer_revocation_notice_count,ownership_interest_count,ownership_interest_granted_count,ownership_interest_entity_conversion_count,ownership_interest_status,ownership_interest_notice_count,ownership_interest_notice_status,history_source_notice_count,history_proposal_or_unresolved_outcome_count,judgment_attachment_observation_count,notes,source_urls
LB-99599,"DAO AO, INC",SHAKING SEAFOOD,19-  Poplar ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"One story building, First floor, 7 rooms, 1 entrance, 2 exits, 4300 square feet.",,False,,False,BH-76db94dc114bc1d7,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-99600,KHALED MOHEYDEEN,Parla,230-  Hanover ST,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"In one room on the first floor, kitchen and storage area in the rear.","In one room on the first floor, kitchen and storage area in the rear.",False,,False,BH-91f1fce367a38fa3,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,organization_form_not_explicit_person_or_trade_name_review,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Name-mode review needed: an organization-name search does not exclude separately indexed individual or partnership-member debt.,https://data.boston.gov/dataset/licensing-board-licenses
LB-99601,"RAFAEL E. VERAS, INDIVIDUAL",LATINO RESTAURANT,302-  Centre ST,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"In one room on the first floor; kitchen in the rear, storage in the basement.","In one room on the first floor; kitchen in the rear, storage in the basement.",False,,False,BH-57760b971d839d23,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,explicit_individual_label_requires_person_name_resolution,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Name-mode review needed: an organization-name search does not exclude separately indexed individual or partnership-member debt. | Roster comment: 1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR 3 DARK SHADES REMOVED FROM FRONT WINDOWS,https://data.boston.gov/dataset/licensing-board-licenses
LB-99602,"NINO INDICIANI, INDIVIDUAL",NINO'S PIZZA,79-  Charles ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,In one room on the first floor; kitchen and storage in the rear.,In one room on the first floor; kitchen and storage in the rear.,False,,False,BH-b9c899a1aa063cab,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,explicit_individual_label_requires_person_name_resolution,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Name-mode review needed: an organization-name search does not exclude separately indexed individual or partnership-member debt.,https://data.boston.gov/dataset/licensing-board-licenses
LB-99603,Mai Izakaya LLC,Mai,31-  Northern AV,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"1248 SF of restaurant space one one floor with 1 entrance and 1 exit, dining area with 33 seats, food preparation located in the rear of space, 2 restrooms located in the rear of the space, storage area located behind the kitchen. Including  a 317SF Annual (weather permitting) patio on private prope","1248 SF of restaurant space one one floor with 1 entrance and 1 exit, dining area with 33 seats, food preparation located in the rear of space, 2 restrooms located in the rear of the space, storage area located behind the kitchen. Including  a 317SF Annual (weather permitting) patio on private property in front of the restaurant with a total seating capacity of 10. Patio hours will be 12pm-3pm (M-Sun), 5pm-10:30pm (M-Thu, Sun) 5pm-1130pm (Fri-Sat).",False,,False,BH-0da2c67cdf980a8a,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,Transfer application deferred; Transfer application granted,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,3,3,3,2,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2022/01/Final%201-6-22%20Voting%20Agenda%20%281%29.pdf#page=10 | https://www.boston.gov/sites/default/files/file/2024/04/Voting%20Minutes%204-4-24.docx%20%282%29.pdf#page=6 | https://www.boston.gov/sites/default/files/file/2024/12/Voting%20Minutes%2012-12-24.docx.pdf#page=9
LB-99604,"GOURMET CHINA, INC.",,23-  Tyler ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,In one dining room on the first floor with kitchen and storage in the rear.,In one dining room on the first floor with kitchen and storage in the rear.,False,,False,BH-e26c96b3880c3aa1,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-99605,YUNG SU CHOE CORP.,MISONO,669-  VFW PW,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,False,,False,BH-fab992d16c7f868b,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 SUSHI BAR HAVE MAXIMUM OF14 SEATS,https://data.boston.gov/dataset/licensing-board-licenses
LB-99606,"GAMBROS, INC.",ERNESTOS PIZZERIA,69-  Salem ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.,False,,False,BH-4cbb61182c244481,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-99608,"CHAU CHOW III, LLC",CHAU CHOW,699-  William T Morrissey BL,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"In two dining rooms on the first floor; kitchen in the rear, storage in the rear and in the basement","In two dining rooms on the first floor; kitchen in the rear, storage in the rear and in the basement",False,,False,BH-171452984cfa63b9,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS B NO BAR C 11 00 P M CLOSING,https://data.boston.gov/dataset/licensing-board-licenses
LB-99609,Ale & JC Brothers Inc.,Yume Ga Arukara,70-  Pier 4 BL,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"Suite 260; On ground floor of mixed-use building (+/- 1,181 SF). Entrance/exit accessed by courtyard located on private property open to the public within the Seaport Square Development. Table seating for 8 patrons; bar seating for 8 patrons located at front of space. Prep area, kitchen, and restroom located in middle of space. Storage located in rear of space.",False,,False,BH-f162490dce181b23,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,Transfer application granted,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,1,1,1,1,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2023/11/Master%20Voting%20Minutes%2011-16-23.pdf#page=8
LB-99610,"Jaho Huntington, LLC",JAHO COFFEE ROASTERS & WINE BAR,116-  Huntington AV,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"On the first floor fifteen (15) story building. Indoor restaurant (+/- 2,739 square feet) including kitchen and storage. Seating for sixty-nine (69), which includes bar seating for fourteen (14), Lounge #1 seating area for nine (9), Lounge #2 seating area for six (6), Lounge #3 seating for twelve (12) , and dining seating for twenty-eight (28), with twenty-one (21) standees. Outdoor seasonal patio (+/-398 square feet) on private property in front of building, open March-November, with seating for twenty (20). Main entrance/exit via sidewalk; additional entrance/exit through lobby of building.",False,,False,BH-d4a395f926875ed9,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-99611,"LCY, INC.",JADE GARDEN RESTAURANT,18-20  Tyler ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE AND WORK AREA IN BASEMENT.  Capacity breakdown: 85 seating, 5 standing.","IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE AND WORK AREA IN BASEMENT.  Capacity breakdown: 85 seating, 5 standing.",False,,False,BH-38c2fd39bad013a2,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 00 M CLOSING ALCOHOL 3 FOOD ALL PATRONS OFF PREMISES,https://data.boston.gov/dataset/licensing-board-licenses
LB-99612,"LAS PALMAS MARKET, INC.",EL PALMAR RESTAURANT,290-  Bennington ST,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"In one room on the first floor; kitchen in the rear, storage in the basement.","In one room on the first floor; kitchen in the rear, storage in the basement.",False,,False,BH-abddb5096cd3330c,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 NO BAR 2 ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY,https://data.boston.gov/dataset/licensing-board-licenses
LB-99613,"PASTEUR RESTAURANT II, INC.",PHO PASTEUR,682-  Washington ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"IN ONE LARGER ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE ATTIC AND TO EXPAND THE FLOOR PLAN OF THE LICENSED PREMISES FROM 902 SQUARE FEET TO 1350 SQUARE FEET.","IN ONE LARGER ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE ATTIC AND TO EXPAND THE FLOOR PLAN OF THE LICENSED PREMISES FROM 902 SQUARE FEET TO 1350 SQUARE FEET.",False,,False,BH-39b470131a337455,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-99615,COLUMBUS MANAGING CORP.,DELPHINO'S RESTAURANT,754-  South ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR WITH STORAGE IN THE BASEMENT.","IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR WITH STORAGE IN THE BASEMENT.",False,,False,BH-1a5f497ed24efec7,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,Roster comment: 1 NO BAR 2 Malt Wine to be served only in conjunction with meals,https://data.boston.gov/dataset/licensing-board-licenses
LB-99616,"BONCHON ALLSTON, LLC",,101-123  Brighton AV,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"121-123 BRIGHTON AVENUE ALLSTON, MA 02134 - WITH 3 ENTRANCES/EXITS, 1 ON BRIGHTON AVENUE AND 2 IN THE REAR OF THE BUILDING, CONTAINING 1 DINING ROOM, 1 KITCHEN, 2 BATHROOMS, 3 WALK IN COOLERS, 2 STORAGE ROOMS, AND 1 OFFICE.","121-123 BRIGHTON AVENUE ALLSTON, MA 02134 - WITH 3 ENTRANCES/EXITS, 1 ON BRIGHTON AVENUE AND 2 IN THE REAR OF THE BUILDING, CONTAINING 1 DINING ROOM, 1 KITCHEN, 2 BATHROOMS, 3 WALK IN COOLERS, 2 STORAGE ROOMS, AND 1 OFFICE.",False,,False,BH-4b965cfae315b85c,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
LB-99617,"JTBC, Inc.",Jiang Nan,177-  Tremont ST,CV7 Malt Wine Liq.,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine Liq.,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,,"Premise consists of 3000SF: one room on first floor with kitchen in rear with 118 table seats and 8 bar seats; bathrooms, storage and employee areas in basement.",False,,True,BH-fb77809d5194b483,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,Transfer application granted,Pledge application granted,2,1,1,1,1,1,1,0,0,1,1,0,Ownership-interest application — granted,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses | https://www.boston.gov/sites/default/files/file/2023/03/Voting%20Minutes%203-30-23.docx.pdf#page=11 | https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf#page=8
LB-99620,"SZC, LLC",SHABU ZEN,14-20  Tyler ST,CV7 Malt Wine,alcohol_license,common_victualler_onprem_nonairport,common_victualler,CV7 Malt Wine,Common Victualler,"{""ambiguous_rest_abbreviation"": false, ""community_spaces_literal"": false, ""restricted_literal"": false, ""special_legislation_literal"": false, ""unrestricted_literal"": false}",none_in_class_label,source_label_mapped,,Active,2026-12-31,"1st floor with approx 1400 SF, 1 entrance at front, 1 exit at rear, dining area in front and kitchen at the rear.","1st floor with approx 1400 SF, 1 entrance at front, 1 exit at rear, dining area in front and kitchen at the rear.",False,,False,BH-9f1b0e8eff8b3e63,Unresolved,Unresolved,False,Not reviewed,False,Unresolved,Unresolved,,,,Pending,,Pending,,,Collateral review incomplete,0,0,0,0,0,No separate saved-history reconciliation recorded,No transfer action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,No pledge action matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,0,0,0,0,0,0,0,0,0,No ownership-interest application matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,No ownership-interest notice matched in collected archive windows: 2020-04-23 through 2023-12-14; 2024-01-01 through 2026-09-03,0,0,0,,https://data.boston.gov/dataset/licensing-board-licenses
