holder_id,business_name,name_variants,dbas,license_numbers,source_row_ids,scope_classes,has_core_alcohol_license,name_mode_review_reasons
BH-21c751082131d28a,"CARMEN CARTAGENA RIVERA, INDIVIDUAL","[""CARMEN CARTAGENA RIVERA, INDIVIDUAL""]","[""MONDONGUITO RESTAURANT""]","[""LB-99559""]","[""R02528""]","[""alcohol_license""]",True,"[""explicit_individual_label_requires_person_name_resolution""]"
BH-32d9072111dc417f,CASTANEDA GOMEZ CORPORATION,"[""CASTANEDA GOMEZ CORPORATION""]","[""LA FONDA COLOMBIANA""]","[""LB-99381""]","[""R02156""]","[""alcohol_license""]",True,[]
BH-770cd5da7e2aa7f7,"CASTILLO BEER, WINE AND LIQUORS, LLC","[""CASTILLO BEER, WINE AND LIQUORS, LLC""]",[],"[""LB-101914""]","[""R02579""]","[""alcohol_license""]",True,[]
BH-54f020e093e95fa9,CASTILLO EGLESTON LIQUORS LLC,"[""CASTILLO EGLESTON LIQUORS LLC""]",[],"[""LB-101932""]","[""R02115""]","[""alcohol_license""]",True,[]
BH-df05c23375a3bd2c,"CASTILLO LIQUORS, INC.","[""CASTILLO LIQUORS, INC.""]","[""CASTILLO LIQUORS""]","[""LB-101904""]","[""R02133""]","[""alcohol_license""]",True,[]
BH-11c3a371c3e86d52,"CAZAROSSI, LLC","[""CAZAROSSI, LLC""]","[""Frenchie""]","[""LB-138939""]","[""R01279""]","[""alcohol_license""]",True,[]
BH-d186013f85d0aeda,"CCC’s Boston 88 Exeter Holdco, LLC","[""CCC’s Boston 88 Exeter Holdco, LLC""]","[""COURTYARD BY MARRIOTT""]","[""LB-101675""]","[""R02933""]","[""alcohol_license""]",True,[]
BH-0993c29e048c4f37,CECIL W. FOGG THOMAS J. ROBERTS POST #78,"[""CECIL W. FOGG THOMAS J. ROBERTS POST #78""]","[""FOGG-ROBERTS POST""]","[""LB-98838""]","[""R01906""]","[""alcohol_license""]",True,[]
BH-7fc1747eb2e5d7de,"CENTER HOUSE OF PIZZA, INC.","[""CENTER HOUSE OF PIZZA, INC.""]","[""ESPERIA GRILL & ROTISSERIE""]","[""LB-99661""]","[""R02055""]","[""alcohol_license""]",True,[]
BH-6b299794807fdc5b,"CFH 1234 Soldiers Field Road, LLC","[""CFH 1234 Soldiers Field Road, LLC""]","[""Craft Food Halls""]","[""LB-99431""]","[""R02618""]","[""alcohol_license""]",True,[]
BH-2c9db009e5714282,"CHAN'S WINE & SPIRITS-DORCHESTER, INC.","[""CHAN'S WINE & SPIRITS-DORCHESTER, INC.""]","[""ALEXANDER'S WINE & SPIRITS""]","[""LB-101885""]","[""R02414""]","[""alcohol_license""]",True,[]
BH-2cc798cc93b2a16c,CHANG XIN GLOBAL CREATIONS CO.,"[""CHANG XIN GLOBAL CREATIONS CO.""]","[""Bootleg Special""]","[""LB-99221""]","[""R02014""]","[""alcohol_license""]",True,[]
BH-ebec87a170fdbfa5,"CHANS LIQUOR AND WINE, INC..","[""CHANS LIQUOR AND WINE, INC..""]","[""CHARLESTOWN LIQUORS""]","[""LB-101921""]","[""R02219""]","[""alcohol_license""]",True,[]
BH-f95794633e0a28bf,"CHANSKY MARKET, INC.","[""CHANSKY MARKET, INC.""]","[""CHANSKY'S SUPER MARKET""]","[""LB-102011""]","[""R02319""]","[""alcohol_license""]",True,[]
BH-e08dd040d07fb3e2,CHARLESMARK HOTEL LLC,"[""CHARLESMARK HOTEL LLC""]","[""Charlesmark Hotel and Cafe Landwer""]","[""LB-101662""]","[""R02905""]","[""alcohol_license""]",True,[]
BH-171452984cfa63b9,"CHAU CHOW III, LLC","[""CHAU CHOW III, LLC""]","[""CHAU CHOW""]","[""LB-99608""]","[""R02633""]","[""alcohol_license""]",True,[]
BH-7f53a69e9839eafe,"CHEESINE, INC.","[""CHEESINE, INC.""]","[""FROMAGE""]","[""LB-99635""]","[""R03064""]","[""alcohol_license""]",True,[]
BH-e3457b8a36072344,CHELSEA CITY SQUARE CORP.,"[""CHELSEA CITY SQUARE CORP.""]","[""Blackmoor Bar & Kitchen""]","[""LB-99406""]","[""R02179""]","[""alcohol_license""]",True,[]
BH-d356d7498864f73f,"CHICKADEE, LLC","[""CHICKADEE, LLC""]","[""CHICKADEE""]","[""LB-99111""]","[""R02261""]","[""alcohol_license""]",True,[]
BH-4dea71a6ddc01e9f,CHILTON CLUB,"[""CHILTON CLUB""]",[],"[""LB-98811""]","[""R02265""]","[""alcohol_license""]",True,[]
BH-dca801da2e057138,"CHIN FAMILY, LLC","[""CHIN FAMILY, LLC""]","[""CORNER PUB OF CHINATOWN""]","[""LB-99122""]","[""R02066""]","[""alcohol_license""]",True,[]
BH-2aa85b8e220ba799,"CHLN, INC.","[""CHLN, INC.""]","[""THE CHART HOUSE""]","[""LB-99129""]","[""R02701""]","[""alcohol_license""]",True,[]
BH-30670cd1da99b825,"CHOICE MART, INC.","[""CHOICE MART, INC.""]","[""CHOICE MART""]","[""LB-101860""]","[""R02969""]","[""alcohol_license""]",True,[]
BH-3a1bf0f8e458c7e9,CHSP TRS BOSTON II LLC,"[""CHSP TRS BOSTON II LLC""]","[""HYATT REGENCY BOSTON""]","[""LB-101643""]","[""R02680""]","[""alcohol_license""]",True,[]
BH-89b0af73ac8a33e4,"CHUCK'S CAFE, INC.","[""CHUCK'S CAFE, INC.""]","[""THE PARAMOUNT""]","[""LB-99790""]","[""R02562""]","[""alcohol_license""]",True,[]
BH-d5d9fba9c85e1cac,"CILL DARA, INC.","[""CILL DARA, INC.""]","[""Eugene O'Neill's""]","[""LB-99257""]","[""R02019""]","[""alcohol_license""]",True,[]
BH-9a0fa20f05e5a7ea,CITY FEED & SUPPLY INC.,"[""CITY FEED & SUPPLY INC.""]","[""CITY FEED AND SUPPLY""]","[""LB-102052""]","[""R02921""]","[""alcohol_license""]",True,[]
BH-8ec9de824393e169,"CITY ROADHOUSE, INC.","[""CITY ROADHOUSE, INC.""]","[""HARRY'S BAR AND GRILL""]","[""LB-99015""]","[""R01953""]","[""alcohol_license""]",True,[]
BH-f55d26eb40e77fde,"CITY TAP HOUSE FORT POINT, LLC","[""CITY TAP HOUSE FORT POINT, LLC""]","[""CITY TAP HOUSE""]","[""LB-99235""]","[""R02484""]","[""alcohol_license""]",True,[]
BH-37e0d92fee3542c9,CJ & BT Corporation,"[""CJ & BT Corporation""]","[""Saigon Chicken House""]","[""LB-99579""]","[""R02661""]","[""alcohol_license""]",True,[]
BH-92e17a9889dd4fd0,"CJ WASHINGTON STREET, LLC","[""CJ WASHINGTON STREET, LLC""]","[""DOUBLETREE HOTEL-BOSTON""]","[""LB-101652""]","[""R02277""]","[""alcohol_license""]",True,[]
BH-c89c4a26f9610561,"CLARENDON RESTAURANT, LLC","[""CLARENDON RESTAURANT, LLC""]","[""Grand Banks Fish House""]","[""LB-99365""]","[""R02683""]","[""alcohol_license""]",True,[]
BH-ea6c91b423648098,CLOTILDE SPAGNUOLO IANDOLI,"[""CLOTILDE SPAGNUOLO IANDOLI""]","[""SPAGNUOLO CAFE""]","[""LB-99084""]","[""R03073""]","[""alcohol_license""]",True,"[""organization_form_not_explicit_person_or_trade_name_review""]"
BH-3e80acc0f3c5c69f,"CLOVER VENTURES, LLC","[""CLOVER VENTURES, LLC""]","[""BOSTONIA PUBLIC HOUSE""]","[""LB-99443""]","[""R02910""]","[""alcohol_license""]",True,[]
BH-f9b9a44e28a8f321,CM DIAMOND IMPORTERS LLC,"[""CM DIAMOND IMPORTERS LLC""]",[],"[""LB-99311""]","[""R01943""]","[""alcohol_license""]",True,[]
BH-5c26004c3e27127a,"CMG 10 PO Square, LLC","[""CMG 10 PO Square, LLC""]","[""Mariel""]","[""LB-400468""]","[""R00932""]","[""alcohol_license""]",True,[]
BH-c6f163c6491ee71a,CMG 225 Northern Ave LLC,"[""CMG 225 Northern Ave LLC""]",[],"[""LB-99063""]","[""R02945""]","[""alcohol_license""]",True,[]
BH-0f0e2d58c99312c5,CMG CP1 LLC,"[""CMG CP1 LLC""]","[""Caveau""]","[""LB-99457""]","[""R02087""]","[""alcohol_license""]",True,[]
BH-af86622cebb1fff6,"CMR PRIME, LLC","[""CMR PRIME, LLC""]","[""OCEAN PRIME""]","[""LB-99051""]","[""R02013""]","[""alcohol_license""]",True,[]
BH-3085853b14334718,COBBAGE RESTAURANT CORP.,"[""COBBAGE RESTAURANT CORP.""]","[""DINO'S""]","[""LB-99527""]","[""R01942""]","[""alcohol_license""]",True,[]
BH-ef98352aee2fa540,"CODE 20, LLC","[""CODE 20, LLC""]","[""TOP SHELF""]","[""LB-101950""]","[""R03024""]","[""alcohol_license""]",True,[]
BH-a6fc08509deea684,"CODMAN SQUARE LIQUORS, LLC","[""CODMAN SQUARE LIQUORS, LLC""]","[""CROWN LIQUORS II""]","[""LB-101939""]","[""R01972""]","[""alcohol_license""]",True,[]
BH-0f3d1f8546b71b4a,"COLONIAL TAVERN, INCORPORATED","[""COLONIAL TAVERN, INCORPORATED""]","[""JACQUES RESTAURANT""]","[""LB-98962""]","[""R02628""]","[""alcohol_license""]",True,[]
BH-fbf7a51c43b28e94,"COLUMBUS AVENUE LIQUOR GROUP, INC.","[""COLUMBUS AVENUE LIQUOR GROUP, INC.""]","[""WINE EMPORIUM""]","[""LB-101943""]","[""R02885""]","[""alcohol_license""]",True,[]
BH-6202a7b91dc78245,"COLUMBUS FISH AND OYSTER, LLC","[""COLUMBUS FISH AND OYSTER, LLC""]","[""OSTRA""]","[""LB-99396""]","[""R02509""]","[""alcohol_license""]",True,[]
BH-1a5f497ed24efec7,COLUMBUS MANAGING CORP.,"[""COLUMBUS MANAGING CORP.""]","[""DELPHINO'S RESTAURANT""]","[""LB-99615""]","[""R02306""]","[""alcohol_license""]",True,[]
BH-2629ac857d7fa860,COMMON VINES LLC,"[""COMMON VINES LLC""]","[""Georgie’s Wine Shop""]","[""LB-202968""]","[""R01140""]","[""alcohol_license""]",True,[]
BH-843e7d474d6078d5,"CONCA, INC.","[""CONCA, INC.""]","[""RISTORANTE LUCIA""]","[""LB-99089""]","[""R02271""]","[""alcohol_license""]",True,[]
BH-fa17de0d551ca514,"CONCORDE ENTERTAINMENT, INC.","[""CONCORDE ENTERTAINMENT, INC.""]","[""BILL'S BAR/THE LANSDOWNE PUB""]","[""LB-99448""]","[""R02199""]","[""alcohol_license""]",True,[]
BH-abd49ddb963642be,"CONEY ISLAND BAR, INC.","[""CONEY ISLAND BAR, INC.""]","[""CORRIB PUB""]","[""LB-99135""]","[""R02881""]","[""alcohol_license""]",True,[]
BH-61bd6f54f27ce57b,"CONGRESS FINE DINING, LLC","[""CONGRESS FINE DINING, LLC""]","[""LUCKY'S""]","[""LB-99424""]","[""R02392""]","[""alcohol_license""]",True,[]
BH-c62c6695c982c26f,"CONTILLI'S, INC.","[""CONTILLI'S, INC.""]","[""Eddie C's""]","[""LB-99148""]","[""R02624""]","[""alcohol_license""]",True,[]
BH-ce3fbfcb4103411b,CORK & TIPP TAVERN INC.,"[""CORK & TIPP TAVERN INC.""]","[""TAVERN AT THE END OF THE WORLD""]","[""LB-98967""]","[""R02762""]","[""alcohol_license""]",True,[]
BH-109aeeb065932d64,"CORNER CAFE, INC..","[""CORNER CAFE, INC..""]","[""CORNER CAFE""]","[""LB-99195""]","[""R02475""]","[""alcohol_license""]",True,[]
BH-c20e04bbf1b219b2,"CORREIA, INC.","[""CORREIA, INC.""]","[""TOP MIX BAR AND KITCHEN""]","[""LB-99172""]","[""R02111""]","[""alcohol_license""]",True,[]
BH-ad3e4693f2134c17,"COSTELLO'S TAVERN, INC.","[""COSTELLO'S TAVERN, INC.""]","[""COSTELLO'S TAVERN""]","[""LB-98984""]","[""R02613""]","[""alcohol_license""]",True,[]
BH-bbe3824706c91d43,CRG License Holdings LLC,"[""CRG License Holdings LLC""]","[""PADDY O'S""]","[""LB-99052""]","[""R02071""]","[""alcohol_license""]",True,[]
BH-710577c6b33662de,"CRG WATER, LLC","[""CRG WATER, LLC""]",[],"[""LB-99399""]","[""R02035""]","[""alcohol_license""]",True,[]
BH-71c5f1c0ee99a8ee,"CROKE PARK, INC.","[""CROKE PARK, INC.""]","[""CROKE PARK""]","[""LB-99299""]","[""R02023""]","[""alcohol_license""]",True,[]
BH-8566ef814c117693,"CROWN LIQUORS, LLC","[""CROWN LIQUORS, LLC""]","[""CROWN LIQUORS""]","[""LB-101956""]","[""R03092""]","[""alcohol_license""]",True,[]
BH-e6ea4d32230220d2,"CT Eatery, LLC.","[""CT Eatery, LLC"", ""CT Eatery, LLC.""]","[""Lucky Tiger"", ""Tradesman Charlestown"", ""Urban Wild""]","[""LB-445633"", ""LB-98909"", ""LB-99284""]","[""R00787"", ""R02064"", ""R02264""]","[""alcohol_license""]",True,[]
BH-9a07d36594e5dfa8,"CUISINE DE ASIA, INC.","[""CUISINE DE ASIA, INC.""]","[""BILLY TSE RESTAURANT""]","[""LB-99397""]","[""R03036""]","[""alcohol_license""]",True,[]
BH-6a9c9509c31656b5,"CWBR, LLC","[""CWBR, LLC""]","[""CITY WINERY""]","[""LB-99147""]","[""R02293""]","[""alcohol_license""]",True,[]
BH-ec322f14251fc28a,"CabanaLV, Inc.","[""CabanaLV, Inc.""]","[""Cabana Grill""]","[""LB-583877""]","[""R00272""]","[""alcohol_license""]",True,[]
BH-451cb02c80bfae82,Cactus Cafe Back Bay Inc.,"[""Cactus Cafe Back Bay Inc.""]","[""Cactus Club Cafe""]","[""LB-99245""]","[""R02117""]","[""alcohol_license""]",True,[]
BH-ab56a9c2722c286a,"Cafe Bonjour, Inc.","[""Cafe Bonjour, Inc.""]","[""Cafe Bonjour""]","[""LB-439874""]","[""R00865""]","[""alcohol_license""]",True,[]
BH-0dbe08972e3d527a,Cami 1975 corporation,"[""Cami 1975 corporation""]","[""MELODIAS""]","[""LB-99655""]","[""R02359""]","[""alcohol_license""]",True,[]
BH-595b58c32d332def,"Canelo's Taco and Tequila, Inc.","[""Canelo's Taco and Tequila, Inc.""]","[""Agavero, Guac & Margs""]","[""LB-98981""]","[""R02086""]","[""alcohol_license""]",True,[]
BH-a3b799af1884d950,Casarecce LLC,"[""Casarecce LLC""]","[""CASARECCE RESTAURANT""]","[""LB-99569""]","[""R02247""]","[""alcohol_license""]",True,[]
BH-1d1b22b38020f422,"Castillo Morton Street, LLC","[""Castillo Morton Street, LLC""]","[""Castillo Liquors""]","[""LB-101905""]","[""R03094""]","[""alcohol_license""]",True,[]
BH-d42aa121f7d12df5,"Castle Island C2H, LLC","[""Castle Island C2H, LLC""]","[""Castle Island Brewing Co.""]","[""LB-523577""]","[""R00690""]","[""alcohol_license""]",True,[]
BH-02245659a2925a7d,Cathleen Stone Island Education Center Inc.,"[""Cathleen Stone Island Education Center Inc.""]",[],"[""LB-148028""]","[""R01224""]","[""alcohol_license""]",True,[]
BH-d3353401e41a3f3c,Centre Foodservice LLC,"[""Centre Foodservice LLC""]","[""Maria's Kitchen""]","[""LB-615311""]","[""R00047""]","[""alcohol_license""]",True,[]
BH-dbcf34c11507371a,"Chamas Mart & Convenience Store, Inc.","[""Chamas Mart & Convenience Store, Inc.""]",[],"[""LB-590956""]","[""R00349""]","[""alcohol_license""]",True,[]
BH-8b2ed5b5ec3ee151,"Chauncy Liquor, Inc.","[""Chauncy Liquor, Inc.""]","[""Chauncy Liquor Mart""]","[""LB-101933""]","[""R02901""]","[""alcohol_license""]",True,[]
BH-1ebe0fd0176c433e,Chilin Union Street LLC,"[""Chilin Union Street LLC""]","[""Tiki Cove""]","[""LB-98993""]","[""R02830""]","[""alcohol_license""]",True,[]
BH-7a07a6b47f2d0a8f,Chokdee Rumruai Munkong Inc.,"[""Chokdee Rumruai Munkong Inc.""]","[""Thai Oishi""]","[""LB-519528""]","[""R00687""]","[""alcohol_license""]",True,[]
BH-5a34c9a1415b402b,"Cholo Brothers, LLC","[""Cholo Brothers, LLC""]","[""Peruvian Taste Restaurant""]","[""LB-584097""]","[""R00360""]","[""alcohol_license""]",True,[]
BH-55bc80204a90537e,Cilantro Latin Kitchen Corp.,"[""Cilantro Latin Kitchen Corp.""]","[""Merengue Express""]","[""LB-598021""]","[""R00127""]","[""alcohol_license""]",True,[]
BH-67d5103857e29279,"Cisco Brewers, Distillers & Vintners Fenway, Inc.","[""Cisco Brewers, Distillers & Vintners Fenway, Inc.""]","[""Cisco Fenway""]","[""LB-590354"", ""LB-590360""]","[""R00155"", ""R00389""]","[""alcohol_license""]",True,[]
BH-bb67c877c31b7644,"Cisco Brewers, Distillers, Vintners, Seaport, Inc.","[""Cisco Brewers, Distillers, Vintners, Seaport, Inc.""]","[""Cisco Seaport""]","[""LB-471213""]","[""R00762""]","[""alcohol_license""]",True,[]
BH-7de45df96e5fc9f5,"Clarendon Square Hospitality, LLC","[""Clarendon Square Hospitality, LLC""]",[],"[""LB-99782""]","[""R02550""]","[""alcohol_license""]",True,[]
BH-abe85271d7265f8a,"Colwen Management, Inc.","[""Colwen Management, Inc.""]","[""AC HOTEL BY MARRIOTT CLEVELAND CIRCLE"", ""AC Hotel by Marriott South End"", ""Residence Inn by Marriott South End Boston""]","[""LB-202268"", ""LB-202281"", ""LB-99404""]","[""R01131"", ""R01134"", ""R02614""]","[""alcohol_license""]",True,[]
BH-5b4f8052223b9db4,"Commonwealth Cellars, Inc.","[""Commonwealth Cellars, Inc.""]","[""Commonwealth Cellars""]","[""LB-101992""]","[""R02106""]","[""alcohol_license""]",True,[]
BH-f14f574015ceea5c,"Commonwealth Hospitality, LLC","[""Commonwealth Hospitality, LLC""]","[""Taqueria""]","[""LB-202300""]","[""R01130""]","[""alcohol_license""]",True,[]
BH-7d25bf4133a15b76,Commonwealth Zoological Corporation,"[""Commonwealth Zoological Corporation""]","[""Zoo New England""]","[""LB-578146""]","[""R00351""]","[""alcohol_license""]",True,[]
BH-bad608025dc8964d,Con Rua LLC,"[""Con Rua LLC""]","[""Mo's Tavern & Kitchen""]","[""LB-592801""]","[""R00226""]","[""alcohol_license""]",True,[]
BH-dd5b3dc00e53ad4a,"Con Sabor A Colombia, Inc.","[""Con Sabor A Colombia, Inc.""]",[],"[""LB-577182""]","[""R00413""]","[""alcohol_license""]",True,[]
BH-47ef1a31a1aaa1e7,"Cool Hand Luke, Inc.","[""Cool Hand Luke, Inc.""]","[""The Bowery""]","[""LB-99043""]","[""R02269""]","[""alcohol_license""]",True,[]
BH-27617e77f6b10dd2,"Cool Shade Jamaican Restaurant, LLC","[""Cool Shade Jamaican Restaurant, LLC""]","[""Cool Shade Jamaican Restaurant""]","[""LB-592810""]","[""R00254""]","[""alcohol_license""]",True,[]
BH-19b4c1d5d7b8b796,"Corporacion Bani, Ltd.","[""Corporacion Bani, Ltd.""]","[""Pimental Market""]","[""LB-387106""]","[""R00945""]","[""alcohol_license""]",True,[]
BH-69628655299a1fbb,Courtyard Management LLC.,"[""Courtyard Management LLC.""]","[""Courtyard Boston Downtown""]","[""LB-101640""]","[""R02409""]","[""alcohol_license""]",True,[]
BH-d4c44dcd4d53217b,Craft Food Hall Project Holdings LLC,"[""Craft Food Hall Project Holdings LLC""]","[""Craft Food Halls - One Post Office Square""]","[""LB-99164""]","[""R02598""]","[""alcohol_license""]",True,[]
BH-e34908d5db315e67,"Crazy Good Kitchen, LLC","[""Crazy Good Kitchen, LLC""]",[],"[""LB-99587""]","[""R03087""]","[""alcohol_license""]",True,[]
BH-5d6c0ed9ea27cdd0,Crazy Tiger LLC,"[""Crazy Tiger LLC""]","[""Kahaani On Broadway""]","[""LB-99305""]","[""R02082""]","[""alcohol_license""]",True,[]
BH-8ed8f2dda7a97fad,Cruise Hospitality LLC,"[""Cruise Hospitality LLC""]","[""AVRA""]","[""LB-99161""]","[""R02080""]","[""alcohol_license""]",True,[]
BH-4fd95913f7632df3,"Crystal Spoons, LLC","[""Crystal Spoons, LLC""]",[],"[""LB-580947""]","[""R00383""]","[""alcohol_license""]",True,[]
BH-63150a9030c66328,"D & D HOSPITALITY, LLC","[""D & D HOSPITALITY, LLC""]","[""PUBLICO""]","[""LB-99295""]","[""R02351""]","[""alcohol_license""]",True,[]
BH-8fcab203e4d66483,D & G BROTHERS LLC,"[""D & G BROTHERS LLC""]","[""ICHIBAN YAKITORI SUSHI HOUSE""]","[""LB-99542""]","[""R02978""]","[""alcohol_license""]",True,[]
BH-bfdb26edc3c0de58,"D STREET MUSIC, LLC","[""D STREET MUSIC, LLC""]","[""D's Keys Dueling Pianos""]","[""LB-99070""]","[""R02211""]","[""alcohol_license""]",True,[]
BH-f2509fd7206a7cb9,"DA CROSSING, LLC","[""DA CROSSING, LLC""]","[""JM Curley/Bogie’s Place/The Wig Shop Lounge""]","[""LB-99081""]","[""R02132""]","[""alcohol_license""]",True,[]
BH-76db94dc114bc1d7,"DAO AO, INC","[""DAO AO, INC""]","[""SHAKING SEAFOOD""]","[""LB-99599""]","[""R02075""]","[""alcohol_license""]",True,[]
BH-eb2a03008f24047b,"DARTCOM, LLC","[""DARTCOM, LLC""]","[""Buttermilk & Bourbon""]","[""LB-99016""]","[""R03042"", ""R03043""]","[""alcohol_license""]",True,[]
BH-d6c1163003178616,"DASANG ENTERPRISES, INC.","[""DASANG ENTERPRISES, INC.""]","[""FORT POINT MARKET""]","[""LB-101997""]","[""R02134""]","[""alcohol_license""]",True,[]
BH-ff118a0875283032,"DAWA MD, INC.","[""DAWA MD, INC.""]","[""MYUNGDONG 1ST AVENUE""]","[""LB-99817""]","[""R02781""]","[""alcohol_license""]",True,[]
BH-7d0803d9225ecf3f,DBMK CORP.,"[""DBMK CORP.""]","[""JONGRO BBQ""]","[""LB-99531""]","[""R02756""]","[""alcohol_license""]",True,[]
BH-2cf7144ebc793772,"DEARBORN LIQUOR STORE, INC.","[""DEARBORN LIQUOR STORE, INC.""]","[""DEARBORN WINE""]","[""LB-101963""]","[""R02315""]","[""alcohol_license""]",True,[]
BH-b8ceec7be8f2a077,DECIBEL ENTERPRISES LLC,"[""DECIBEL ENTERPRISES LLC""]","[""dbar""]","[""LB-99357""]","[""R02668""]","[""alcohol_license""]",True,[]
BH-642a3410790bea83,"DEEP ELLUM, INC.","[""DEEP ELLUM, INC.""]","[""Lone Star Taco Bar""]","[""LB-99320""]","[""R02357""]","[""alcohol_license""]",True,[]
BH-76f162dc2ffea3ca,"DEL FRISCO'S OF BOSTON, LLC","[""DEL FRISCO'S OF BOSTON, LLC""]","[""DEL FRISCO'S""]","[""LB-99080""]","[""R02888""]","[""alcohol_license""]",True,[]
BH-672e09b4e811371f,"DELTA AIR LINES, INC.","[""DELTA AIR LINES, INC.""]","[""Delta Sky Club"", ""Delta Sky Club Express""]","[""LB-115958"", ""LB-420671"", ""LB-482851""]","[""R00742"", ""R00804"", ""R01732""]","[""alcohol_license""]",True,[]
BH-7b79777e3a3d5e3d,DERMOT'S LLC,"[""DERMOT'S LLC""]","[""THE PENGUIN""]","[""LB-160915""]","[""R01187""]","[""alcohol_license""]",True,[]
BH-831a8e9754f34a53,"DEUTERIO'S, INC.","[""DEUTERIO'S, INC.""]","[""GALLERIA UMBERTO""]","[""LB-99526""]","[""R02521""]","[""alcohol_license""]",True,[]
BH-0de7451db3c98a9d,DEV CORP.,"[""DEV CORP.""]","[""DEVLIN'S""]","[""LB-99024""]","[""R02600""]","[""alcohol_license""]",True,[]
BH-a9ddee8a7a24fb50,"DEVONSHIRE WINE, LLC","[""DEVONSHIRE WINE, LLC""]","[""BOSTON WINE EXCHANGE""]","[""LB-101991""]","[""R03062""]","[""alcohol_license""]",True,[]
BH-9375d7988d5e5ab8,"DFD RESTAURANT GROUP, LLC","[""DFD RESTAURANT GROUP, LLC""]","[""RISTORANTE TOSCANO""]","[""LB-99385""]","[""R02924""]","[""alcohol_license""]",True,[]
BH-a6d5489a765497b6,DIAMONDROCK BOSTON BROAD ST TENANT LLC,"[""DIAMONDROCK BOSTON BROAD ST TENANT LLC""]","[""The Dagny""]","[""LB-101650""]","[""R02812""]","[""alcohol_license""]",True,[]
BH-fa388a9cfbec32f3,"DIAMONDROCK BOSTON TENANT, LLC","[""DIAMONDROCK BOSTON TENANT, LLC""]","[""WESTIN BOSTON WATERFRONT""]","[""LB-101660""]","[""R02270""]","[""alcohol_license""]",True,[]
BH-576c530417cc55ae,"DIRT + WATER, LLC","[""DIRT + WATER, LLC""]","[""haley.henry""]","[""LB-99529""]","[""R02522""]","[""alcohol_license""]",True,[]
BH-b87b53c0abf452f5,"DLW DINE BOSTON, LLC","[""DLW DINE BOSTON, LLC""]","[""Dine Boston Bar & Grille""]","[""LB-476657""]","[""R00748""]","[""alcohol_license""]",True,[]
BH-759ee589c7051872,DLY HOT POT ALLSTON LLC,"[""DLY HOT POT ALLSTON LLC""]","[""DALONGYI HOT POT""]","[""LB-99556""]","[""R01937""]","[""alcohol_license""]",True,[]
BH-69e70afed0af8a2d,DOLCE FUMO RESTAURANT CORP.,"[""DOLCE FUMO RESTAURANT CORP.""]","[""RABIA'S DOLCE FUMO""]","[""LB-99726""]","[""R02543""]","[""alcohol_license""]",True,[]
BH-f3121f4a9d04cae8,DON'T LOOK BACK LESSEE,"[""DON'T LOOK BACK LESSEE""]","[""LIBERTY HOTEL""]","[""LB-101667""]","[""R02860""]","[""alcohol_license""]",True,"[""organization_form_not_explicit_person_or_trade_name_review""]"
BH-53a0725ac0a75ccf,"DONAN, INC.","[""DONAN, INC.""]","[""ARTU""]","[""LB-99403""]","[""R02512""]","[""alcohol_license""]",True,[]
BH-c04aac0d7a211057,DORCHESTER BEER HOLDINGS LLC,"[""DORCHESTER BEER HOLDINGS LLC""]","[""Dorchester Brewing Company""]","[""LB-622335""]","[""R00094""]","[""alcohol_license""]",True,[]
BH-0616fcb6089b2b45,"DORCHESTER LIQUOR GROUP, INC.","[""DORCHESTER LIQUOR GROUP, INC.""]","[""BLUE HILL SUPERETTE""]","[""LB-101855""]","[""R01997""]","[""alcohol_license""]",True,[]
BH-d15e66e55257dd37,"DORCHESTER SUPREME LIQUOR STORE, INC.","[""DORCHESTER SUPREME LIQUOR STORE, INC.""]","[""SUPREME LIQUORS""]","[""LB-101886""]","[""R01946""]","[""alcohol_license""]",True,[]
BH-d3d3ae38f5ab38a5,DORSET RESTAURANT GROUP LLC,"[""DORSET RESTAURANT GROUP LLC""]","[""LANDMARK PUBLIC HOUSE""]","[""LB-157964""]","[""R01209""]","[""alcohol_license""]",True,[]
BH-6e53a33cbb963f61,"DOT Associates, LLC","[""DOT Associates, LLC""]","[""The Chester Tavern""]","[""LB-99134""]","[""R02470""]","[""alcohol_license""]",True,[]
BH-b2260c6648f301d1,"DOT LIQUOR, LLC","[""DOT LIQUOR, LLC""]","[""DOT LIQUOR""]","[""LB-99048""]","[""R02074""]","[""alcohol_license""]",True,[]
BH-1025735cccbd9180,"DQC, Inc.","[""DQC, Inc.""]","[""Chilacates Cantina""]","[""LB-598023""]","[""R00222""]","[""alcohol_license""]",True,[]
BH-ea15174f27cdefd8,"DRAM, LLC","[""DRAM, LLC""]","[""THE CITIZEN""]","[""LB-99256""]","[""R02581""]","[""alcohol_license""]",True,[]
BH-64e64153cd61869d,"DRYDOCK CAFE, LLC","[""DRYDOCK CAFE, LLC""]",[],"[""LB-99859""]","[""R02711""]","[""alcohol_license""]",True,[]
BH-1f7886c58f55751b,"DTDA Enterprises, Inc.","[""DTDA Enterprises, Inc.""]","[""Don Tequeno y Dona Arepa""]","[""LB-578134""]","[""R00372"", ""R00373""]","[""alcohol_license""]",True,[]
BH-3a952b196ac60869,"DU FOURS, INC.","[""DU FOURS, INC.""]","[""CASA ROMERO""]","[""LB-99078""]","[""R02704""]","[""alcohol_license""]",True,[]
