holder_id,business_name,holder_key,license_numbers,dbas,scope_classes,query,current_state,lapsed_state
BH-ec322f14251fc28a,"CabanaLV, Inc.",CABANALVINC,"[""LB-583877""]","[""Cabana Grill""]","[""alcohol_license""]",CabanaLV,pending,pending
BH-4ae2f2e2365ed58f,"CACERES, INC.",CACERESINC,"[""LB-101877""]","[""CAMILO LIQUORS II""]","[""alcohol_license""]",CACERES,pending,pending
BH-451cb02c80bfae82,Cactus Cafe Back Bay Inc.,CACTUSCAFEBACKBAYINC,"[""LB-99245""]","[""Cactus Club Cafe""]","[""alcohol_license""]",Cactus Cafe Back Bay,pending,pending
BH-ab56a9c2722c286a,"Cafe Bonjour, Inc.",CAFEBONJOURINC,"[""LB-439874""]","[""Cafe Bonjour""]","[""alcohol_license""]",Cafe Bonjour,pending,pending
BH-b23ae5f3a9aaefb9,"CAFFE PARADISO, INC.",CAFFEPARADISOINC,"[""LB-99085""]","[""CAFFE PARADISO""]","[""alcohol_license""]",CAFFE PARADISO,pending,pending
BH-21372225fe840295,"CAFFE VITTORIA, INC.",CAFFEVITTORIAINC,"[""LB-99086""]","[""CAFFE VITTORIA""]","[""alcohol_license""]",CAFFE VITTORIA,pending,pending
BH-172b8c5c5f26ae28,"CALAMARI FISHERIES, INC.",CALAMARIFISHERIESINC,"[""LB-99545""]","[""THE DAILY CATCH""]","[""alcohol_license""]",CALAMARI FISHERIES,pending,pending
BH-584b0c9189bc437e,"CALIFORNIA PIZZA KITCHEN,INC.",CALIFORNIAPIZZAKITCHENINC,"[""LB-99378""]","[""CALIFORNIA PIZZA KITCHEN""]","[""alcohol_license""]","CALIFORNIA PIZZA KITCHEN,INC.",pending,pending
BH-0dbe08972e3d527a,Cami 1975 corporation,CAMI1975CORPORATION,"[""LB-99655""]","[""MELODIAS""]","[""alcohol_license""]",Cami 1975,pending,pending
BH-912e5cf1ef466445,"CAMILLO LIQUORS, INC.",CAMILLOLIQUORSINC,"[""LB-101954""]","[""CAMILO MARKET""]","[""alcohol_license""]",CAMILLO LIQUORS,pending,pending
BH-45dcdd0ef54c9f50,"CAMILO, INC.",CAMILOINC,"[""LB-101883""]","[""CAMILO LIQUORS III""]","[""alcohol_license""]",CAMILO,pending,pending
BH-595b58c32d332def,"Canelo's Taco and Tequila, Inc.",CANELOSTACOANDTEQUILAINC,"[""LB-98981""]","[""Agavero, Guac & Margs""]","[""alcohol_license""]",Canelo's Taco and Tequila,pending,pending
BH-2e9c67c9644fdc47,"CANTINA, LLC",CANTINALLC,"[""LB-173813""]","[""CANTINA""]","[""alcohol_license""]",CANTINA,pending,pending
BH-bbc571598b6b4888,CAN'T STOP WON'T STOP LLC,CANTSTOPWONTSTOPLLC,"[""LB-98924""]","[""Teddy’s On the Hill""]","[""alcohol_license""]",CAN'T STOP WON'T STOP,pending,pending
BH-6fe3232cdea39749,"CAPE VERDEAN LIQUORS, INC.",CAPEVERDEANLIQUORSINC,"[""LB-101957""]",[],"[""alcohol_license""]",CAPE VERDEAN LIQUORS,pending,pending
BH-d32aabefa04b6f0b,"CAPITAL BURGER HOLDINGS, LLC",CAPITALBURGERHOLDINGSLLC,"[""LB-99163""]","[""THE CAPITAL BURGER""]","[""alcohol_license""]",CAPITAL BURGER HOLDINGS,pending,pending
BH-0dbc6f616e5a8bc6,"CAPITAL GRILLE HOLDINGS, INC.",CAPITALGRILLEHOLDINGSINC,"[""LB-99142""]","[""THE CAPITAL GRILLE""]","[""alcohol_license""]",CAPITAL GRILLE HOLDINGS,pending,pending
BH-d0841d088bf262dd,"CARDONA'S, INC.",CARDONASINC,"[""LB-99099""]","[""BARNEY'S GRILL""]","[""alcohol_license""]",CARDONA'S,pending,pending
BH-23c00bf0946b3af7,"CARLO'S CUCINA 02134, INC.",CARLOSCUCINA02134INC,"[""LB-99717""]","[""CARLO'S CUCINA ITALIANA""]","[""alcohol_license""]",CARLO'S CUCINA 02134,pending,pending
BH-9b4ff7dca5cc3a19,"CARMAC, INC.",CARMACINC,"[""LB-99427""]","[""6B/Emmetts""]","[""alcohol_license""]",CARMAC,pending,pending
BH-21c751082131d28a,"CARMEN CARTAGENA RIVERA, INDIVIDUAL",CARMENCARTAGENARIVERAINDIVIDUAL,"[""LB-99559""]","[""MONDONGUITO RESTAURANT""]","[""alcohol_license""]","CARMEN CARTAGENA RIVERA, INDIVIDUAL",pending,pending
BH-a3b799af1884d950,Casarecce LLC,CASARECCELLC,"[""LB-99569""]","[""CASARECCE RESTAURANT""]","[""alcohol_license""]",Casarecce,pending,pending
BH-32d9072111dc417f,CASTANEDA GOMEZ CORPORATION,CASTANEDAGOMEZCORPORATION,"[""LB-99381""]","[""LA FONDA COLOMBIANA""]","[""alcohol_license""]",CASTANEDA GOMEZ,pending,pending
BH-770cd5da7e2aa7f7,"CASTILLO BEER, WINE AND LIQUORS, LLC",CASTILLOBEERWINEANDLIQUORSLLC,"[""LB-101914""]",[],"[""alcohol_license""]","CASTILLO BEER, WINE AND LIQUORS",pending,pending
BH-54f020e093e95fa9,CASTILLO EGLESTON LIQUORS LLC,CASTILLOEGLESTONLIQUORSLLC,"[""LB-101932""]",[],"[""alcohol_license""]",CASTILLO EGLESTON LIQUORS,pending,pending
BH-df05c23375a3bd2c,"CASTILLO LIQUORS, INC.",CASTILLOLIQUORSINC,"[""LB-101904""]","[""CASTILLO LIQUORS""]","[""alcohol_license""]",CASTILLO LIQUORS,pending,pending
BH-1d1b22b38020f422,"Castillo Morton Street, LLC",CASTILLOMORTONSTREETLLC,"[""LB-101905""]","[""Castillo Liquors""]","[""alcohol_license""]",Castillo Morton Street,complete,pending
BH-d42aa121f7d12df5,"Castle Island C2H, LLC",CASTLEISLANDC2HLLC,"[""LB-523577""]","[""Castle Island Brewing Co.""]","[""alcohol_license""]",Castle Island C2H,pending,pending
BH-02245659a2925a7d,Cathleen Stone Island Education Center Inc.,CATHLEENSTONEISLANDEDUCATIONCENTERINC,"[""LB-148028""]",[],"[""alcohol_license""]",Cathleen Stone Island Education Center,pending,pending
BH-11c3a371c3e86d52,"CAZAROSSI, LLC",CAZAROSSILLC,"[""LB-138939""]","[""Frenchie""]","[""alcohol_license""]",CAZAROSSI,pending,pending
BH-d186013f85d0aeda,"CCC’s Boston 88 Exeter Holdco, LLC",CCCSBOSTON88EXETERHOLDCOLLC,"[""LB-101675""]","[""COURTYARD BY MARRIOTT""]","[""alcohol_license""]",CCC’s Boston 88 Exeter Holdco,pending,pending
BH-0993c29e048c4f37,CECIL W. FOGG THOMAS J. ROBERTS POST #78,CECILWFOGGTHOMASJROBERTSPOST78,"[""LB-98838""]","[""FOGG-ROBERTS POST""]","[""alcohol_license""]",CECIL W. FOGG THOMAS J. ROBERTS POST #78,pending,pending
BH-7fc1747eb2e5d7de,"CENTER HOUSE OF PIZZA, INC.",CENTERHOUSEOFPIZZAINC,"[""LB-99661""]","[""ESPERIA GRILL & ROTISSERIE""]","[""alcohol_license""]",CENTER HOUSE OF PIZZA,pending,pending
BH-d3353401e41a3f3c,Centre Foodservice LLC,CENTREFOODSERVICELLC,"[""LB-615311""]","[""Maria's Kitchen""]","[""alcohol_license""]",Centre Foodservice,pending,pending
BH-6b299794807fdc5b,"CFH 1234 Soldiers Field Road, LLC",CFH1234SOLDIERSFIELDROADLLC,"[""LB-99431""]","[""Craft Food Halls""]","[""alcohol_license""]",CFH 1234 Soldiers Field Road,pending,pending
BH-989744baa6bcc4d5,"C&G CORP., INC",CGCORPINC,"[""LB-154430""]","[""L STREET MARKET""]","[""alcohol_license""]",C&G CORP.,pending,pending
BH-dbcf34c11507371a,"Chamas Mart & Convenience Store, Inc.",CHAMASMARTCONVENIENCESTOREINC,"[""LB-590956""]",[],"[""alcohol_license""]",Chamas Mart & Convenience Store,pending,pending
BH-2cc798cc93b2a16c,CHANG XIN GLOBAL CREATIONS CO.,CHANGXINGLOBALCREATIONSCO,"[""LB-99221""]","[""Bootleg Special""]","[""alcohol_license""]",CHANG XIN GLOBAL CREATIONS CO.,pending,pending
BH-f95794633e0a28bf,"CHANSKY MARKET, INC.",CHANSKYMARKETINC,"[""LB-102011""]","[""CHANSKY'S SUPER MARKET""]","[""alcohol_license""]",CHANSKY MARKET,pending,pending
BH-ebec87a170fdbfa5,"CHANS LIQUOR AND WINE, INC..",CHANSLIQUORANDWINEINC,"[""LB-101921""]","[""CHARLESTOWN LIQUORS""]","[""alcohol_license""]","CHANS LIQUOR AND WINE, INC..",pending,pending
BH-2c9db009e5714282,"CHAN'S WINE & SPIRITS-DORCHESTER, INC.",CHANSWINESPIRITSDORCHESTERINC,"[""LB-101885""]","[""ALEXANDER'S WINE & SPIRITS""]","[""alcohol_license""]",CHAN'S WINE & SPIRITS-DORCHESTER,pending,pending
BH-e08dd040d07fb3e2,CHARLESMARK HOTEL LLC,CHARLESMARKHOTELLLC,"[""LB-101662""]","[""Charlesmark Hotel and Cafe Landwer""]","[""alcohol_license""]",CHARLESMARK HOTEL,pending,pending
BH-171452984cfa63b9,"CHAU CHOW III, LLC",CHAUCHOWIIILLC,"[""LB-99608""]","[""CHAU CHOW""]","[""alcohol_license""]",CHAU CHOW III,pending,pending
BH-8b2ed5b5ec3ee151,"Chauncy Liquor, Inc.",CHAUNCYLIQUORINC,"[""LB-101933""]","[""Chauncy Liquor Mart""]","[""alcohol_license""]",Chauncy Liquor,pending,pending
BH-7f53a69e9839eafe,"CHEESINE, INC.",CHEESINEINC,"[""LB-99635""]","[""FROMAGE""]","[""alcohol_license""]",CHEESINE,pending,pending
BH-e3457b8a36072344,CHELSEA CITY SQUARE CORP.,CHELSEACITYSQUARECORP,"[""LB-99406""]","[""Blackmoor Bar & Kitchen""]","[""alcohol_license""]",CHELSEA CITY SQUARE,pending,pending
BH-d356d7498864f73f,"CHICKADEE, LLC",CHICKADEELLC,"[""LB-99111""]","[""CHICKADEE""]","[""alcohol_license""]",CHICKADEE,pending,pending
BH-1ebe0fd0176c433e,Chilin Union Street LLC,CHILINUNIONSTREETLLC,"[""LB-98993""]","[""Tiki Cove""]","[""alcohol_license""]",Chilin Union Street,pending,pending
BH-4dea71a6ddc01e9f,CHILTON CLUB,CHILTONCLUB,"[""LB-98811""]",[],"[""alcohol_license""]",CHILTON CLUB,pending,pending
BH-dca801da2e057138,"CHIN FAMILY, LLC",CHINFAMILYLLC,"[""LB-99122""]","[""CORNER PUB OF CHINATOWN""]","[""alcohol_license""]",CHIN FAMILY,pending,pending
BH-2aa85b8e220ba799,"CHLN, INC.",CHLNINC,"[""LB-99129""]","[""THE CHART HOUSE""]","[""alcohol_license""]",CHLN,pending,pending
BH-30670cd1da99b825,"CHOICE MART, INC.",CHOICEMARTINC,"[""LB-101860""]","[""CHOICE MART""]","[""alcohol_license""]",CHOICE MART,pending,pending
BH-7a07a6b47f2d0a8f,Chokdee Rumruai Munkong Inc.,CHOKDEERUMRUAIMUNKONGINC,"[""LB-519528""]","[""Thai Oishi""]","[""alcohol_license""]",Chokdee Rumruai Munkong,pending,pending
BH-5a34c9a1415b402b,"Cholo Brothers, LLC",CHOLOBROTHERSLLC,"[""LB-584097""]","[""Peruvian Taste Restaurant""]","[""alcohol_license""]",Cholo Brothers,pending,pending
BH-3a1bf0f8e458c7e9,CHSP TRS BOSTON II LLC,CHSPTRSBOSTONIILLC,"[""LB-101643""]","[""HYATT REGENCY BOSTON""]","[""alcohol_license""]",CHSP TRS BOSTON II,pending,pending
BH-89b0af73ac8a33e4,"CHUCK'S CAFE, INC.",CHUCKSCAFEINC,"[""LB-99790""]","[""THE PARAMOUNT""]","[""alcohol_license""]",CHUCK'S CAFE,pending,pending
BH-55bc80204a90537e,Cilantro Latin Kitchen Corp.,CILANTROLATINKITCHENCORP,"[""LB-598021""]","[""Merengue Express""]","[""alcohol_license""]",Cilantro Latin Kitchen,pending,pending
BH-d5d9fba9c85e1cac,"CILL DARA, INC.",CILLDARAINC,"[""LB-99257""]","[""Eugene O'Neill's""]","[""alcohol_license""]",CILL DARA,pending,pending
BH-67d5103857e29279,"Cisco Brewers, Distillers & Vintners Fenway, Inc.",CISCOBREWERSDISTILLERSVINTNERSFENWAYINC,"[""LB-590354"", ""LB-590360""]","[""Cisco Fenway""]","[""alcohol_license""]","Cisco Brewers, Distillers & Vintners Fenway",pending,pending
BH-bb67c877c31b7644,"Cisco Brewers, Distillers, Vintners, Seaport, Inc.",CISCOBREWERSDISTILLERSVINTNERSSEAPORTINC,"[""LB-471213""]","[""Cisco Seaport""]","[""alcohol_license""]","Cisco Brewers, Distillers, Vintners, Seaport",pending,pending
BH-9a0fa20f05e5a7ea,CITY FEED & SUPPLY INC.,CITYFEEDSUPPLYINC,"[""LB-102052""]","[""CITY FEED AND SUPPLY""]","[""alcohol_license""]",CITY FEED & SUPPLY,pending,pending
BH-8ec9de824393e169,"CITY ROADHOUSE, INC.",CITYROADHOUSEINC,"[""LB-99015""]","[""HARRY'S BAR AND GRILL""]","[""alcohol_license""]",CITY ROADHOUSE,pending,pending
BH-f55d26eb40e77fde,"CITY TAP HOUSE FORT POINT, LLC",CITYTAPHOUSEFORTPOINTLLC,"[""LB-99235""]","[""CITY TAP HOUSE""]","[""alcohol_license""]",CITY TAP HOUSE FORT POINT,pending,pending
BH-37e0d92fee3542c9,CJ & BT Corporation,CJBTCORPORATION,"[""LB-99579""]","[""Saigon Chicken House""]","[""alcohol_license""]",CJ & BT,pending,pending
BH-92e17a9889dd4fd0,"CJ WASHINGTON STREET, LLC",CJWASHINGTONSTREETLLC,"[""LB-101652""]","[""DOUBLETREE HOTEL-BOSTON""]","[""alcohol_license""]",CJ WASHINGTON STREET,pending,pending
BH-c89c4a26f9610561,"CLARENDON RESTAURANT, LLC",CLARENDONRESTAURANTLLC,"[""LB-99365""]","[""Grand Banks Fish House""]","[""alcohol_license""]",CLARENDON RESTAURANT,pending,pending
BH-7de45df96e5fc9f5,"Clarendon Square Hospitality, LLC",CLARENDONSQUAREHOSPITALITYLLC,"[""LB-99782""]",[],"[""alcohol_license""]",Clarendon Square Hospitality,pending,pending
BH-40cef717c89a993b,"C&L GROUP, INC.",CLGROUPINC,"[""LB-101869""]","[""BLUE LABEL LIQUORS""]","[""alcohol_license""]",C&L GROUP,pending,pending
BH-ea6c91b423648098,CLOTILDE SPAGNUOLO IANDOLI,CLOTILDESPAGNUOLOIANDOLI,"[""LB-99084""]","[""SPAGNUOLO CAFE""]","[""alcohol_license""]",CLOTILDE SPAGNUOLO IANDOLI,pending,pending
BH-3e80acc0f3c5c69f,"CLOVER VENTURES, LLC",CLOVERVENTURESLLC,"[""LB-99443""]","[""BOSTONIA PUBLIC HOUSE""]","[""alcohol_license""]",CLOVER VENTURES,pending,pending
BH-f9b9a44e28a8f321,CM DIAMOND IMPORTERS LLC,CMDIAMONDIMPORTERSLLC,"[""LB-99311""]",[],"[""alcohol_license""]",CM DIAMOND IMPORTERS,pending,pending
BH-5c26004c3e27127a,"CMG 10 PO Square, LLC",CMG10POSQUARELLC,"[""LB-400468""]","[""Mariel""]","[""alcohol_license""]",CMG 10 PO Square,pending,pending
BH-c6f163c6491ee71a,CMG 225 Northern Ave LLC,CMG225NORTHERNAVELLC,"[""LB-99063""]",[],"[""alcohol_license""]",CMG 225 Northern Ave,pending,pending
BH-0f0e2d58c99312c5,CMG CP1 LLC,CMGCP1LLC,"[""LB-99457""]","[""Caveau""]","[""alcohol_license""]",CMG CP1,complete,pending
BH-af86622cebb1fff6,"CMR PRIME, LLC",CMRPRIMELLC,"[""LB-99051""]","[""OCEAN PRIME""]","[""alcohol_license""]",CMR PRIME,pending,pending
BH-3085853b14334718,COBBAGE RESTAURANT CORP.,COBBAGERESTAURANTCORP,"[""LB-99527""]","[""DINO'S""]","[""alcohol_license""]",COBBAGE RESTAURANT,pending,pending
BH-ef98352aee2fa540,"CODE 20, LLC",CODE20LLC,"[""LB-101950""]","[""TOP SHELF""]","[""alcohol_license""]",CODE 20,pending,pending
BH-a6fc08509deea684,"CODMAN SQUARE LIQUORS, LLC",CODMANSQUARELIQUORSLLC,"[""LB-101939""]","[""CROWN LIQUORS II""]","[""alcohol_license""]",CODMAN SQUARE LIQUORS,pending,pending
BH-0f3d1f8546b71b4a,"COLONIAL TAVERN, INCORPORATED",COLONIALTAVERNINCORPORATED,"[""LB-98962""]","[""JACQUES RESTAURANT""]","[""alcohol_license""]",COLONIAL TAVERN,pending,pending
BH-fbf7a51c43b28e94,"COLUMBUS AVENUE LIQUOR GROUP, INC.",COLUMBUSAVENUELIQUORGROUPINC,"[""LB-101943""]","[""WINE EMPORIUM""]","[""alcohol_license""]",COLUMBUS AVENUE LIQUOR GROUP,pending,pending
BH-6202a7b91dc78245,"COLUMBUS FISH AND OYSTER, LLC",COLUMBUSFISHANDOYSTERLLC,"[""LB-99396""]","[""OSTRA""]","[""alcohol_license""]",COLUMBUS FISH AND OYSTER,pending,pending
BH-1a5f497ed24efec7,COLUMBUS MANAGING CORP.,COLUMBUSMANAGINGCORP,"[""LB-99615""]","[""DELPHINO'S RESTAURANT""]","[""alcohol_license""]",COLUMBUS MANAGING,pending,pending
BH-abe85271d7265f8a,"Colwen Management, Inc.",COLWENMANAGEMENTINC,"[""LB-202268"", ""LB-202281"", ""LB-99404""]","[""AC HOTEL BY MARRIOTT CLEVELAND CIRCLE"", ""AC Hotel by Marriott South End"", ""Residence Inn by Marriott South End Boston""]","[""alcohol_license""]",Colwen Management,pending,pending
BH-2629ac857d7fa860,COMMON VINES LLC,COMMONVINESLLC,"[""LB-202968""]","[""Georgie’s Wine Shop""]","[""alcohol_license""]",COMMON VINES,pending,pending
BH-5b4f8052223b9db4,"Commonwealth Cellars, Inc.",COMMONWEALTHCELLARSINC,"[""LB-101992""]","[""Commonwealth Cellars""]","[""alcohol_license""]",Commonwealth Cellars,pending,pending
BH-f14f574015ceea5c,"Commonwealth Hospitality, LLC",COMMONWEALTHHOSPITALITYLLC,"[""LB-202300""]","[""Taqueria""]","[""alcohol_license""]",Commonwealth Hospitality,pending,pending
BH-7d25bf4133a15b76,Commonwealth Zoological Corporation,COMMONWEALTHZOOLOGICALCORPORATION,"[""LB-578146""]","[""Zoo New England""]","[""alcohol_license""]",Commonwealth Zoological,pending,pending
BH-843e7d474d6078d5,"CONCA, INC.",CONCAINC,"[""LB-99089""]","[""RISTORANTE LUCIA""]","[""alcohol_license""]",CONCA,pending,pending
BH-fa17de0d551ca514,"CONCORDE ENTERTAINMENT, INC.",CONCORDEENTERTAINMENTINC,"[""LB-99448""]","[""BILL'S BAR/THE LANSDOWNE PUB""]","[""alcohol_license""]",CONCORDE ENTERTAINMENT,pending,pending
BH-abd49ddb963642be,"CONEY ISLAND BAR, INC.",CONEYISLANDBARINC,"[""LB-99135""]","[""CORRIB PUB""]","[""alcohol_license""]",CONEY ISLAND BAR,pending,pending
BH-61bd6f54f27ce57b,"CONGRESS FINE DINING, LLC",CONGRESSFINEDININGLLC,"[""LB-99424""]","[""LUCKY'S""]","[""alcohol_license""]",CONGRESS FINE DINING,pending,pending
BH-bad608025dc8964d,Con Rua LLC,CONRUALLC,"[""LB-592801""]","[""Mo's Tavern & Kitchen""]","[""alcohol_license""]",Con Rua,pending,pending
BH-dd5b3dc00e53ad4a,"Con Sabor A Colombia, Inc.",CONSABORACOLOMBIAINC,"[""LB-577182""]",[],"[""alcohol_license""]",Con Sabor A Colombia,pending,pending
BH-c62c6695c982c26f,"CONTILLI'S, INC.",CONTILLISINC,"[""LB-99148""]","[""Eddie C's""]","[""alcohol_license""]",CONTILLI'S,pending,pending
BH-47ef1a31a1aaa1e7,"Cool Hand Luke, Inc.",COOLHANDLUKEINC,"[""LB-99043""]","[""The Bowery""]","[""alcohol_license""]",Cool Hand Luke,pending,pending
BH-27617e77f6b10dd2,"Cool Shade Jamaican Restaurant, LLC",COOLSHADEJAMAICANRESTAURANTLLC,"[""LB-592810""]","[""Cool Shade Jamaican Restaurant""]","[""alcohol_license""]",Cool Shade Jamaican Restaurant,pending,pending
BH-ce3fbfcb4103411b,CORK & TIPP TAVERN INC.,CORKTIPPTAVERNINC,"[""LB-98967""]","[""TAVERN AT THE END OF THE WORLD""]","[""alcohol_license""]",CORK & TIPP TAVERN,pending,pending
BH-109aeeb065932d64,"CORNER CAFE, INC..",CORNERCAFEINC,"[""LB-99195""]","[""CORNER CAFE""]","[""alcohol_license""]","CORNER CAFE, INC..",pending,pending
BH-19b4c1d5d7b8b796,"Corporacion Bani, Ltd.",CORPORACIONBANILTD,"[""LB-387106""]","[""Pimental Market""]","[""alcohol_license""]","Corporacion Bani, Ltd.",pending,pending
BH-c20e04bbf1b219b2,"CORREIA, INC.",CORREIAINC,"[""LB-99172""]","[""TOP MIX BAR AND KITCHEN""]","[""alcohol_license""]",CORREIA,pending,pending
BH-ad3e4693f2134c17,"COSTELLO'S TAVERN, INC.",COSTELLOSTAVERNINC,"[""LB-98984""]","[""COSTELLO'S TAVERN""]","[""alcohol_license""]",COSTELLO'S TAVERN,pending,pending
BH-69628655299a1fbb,Courtyard Management LLC.,COURTYARDMANAGEMENTLLC,"[""LB-101640""]","[""Courtyard Boston Downtown""]","[""alcohol_license""]",Courtyard Management,pending,pending
BH-d4c44dcd4d53217b,Craft Food Hall Project Holdings LLC,CRAFTFOODHALLPROJECTHOLDINGSLLC,"[""LB-99164""]","[""Craft Food Halls - One Post Office Square""]","[""alcohol_license""]",Craft Food Hall Project Holdings,pending,pending
BH-e34908d5db315e67,"Crazy Good Kitchen, LLC",CRAZYGOODKITCHENLLC,"[""LB-99587""]",[],"[""alcohol_license""]",Crazy Good Kitchen,pending,pending
BH-5d6c0ed9ea27cdd0,Crazy Tiger LLC,CRAZYTIGERLLC,"[""LB-99305""]","[""Kahaani On Broadway""]","[""alcohol_license""]",Crazy Tiger,pending,pending
BH-bbe3824706c91d43,CRG License Holdings LLC,CRGLICENSEHOLDINGSLLC,"[""LB-99052""]","[""PADDY O'S""]","[""alcohol_license""]",CRG License Holdings,pending,pending
BH-710577c6b33662de,"CRG WATER, LLC",CRGWATERLLC,"[""LB-99399""]",[],"[""alcohol_license""]",CRG WATER,pending,pending
BH-71c5f1c0ee99a8ee,"CROKE PARK, INC.",CROKEPARKINC,"[""LB-99299""]","[""CROKE PARK""]","[""alcohol_license""]",CROKE PARK,pending,pending
BH-8566ef814c117693,"CROWN LIQUORS, LLC",CROWNLIQUORSLLC,"[""LB-101956""]","[""CROWN LIQUORS""]","[""alcohol_license""]",CROWN LIQUORS,pending,pending
BH-8ed8f2dda7a97fad,Cruise Hospitality LLC,CRUISEHOSPITALITYLLC,"[""LB-99161""]","[""AVRA""]","[""alcohol_license""]",Cruise Hospitality,pending,pending
BH-4fd95913f7632df3,"Crystal Spoons, LLC",CRYSTALSPOONSLLC,"[""LB-580947""]",[],"[""alcohol_license""]",Crystal Spoons,pending,pending
BH-e6ea4d32230220d2,"CT Eatery, LLC.",CTEATERYLLC,"[""LB-445633"", ""LB-98909"", ""LB-99284""]","[""Lucky Tiger"", ""Tradesman Charlestown"", ""Urban Wild""]","[""alcohol_license""]",CT Eatery,pending,pending
BH-9a07d36594e5dfa8,"CUISINE DE ASIA, INC.",CUISINEDEASIAINC,"[""LB-99397""]","[""BILLY TSE RESTAURANT""]","[""alcohol_license""]",CUISINE DE ASIA,pending,pending
BH-6a9c9509c31656b5,"CWBR, LLC",CWBRLLC,"[""LB-99147""]","[""CITY WINERY""]","[""alcohol_license""]",CWBR,pending,pending
BH-f2509fd7206a7cb9,"DA CROSSING, LLC",DACROSSINGLLC,"[""LB-99081""]","[""JM Curley/Bogie’s Place/The Wig Shop Lounge""]","[""alcohol_license""]",DA CROSSING,pending,pending
BH-e293c7ab507e9e29,Dan Food Service Corp,DANFOODSERVICECORP,"[""LB-523591"", ""LB-621292""]","[""Gachi Sushi and Noodles""]","[""alcohol_license""]",Dan Food Service,pending,pending
BH-7585f3ee6cc9f264,"Dani’s Queer Bar, LLC",DANISQUEERBARLLC,"[""LB-98952""]","[""Dani’s Queer Bar""]","[""alcohol_license""]",Dani’s Queer Bar,pending,pending
BH-76db94dc114bc1d7,"DAO AO, INC",DAOAOINC,"[""LB-99599""]","[""SHAKING SEAFOOD""]","[""alcohol_license""]",DAO AO,pending,pending
BH-eb2a03008f24047b,"DARTCOM, LLC",DARTCOMLLC,"[""LB-99016""]","[""Buttermilk & Bourbon""]","[""alcohol_license""]",DARTCOM,pending,pending
BH-d6c1163003178616,"DASANG ENTERPRISES, INC.",DASANGENTERPRISESINC,"[""LB-101997""]","[""FORT POINT MARKET""]","[""alcohol_license""]",DASANG ENTERPRISES,pending,pending
BH-ff118a0875283032,"DAWA MD, INC.",DAWAMDINC,"[""LB-99817""]","[""MYUNGDONG 1ST AVENUE""]","[""alcohol_license""]",DAWA MD,pending,pending
BH-7d0803d9225ecf3f,DBMK CORP.,DBMKCORP,"[""LB-99531""]","[""JONGRO BBQ""]","[""alcohol_license""]",DBMK,pending,pending
BH-63150a9030c66328,"D & D HOSPITALITY, LLC",DDHOSPITALITYLLC,"[""LB-99295""]","[""PUBLICO""]","[""alcohol_license""]",D & D HOSPITALITY,pending,pending
BH-2cf7144ebc793772,"DEARBORN LIQUOR STORE, INC.",DEARBORNLIQUORSTOREINC,"[""LB-101963""]","[""DEARBORN WINE""]","[""alcohol_license""]",DEARBORN LIQUOR STORE,pending,pending
BH-b8ceec7be8f2a077,DECIBEL ENTERPRISES LLC,DECIBELENTERPRISESLLC,"[""LB-99357""]","[""dbar""]","[""alcohol_license""]",DECIBEL ENTERPRISES,pending,pending
BH-642a3410790bea83,"DEEP ELLUM, INC.",DEEPELLUMINC,"[""LB-99320""]","[""Lone Star Taco Bar""]","[""alcohol_license""]",DEEP ELLUM,pending,pending
BH-63593b2b49e09c09,"Delaware North Boston Flight, LLC",DELAWARENORTHBOSTONFLIGHTLLC,"[""LB-373394"", ""LB-382644"", ""LB-383161"", ""LB-383184"", ""LB-402436"", ""LB-408105"", ""LB-414874"", ""LB-414876""]","[""Alta Strada"", ""B Good Burger"", ""Boston Bruins Bar"", ""Mija Cantina"", ""Monica's Mercato"", ""Pei Wei/Wolfgang Puck Pizza"", ""Tico Tacos""]","[""alcohol_license""]",Delaware North Boston Flight,pending,pending
BH-76f162dc2ffea3ca,"DEL FRISCO'S OF BOSTON, LLC",DELFRISCOSOFBOSTONLLC,"[""LB-99080""]","[""DEL FRISCO'S""]","[""alcohol_license""]",DEL FRISCO'S OF BOSTON,pending,pending
BH-672e09b4e811371f,"DELTA AIR LINES, INC.",DELTAAIRLINESINC,"[""LB-115958"", ""LB-420671"", ""LB-482851""]","[""Delta Sky Club"", ""Delta Sky Club Express""]","[""alcohol_license""]",DELTA AIR LINES,pending,pending
BH-76b0640564a5c311,Democracy 154 Maverick LLC,DEMOCRACY154MAVERICKLLC,"[""LB-596046""]",[],"[""alcohol_license""]",Democracy 154 Maverick,pending,pending
BH-f676f33479773d85,"Den Cinco, LLC",DENCINCOLLC,"[""LB-99318""]","[""Borrachito/The Garret Boston""]","[""alcohol_license""]",Den Cinco,pending,pending
BH-55012beb6c4f57bb,Depot Dining Inc.,DEPOTDININGINC,"[""LB-98971""]","[""Hobson's Bar & Kitchen""]","[""alcohol_license""]",Depot Dining,pending,pending
BH-7b79777e3a3d5e3d,DERMOT'S LLC,DERMOTSLLC,"[""LB-160915""]","[""THE PENGUIN""]","[""alcohol_license""]",DERMOT'S,pending,pending
BH-831a8e9754f34a53,"DEUTERIO'S, INC.",DEUTERIOSINC,"[""LB-99526""]","[""GALLERIA UMBERTO""]","[""alcohol_license""]",DEUTERIO'S,pending,pending
BH-0de7451db3c98a9d,DEV CORP.,DEVCORP,"[""LB-99024""]","[""DEVLIN'S""]","[""alcohol_license""]",DEV,pending,pending
