holder_id,business_name,holder_key,license_numbers,dbas,scope_classes,query,current_state,lapsed_state
BH-bfd14208360465d5,"Lank's Wine & Liquor, Inc.",LANKSWINELIQUORINC,"[""LB-101926""]","[""Super Liquors""]","[""alcohol_license""]",Lank's Wine & Liquor,pending,pending
BH-686688f4aaf3fa5b,"LA PIANA, INC.",LAPIANAINC,"[""LB-102037""]","[""TUTTO ITALIANO""]","[""alcohol_license""]",LA PIANA,pending,pending
BH-7cf9b1562f9dbc9d,"La Riqueza Market, Inc.",LARIQUEZAMARKETINC,"[""LB-480008""]","[""La Riqueza Market""]","[""alcohol_license""]",La Riqueza Market,pending,pending
BH-75df0017e9d0650a,"LASALLE HOTEL LESSEE, INC.",LASALLEHOTELLESSEEINC,"[""LB-101645""]","[""HYATT BOSTON HARBOR""]","[""alcohol_license""]",LASALLE HOTEL LESSEE,pending,pending
BH-abddb5096cd3330c,"LAS PALMAS MARKET, INC.",LASPALMASMARKETINC,"[""LB-99612""]","[""EL PALMAR RESTAURANT""]","[""alcohol_license""]",LAS PALMAS MARKET,pending,pending
BH-32b7abbb1db918b9,"LAST DROP, INC.",LASTDROPINC,"[""LB-99293""]","[""THE LAST DROP""]","[""alcohol_license""]",LAST DROP,pending,pending
BH-5737c07d274a2166,"La Tavernetta by Mida, LLC",LATAVERNETTABYMIDALLC,"[""LB-607770""]","[""La Tavernetta by Mida""]","[""alcohol_license""]",La Tavernetta by Mida,pending,pending
BH-993b808f93c337e0,"La Union Market and Butchery, Inc.",LAUNIONMARKETANDBUTCHERYINC,"[""LB-401642""]",[],"[""alcohol_license""]",La Union Market and Butchery,pending,pending
BH-b49595ede01aca56,"L. Cleveland Circle, LLC",LCLEVELANDCIRCLELLC,"[""LB-99832""]","[""CAFE LANDWER""]","[""alcohol_license""]",L. Cleveland Circle,pending,pending
BH-d8b0cd119ef68bf0,"L. Coffee, Inc.",LCOFFEEINC,"[""LB-99544""]","[""CAFE LANDWER""]","[""alcohol_license""]",L. Coffee,pending,pending
BH-d256c9a276c6f868,"LCTB FORT POINT, LLC",LCTBFORTPOINTLLC,"[""LB-162511""]","[""LOLITA COCINA & TEQUILA BAR""]","[""alcohol_license""]",LCTB FORT POINT,pending,pending
BH-38c2fd39bad013a2,"LCY, INC.",LCYINC,"[""LB-99611""]","[""JADE GARDEN RESTAURANT""]","[""alcohol_license""]",LCY,pending,pending
BH-a12fe9091c71f292,"LEANY'S ENTERPRISE, INC.",LEANYSENTERPRISEINC,"[""LB-98910""]","[""NAPOLES""]","[""alcohol_license""]",LEANY'S ENTERPRISE,pending,pending
BH-c8685186331de65e,"LEE'S QUIK PIK, INC.",LEESQUIKPIKINC,"[""LB-101918""]","[""LEE'S MARKET""]","[""alcohol_license""]",LEE'S QUIK PIK,pending,pending
BH-b2740cbcd0cfde6a,Legends Music LLC,LEGENDSMUSICLLC,"[""LB-98926"", ""LB-98942""]","[""LEADER BANK PAVILION""]","[""alcohol_license""]",Legends Music,pending,pending
BH-1ade2b7de053fcbe,Lenox Sophia LLC,LENOXSOPHIALLC,"[""LB-467591""]","[""Lenox Sophia""]","[""byob_separate""]",Lenox Sophia,pending,pending
BH-68711b96dd7bd3f4,Lepe Food Service LLC,LEPEFOODSERVICELLC,"[""LB-545988""]","[""La Cuchara""]","[""alcohol_license""]",Lepe Food Service,pending,pending
BH-85c1ed501195dc7a,LePoe LePoe Farm LLC,LEPOELEPOEFARMLLC,"[""LB-522273""]","[""Crane River Cheese Club""]","[""alcohol_license""]",LePoe LePoe Farm,pending,pending
BH-a5840965de595c10,"LH Roslindale, LLC",LHROSLINDALELLC,"[""LB-99286""]","[""La Hacienda""]","[""alcohol_license""]",LH Roslindale,pending,pending
BH-90d10713473293eb,"Libertine New England, LLC",LIBERTINENEWENGLANDLLC,"[""LB-99793""]","[""LIBERTINE""]","[""alcohol_license""]",Libertine New England,pending,pending
BH-3fea4212336455a0,Limani Seaport Boston LLC,LIMANISEAPORTBOSTONLLC,"[""LB-101577""]","[""Limani Grille""]","[""alcohol_license""]",Limani Seaport Boston,pending,pending
BH-d6d51c4c26197302,"LIMERICK CO., INC. OF DORCHESTER",LIMERICKCOINCOFDORCHESTER,"[""LB-99035""]","[""Blend""]","[""alcohol_license""]","LIMERICK CO., INC. OF DORCHESTER",pending,pending
BH-3bc79aabd98d9d2d,"Liquor Story, Inc.",LIQUORSTORYINC,"[""LB-587870""]","[""Liquor Story""]","[""alcohol_license""]",Liquor Story,pending,pending
BH-01ba7e906c415621,LISA DIPRIZIO,LISADIPRIZIO,"[""LB-99758""]","[""POCKET BILLIARD CLUB""]","[""alcohol_license""]",LISA DIPRIZIO,pending,pending
BH-afa4117968c96761,"LITTLE HAITI INTERNATIONAL CUISINE, LLC",LITTLEHAITIINTERNATIONALCUISINELLC,"[""LB-577222""]","[""Little Haiti International Cuisine""]","[""alcohol_license""]",LITTLE HAITI INTERNATIONAL CUISINE,pending,pending
BH-5a23f61a54f9b399,"LITTLE Q COMPANY, INC.",LITTLEQCOMPANYINC,"[""LB-124751""]","[""Little Q Hot Pot, Sushi Bar and Lounge""]","[""alcohol_license""]",LITTLE Q COMPANY,pending,pending
BH-153168a3f5ab1eb2,"Llanera Supermarket, Inc.",LLANERASUPERMARKETINC,"[""LB-492559""]",[],"[""alcohol_license""]",Llanera Supermarket,pending,pending
BH-fccb2e1dacc023a0,"LLH, LLC",LLHLLC,"[""LB-314275"", ""LB-525934""]","[""Trader Joe's""]","[""alcohol_license""]",LLH,pending,pending
BH-4f6e5aa468dd2114,"LL RP 319A Street, LLC",LLRP319ASTREETLLC,"[""LB-99262""]","[""Citrus & Salt""]","[""alcohol_license""]",LL RP 319A Street,pending,pending
BH-3a5bbfbf19ccc23a,"LOFMUR, INC.",LOFMURINC,"[""LB-154679""]","[""PORTER CAFE""]","[""alcohol_license""]",LOFMUR,pending,pending
BH-e1cc6f26eba49aa8,"Lola 42 Restaurant Boston, LLC",LOLA42RESTAURANTBOSTONLLC,"[""LB-99152""]","[""LOLA 42""]","[""alcohol_license""]",Lola 42 Restaurant Boston,pending,pending
BH-09c6ff63df0c848f,"LOLITA BOSTON, LLC",LOLITABOSTONLLC,"[""LB-99029""]","[""LOLITA COCINA & TEQUILA BAR""]","[""alcohol_license""]",LOLITA BOSTON,pending,pending
BH-6470e18f0f3b7b54,Long Live Roxbury Inc.,LONGLIVEROXBURYINC,"[""LB-523573""]","[""Long Live Beerworks""]","[""alcohol_license""]",Long Live Roxbury,pending,pending
BH-3a6e57de6d3c1b66,LONGWOOD HOTEL CORP.,LONGWOODHOTELCORP,"[""LB-101629""]","[""LONGWOOD HOTEL""]","[""alcohol_license""]",LONGWOOD HOTEL,pending,pending
BH-7d3064c688dac98c,"LOPERA, INC.",LOPERAINC,"[""LB-99149""]","[""Nfarra2""]","[""alcohol_license""]",LOPERA,pending,pending
BH-8773c48aff618316,"Lord Hobo Drydock, LLC",LORDHOBODRYDOCKLLC,"[""LB-611807""]","[""Lord Hobo""]","[""alcohol_license""]",Lord Hobo Drydock,pending,pending
BH-95fec7cc99037455,Los Alebrijes Restaurant LLC,LOSALEBRIJESRESTAURANTLLC,"[""LB-572966""]","[""Los Alebrijes Restaurant""]","[""alcohol_license""]",Los Alebrijes Restaurant,pending,pending
BH-2e452b7abc23ec89,"LOS ARRIEROS RESTAURANT, INC.",LOSARRIEROSRESTAURANTINC,"[""LB-99835""]","[""LOS ARRIEROS RESTAURANT""]","[""alcohol_license""]",LOS ARRIEROS RESTAURANT,pending,pending
BH-6447a861b475bc04,"LOS CABALLEROS MARKET, INC.",LOSCABALLEROSMARKETINC,"[""LB-102041""]","[""LOS CABALLEROS MARKET""]","[""alcohol_license""]",LOS CABALLEROS MARKET,pending,pending
BH-e86e814be365c625,"L'OSTERIA, INC.",LOSTERIAINC,"[""LB-99710""]","[""L'OSTERIA""]","[""alcohol_license""]",L'OSTERIA,pending,pending
BH-76f414bf377c10bf,"LOWER MILLS RESTAURANT GROUP, LLC",LOWERMILLSRESTAURANTGROUPLLC,"[""LB-447983""]","[""Pat's Pizza""]","[""alcohol_license""]",LOWER MILLS RESTAURANT GROUP,pending,pending
BH-a58fbf2a2b5f6a77,"LOWER MILLS  TAVERN, INC",LOWERMILLSTAVERNINC,"[""LB-160336""]","[""LOWER MILLS TAVERN""]","[""alcohol_license""]",LOWER MILLS  TAVERN,pending,pending
BH-24129f881b1e0f13,"LP LIQUOR, INC.",LPLIQUORINC,"[""LB-101917""]","[""BROTHERS WINE & SPIRITS""]","[""alcohol_license""]",LP LIQUOR,pending,pending
BH-34cffaab618c0638,"LSF Copley Square, LLC",LSFCOPLEYSQUARELLC,"[""LB-99091""]","[""LEGAL SEA FOODS""]","[""alcohol_license""]",LSF Copley Square,pending,pending
BH-e84cee2fb4d35575,"LSF HARBORSIDE, LLC",LSFHARBORSIDELLC,"[""LB-99184""]","[""Legal Harborside""]","[""alcohol_license""]",LSF HARBORSIDE,pending,pending
BH-e94b0fac50cc1a80,"LSF Legal Crossing, LLC",LSFLEGALCROSSINGLLC,"[""LB-98915""]","[""Legal Sea Foods""]","[""alcohol_license""]",LSF Legal Crossing,pending,pending
BH-16542e1ec6240c87,"LSF LOGAN AIRPORT, LLC",LSFLOGANAIRPORTLLC,"[""LB-106825"", ""LB-123506"", ""LB-126408"", ""LB-318030"", ""LB-537660"", ""LB-98873""]","[""LEGAL SEA FOODS"", ""Legal Sea Foods""]","[""alcohol_license""]",LSF LOGAN AIRPORT,pending,pending
BH-6b7ed59d5215fe6d,"LSF Long Wharf, LLC",LSFLONGWHARFLLC,"[""LB-98916""]","[""LEGAL SEA FOODS""]","[""alcohol_license""]",LSF Long Wharf,pending,pending
BH-8774170deebd23e9,LSF Park Square LLC,LSFPARKSQUARELLC,"[""LB-99383""]","[""Legal Sea Foods""]","[""alcohol_license""]",LSF Park Square,pending,pending
BH-65329cb58c990329,"LTF Club Operations Company, Inc.",LTFCLUBOPERATIONSCOMPANYINC,"[""LB-99756""]","[""Life Time""]","[""alcohol_license""]",LTF Club Operations Company,pending,pending
BH-8ecf70b19c330263,"Lucky Five Restaruant, Inc.",LUCKYFIVERESTARUANTINC,"[""LB-99644""]","[""FIVE SPICE HOUSE RESTAURANT""]","[""alcohol_license""]",Lucky Five Restaruant,pending,pending
BH-d73d6978972c5f2c,LU C. MANAGEMENT CORP.,LUCMANAGEMENTCORP,"[""LB-99173""]","[""Lucie Drink & Dine""]","[""alcohol_license""]",LU C. MANAGEMENT,pending,pending
BH-f4d763bdb14b892b,"Lulu Green, LLC",LULUGREENLLC,"[""LB-99738""]","[""Lulu Green Cafe""]","[""alcohol_license""]",Lulu Green,pending,pending
BH-661895c11cfacd6e,"Luna's Restaurant, LLC",LUNASRESTAURANTLLC,"[""LB-349943""]","[""Luna's Restaurant""]","[""alcohol_license""]",Luna's Restaurant,pending,pending
BH-3f3d13c141a9f608,LYRIC STAGE COMPANY,LYRICSTAGECOMPANY,"[""LB-101595""]","[""LYRIC STAGE""]","[""alcohol_license""]",LYRIC STAGE COMPANY,pending,pending
BH-fbea8adb8a604e65,Maa Laxmi Corp.,MAALAXMICORP,"[""LB-101966""]","[""Dorchester Liquors""]","[""alcohol_license""]",Maa Laxmi,pending,pending
BH-cf0445cac1ea52b1,"MACUMBA LATINA, INC.",MACUMBALATINAINC,"[""LB-99207""]","[""MACUMBA LATINA""]","[""alcohol_license""]",MACUMBA LATINA,pending,pending
BH-62ec6b8f9661b599,"MADMAC PARTNERS, LLC",MADMACPARTNERSLLC,"[""LB-101980""]",[],"[""alcohol_license""]",MADMAC PARTNERS,pending,pending
BH-0de9ea01e3240343,MAGGIANO'S HOLDING CORPORATION,MAGGIANOSHOLDINGCORPORATION,"[""LB-99001""]","[""MAGGIANO'S LITTLE ITALY""]","[""alcohol_license""]",MAGGIANO'S HOLDING,pending,pending
BH-0e85510b40298a46,Magnificent Seven Inc.,MAGNIFICENTSEVENINC,"[""LB-99209""]","[""Layla’s American Tavern""]","[""alcohol_license""]",Magnificent Seven,pending,pending
BH-f5e569a3994d50df,Mahabali Corporation,MAHABALICORPORATION,"[""LB-101909""]","[""ROTARY LIQUORS""]","[""alcohol_license""]",Mahabali,pending,pending
BH-06c96623a31bb8aa,"Maharaj and Swami, LLC",MAHARAJANDSWAMILLC,"[""LB-311737""]","[""Quick Pick Convenience""]","[""alcohol_license""]",Maharaj and Swami,pending,pending
BH-0da2c67cdf980a8a,Mai Izakaya LLC,MAIIZAKAYALLC,"[""LB-99603""]","[""Mai""]","[""alcohol_license""]",Mai Izakaya,pending,pending
BH-0b53bd1890084cdf,MA-LA-TAO Ma Inc.,MALATAOMAINC,"[""LB-99642""]","[""Szechuan Mountain House""]","[""alcohol_license""]",MA-LA-TAO Ma,pending,pending
BH-5867ad4b89331c02,"Maldi MAA, Inc.",MALDIMAAINC,"[""LB-587869""]","[""Tremont Variety""]","[""alcohol_license""]",Maldi MAA,pending,pending
BH-657ab043f9bc1ccc,"MALT, LLC",MALTLLC,"[""LB-99648""]","[""PICCO""]","[""alcohol_license""]",MALT,pending,pending
BH-a46d7614d52c0895,MANDIR CORPORATION,MANDIRCORPORATION,"[""LB-101972""]","[""BAY VIEW LIQUORS""]","[""alcohol_license""]",MANDIR,pending,pending
BH-5d822043d0951943,"MAPLE & ASH BOSTON, LLC",MAPLEASHBOSTONLLC,"[""LB-99388""]","[""MAPLE & ASH""]","[""alcohol_license""]",MAPLE & ASH BOSTON,complete,pending
BH-8b5a3abfc89ca011,"Marabou Cafe, LLC",MARABOUCAFELLC,"[""LB-628240""]","[""Marabou Cafe Restaurant""]","[""alcohol_license""]",Marabou Cafe,pending,pending
BH-dc01679ce4a7f3c2,"MARGIA, CORP.",MARGIACORP,"[""LB-99521""]","[""GIACOMO'S RISTORANTE""]","[""alcohol_license""]",MARGIA,pending,pending
BH-f3ef394a6d86a149,"Maria Store, Inc.",MARIASTOREINC,"[""LB-138923""]",[],"[""alcohol_license""]",Maria Store,pending,pending
BH-6b4616c2be64b055,MARIE P. CANALE,MARIEPCANALE,"[""LB-101970""]","[""LOMBARDI'S""]","[""alcohol_license""]",MARIE P. CANALE,pending,pending
BH-206c867a75d77adf,"Marino's Market, Inc",MARINOSMARKETINC,"[""LB-102014"", ""LB-525486""]","[""MARINO'S MARKET & DELI"", ""Marino's Market and Deli""]","[""alcohol_license""]",Marino's Market,pending,pending
BH-48e28a1bc9822e7e,"Markiro Market Place, Inc.",MARKIROMARKETPLACEINC,"[""LB-387124""]","[""Epic Marketplace""]","[""alcohol_license""]",Markiro Market Place,pending,pending
BH-0bd72ac3720c4e95,"MARLBOROUGH LIQUOR MARKET, INC.",MARLBOROUGHLIQUORMARKETINC,"[""LB-101902""]","[""City Liquor & Smoke Shop""]","[""alcohol_license""]",MARLBOROUGH LIQUOR MARKET,pending,pending
BH-8d16b42ce0e4e6b2,"MARNICO, INC.",MARNICOINC,"[""LB-99742""]","[""NICO""]","[""alcohol_license""]",MARNICO,pending,pending
BH-f67cb8825eda0832,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTTHOTELSERVICESINC,"[""LB-101637""]","[""MARRIOTT LONG WHARF""]","[""alcohol_license""]",MARRIOTT HOTEL SERVICES,pending,pending
BH-d3ddb429d34f631a,"Marriott Hotel Services, LLC.",MARRIOTTHOTELSERVICESLLC,"[""LB-101625""]","[""BOSTON MARRIOTT HOTEL-COPLEY""]","[""alcohol_license""]",Marriott Hotel Services,pending,pending
BH-20077e1e81a92f0d,MARRIOTT'S RESORTS HOSPITALITY CORPORATION,MARRIOTTSRESORTSHOSPITALITYCORPORATION,"[""LB-99414""]","[""MARRIOTT CUSTOM HOUSE""]","[""alcohol_license""]",MARRIOTT'S RESORTS HOSPITALITY,pending,pending
BH-cfc5893ca09273f4,"Martignetti Restaurant Group, LLC",MARTIGNETTIRESTAURANTGROUPLLC,"[""LB-99702""]","[""Bar Martignetti""]","[""alcohol_license""]",Martignetti Restaurant Group,pending,pending
BH-324ad8430c51f26e,MARTIN F. MCDONOUGH POST NO. 368 AM LEGION,MARTINFMCDONOUGHPOSTNO368AMLEGION,"[""LB-98840""]",[],"[""alcohol_license""]",MARTIN F. MCDONOUGH POST NO. 368 AM LEGION,pending,pending
BH-349aa51af4d1d3c2,"MARY CLIPPER SHIP, INC.",MARYCLIPPERSHIPINC,"[""LB-101903""]","[""CLIPPER SHIP WINE & SPIRIT""]","[""alcohol_license""]",MARY CLIPPER SHIP,pending,pending
BH-c9089a66c5594890,"Marzae, LLC",MARZAELLC,"[""LB-624245""]","[""Marzae Cellar + Provisions""]","[""alcohol_license""]",Marzae,pending,pending
BH-5f02ae29b46726be,MASSACHUSETTS CONVENTION CENTER AUTHORITY,MASSACHUSETTSCONVENTIONCENTERAUTHORITY,"[""LB-99255"", ""LB-99437""]","[""MASSACHUSETTS CONVENTION CENTER AUTHORITY""]","[""alcohol_license""]",MASSACHUSETTS CONVENTION CENTER AUTHORITY,pending,pending
BH-5faf34df6311a23a,Massachusetts Fine Wine & Spirits LLC,MASSACHUSETTSFINEWINESPIRITSLLC,"[""LB-461216""]","[""Total Wine Spirits Beer & More""]","[""alcohol_license""]",Massachusetts Fine Wine & Spirits,pending,pending
BH-18eec3035a7e6dd5,"Massachusetts Fine Wines & Spirits, LLC",MASSACHUSETTSFINEWINESSPIRITSLLC,"[""LB-101922""]","[""The Crossing Wine and Spirits""]","[""alcohol_license""]",Massachusetts Fine Wines & Spirits,pending,pending
BH-44a42823c10f19d0,"MASSACHUSETTS SPORTSERVICE, INC.",MASSACHUSETTSSPORTSERVICEINC,"[""LB-98974"", ""LB-98975"", ""LB-99331""]","[""Legends"", ""TD GARDEN"", ""Viva Victory Den""]","[""alcohol_license""]",MASSACHUSETTS SPORTSERVICE,pending,pending
BH-374546270f73dedb,"Mass. Bay Brewing Company, Inc.",MASSBAYBREWINGCOMPANYINC,"[""LB-463565""]","[""Harpoon Brewery""]","[""alcohol_license""]",Mass. Bay Brewing Company,pending,pending
BH-72253a859cb0effd,"MASSIMINO'S CUCINA ITALIANA,INC.",MASSIMINOSCUCINAITALIANAINC,"[""LB-99361""]","[""MASSIMINO'S""]","[""alcohol_license""]","MASSIMINO'S CUCINA ITALIANA,INC.",pending,pending
BH-ceecfaec9b212a7c,Matsu Nori Inc.,MATSUNORIINC,"[""LB-537658""]","[""Matsu Nori Handroll Bar""]","[""byob_separate""]",Matsu Nori,pending,pending
BH-159b53ee8423ba56,Mattapan Gas Station Inc,MATTAPANGASSTATIONINC,"[""LB-458000""]","[""Petro Plus Super Station""]","[""alcohol_license""]",Mattapan Gas Station,pending,pending
BH-f251ddb48450c9bf,"MAYASOL, INC.",MAYASOLINC,"[""LB-99335""]","[""SOL AZTECA""]","[""alcohol_license""]",MAYASOL,pending,pending
BH-bdfdc0eae6cf506b,MCBOIS LIMITED,MCBOISLIMITED,"[""LB-99214""]","[""FRANKLIN CAFE""]","[""alcohol_license""]",MCBOIS LIMITED,pending,pending
BH-7fb11993f18cd387,"MCCARTHY BROTHERS, INC.",MCCARTHYBROTHERSINC,"[""LB-101893""]","[""MCCARTHY LIQUORS""]","[""alcohol_license""]",MCCARTHY BROTHERS,pending,pending
BH-f9648fa988a73e80,MCCARTHY'S INC. OF BOSTON,MCCARTHYSINCOFBOSTON,"[""LB-98938""]","[""THE PUDDINGSTONE TAVERN""]","[""alcohol_license""]",MCCARTHY'S INC. OF BOSTON,pending,pending
BH-674d3e7dd4394ea5,MC-EB Realty LLC,MCEBREALTYLLC,"[""LB-139777""]","[""Hilton Garden Inn Logan Boston""]","[""alcohol_license""]",MC-EB Realty,pending,pending
BH-ebf25b1b17a247ae,"M. COOKE, INC.",MCOOKEINC,"[""LB-98895""]","[""THE BOSTON SAIL LOFT""]","[""alcohol_license""]",M. COOKE,pending,pending
BH-a5c6873623c98102,MDM Wine4 LLC,MDMWINE4LLC,"[""LB-138680""]","[""VINODIVINO""]","[""alcohol_license""]",MDM Wine4,pending,pending
BH-ea95e0eb6eb7f4ea,MDM Wine6 LLC,MDMWINE6LLC,"[""LB-603706""]","[""VinoDivino""]","[""alcohol_license""]",MDM Wine6,pending,pending
BH-0bd22fb7320a54fc,"Mecha Noodle Bar Boston, LLC",MECHANOODLEBARBOSTONLLC,"[""LB-98949""]","[""Mecha Noodle Bar""]","[""alcohol_license""]",Mecha Noodle Bar Boston,pending,pending
BH-180e36e5dc0965e3,"Medico L Tavern Street, LLC",MEDICOLTAVERNSTREETLLC,"[""LB-99060""]","[""L STREET TAVERN""]","[""alcohol_license""]",Medico L Tavern Street,pending,pending
BH-b5dd75df1536d7a7,"MEI MEI RESTAURANT, INC.",MEIMEIRESTAURANTINC,"[""LB-139202""]","[""Mei Mei""]","[""alcohol_license""]",MEI MEI RESTAURANT,pending,pending
BH-f9d9e200eb9589ac,"MELA GROUP, INC.",MELAGROUPINC,"[""LB-99434""]",[],"[""alcohol_license""]",MELA GROUP,pending,pending
BH-657a4a842df0e8cd,"Melcher Newco Holdings, LLC",MELCHERNEWCOHOLDINGSLLC,"[""LB-98923""]","[""Mooo Seaport""]","[""alcohol_license""]",Melcher Newco Holdings,pending,pending
BH-991b8ee150bb0ad9,M.E. LIQUORS CORPORATION,MELIQUORSCORPORATION,"[""LB-101916""]","[""AVENUE LIQUORS""]","[""alcohol_license""]",M.E. LIQUORS,pending,pending
BH-2a6fbdba706a2386,Mello Vibez Restaurant LLC,MELLOVIBEZRESTAURANTLLC,"[""LB-457700""]",[],"[""alcohol_license""]",Mello Vibez Restaurant,pending,pending
BH-4da2dd2188a6910c,MerchRow LLC,MERCHROWLLC,"[""LB-99153""]",[],"[""alcohol_license""]",MerchRow,pending,pending
BH-1e71c988701451c3,MERENGUE CORP.,MERENGUECORP,"[""LB-99806"", ""LB-99822""]","[""MERENGUE RESTAURANT & CATERING"", ""VEJIGANTES, LLC""]","[""alcohol_license""]",MERENGUE,pending,pending
BH-6b18c618330f2203,"METAMORPHOSIS, LLC",METAMORPHOSISLLC,"[""LB-102046""]","[""METAMORPHOSIS""]","[""alcohol_license""]",METAMORPHOSIS,pending,pending
BH-af6d0e9d6c64b068,MET CLUB MANAGER LLC,METCLUBMANAGERLLC,"[""LB-99358""]","[""STEPHANIE'S ON NEWBURY""]","[""alcohol_license""]",MET CLUB MANAGER,pending,pending
BH-3441ac5ac9a27371,"METRO DINING, INC.",METRODININGINC,"[""LB-99095""]",[],"[""alcohol_license""]",METRO DINING,pending,pending
BH-a028e8a992c7ac2b,"METROPOLITAN LIQUOR ASSOCIATES, INC.",METROPOLITANLIQUORASSOCIATESINC,"[""LB-101898""]","[""TOP LIQUORS""]","[""alcohol_license""]",METROPOLITAN LIQUOR ASSOCIATES,pending,pending
BH-c50374381568fac0,"Mexicali Sushi Bar, Inc.",MEXICALISUSHIBARINC,"[""LB-99628""]","[""La Pinata""]","[""alcohol_license""]",Mexicali Sushi Bar,pending,pending
BH-aaad2cc2433f364d,"MHF Devonshire V, LLC",MHFDEVONSHIREVLLC,"[""LB-99181""]","[""HYATT CENTRIC BOSTON""]","[""alcohol_license""]",MHF Devonshire V,pending,pending
BH-867d25681fc9a3ab,"MIA18M, Inc.",MIA18MINC,"[""LB-616556""]","[""Pomona Cafe III""]","[""alcohol_license""]",MIA18M,pending,pending
BH-5b3ab135cc467d45,"MICHAEL J. PERKINS AMERICAN LEGION POST 67, INC.",MICHAELJPERKINSAMERICANLEGIONPOST67INC,"[""LB-167019""]","[""PERKINS POST""]","[""alcohol_license""]",MICHAEL J. PERKINS AMERICAN LEGION POST 67,pending,pending
BH-3a552641893c33a3,"MIDA East Boston, LLC",MIDAEASTBOSTONLLC,"[""LB-471196""]","[""MIDA""]","[""alcohol_license""]",MIDA East Boston,pending,pending
BH-a40c994e0f378921,"Midnight Morning, LLC",MIDNIGHTMORNINGLLC,"[""LB-492568""]","[""Midnight Morning""]","[""alcohol_license""]",Midnight Morning,pending,pending
BH-e42d7dce6d5cb2d2,"Mi Finca Mexican Foods, LLC",MIFINCAMEXICANFOODSLLC,"[""LB-582370""]","[""Mi Finca Mexican Restaurant and Pizzeria""]","[""alcohol_license""]",Mi Finca Mexican Foods,pending,pending
BH-7ab2f89c3d8607de,"Mighty Squirrel Fenway, LLC",MIGHTYSQUIRRELFENWAYLLC,"[""LB-543920""]","[""Mighty Squirrel Brewing Co.""]","[""alcohol_license""]",Mighty Squirrel Fenway,pending,pending
BH-0667514f003c0017,"Mike & Patty's JP, LLC",MIKEPATTYSJPLLC,"[""LB-457688""]","[""Mike & Patty's""]","[""alcohol_license""]",Mike & Patty's JP,pending,pending
BH-a39c02e5bb9b799c,"MILE 22, INC.",MILE22INC,"[""LB-98902""]","[""CITYSIDE IN THE CIRCLE""]","[""alcohol_license""]",MILE 22,pending,pending
BH-9b86e0a75ea91f5d,Millennium Tower Trust,MILLENNIUMTOWERTRUST,"[""LB-98950""]",[],"[""alcohol_license""]",Millennium Tower Trust,pending,pending
BH-2d81b36ee6b5d56b,MIMEBA Corp,MIMEBACORP,"[""LB-436364""]","[""El Penol Restaurant""]","[""alcohol_license""]",MIMEBA,pending,pending
BH-11a5a2d7ba881a70,"Ming's Supermarket, Inc.",MINGSSUPERMARKETINC,"[""LB-590408""]","[""Go Fresh 365""]","[""alcohol_license""]",Ming's Supermarket,pending,pending
BH-09b9d7dccd3a7227,"Minina Cafe, Inc.",MININACAFEINC,"[""LB-590954""]","[""Minina Cafe""]","[""alcohol_license""]",Minina Cafe,pending,pending
BH-e56471bf3c6357c2,MINOT HOSPITALITY GROUP LLC,MINOTHOSPITALITYGROUPLLC,"[""LB-101659""]","[""Beacon Hill Hotel""]","[""alcohol_license""]",MINOT HOSPITALITY GROUP,pending,pending
BH-bd79378815659a46,"MIRAGE CHARCOAL KABOB, INC.",MIRAGECHARCOALKABOBINC,"[""LB-99643""]","[""Zen Restaurant""]","[""alcohol_license""]",MIRAGE CHARCOAL KABOB,pending,pending
BH-139164e75f02d639,"Mission Hill Hospitality, LLC",MISSIONHILLHOSPITALITYLLC,"[""LB-99248""]","[""Yellow Door Taqueria-Mission Hill""]","[""alcohol_license""]",Mission Hill Hospitality,pending,pending
BH-f3c7c0b6c00577a8,"MITSOS, LLC",MITSOSLLC,"[""LB-99123""]","[""Krasi and Hecate""]","[""alcohol_license""]",MITSOS,pending,pending
BH-5b036e1c231c3937,"MMIR, LLC",MMIRLLC,"[""LB-99664""]","[""SHU DAXIA HOT POT""]","[""alcohol_license""]",MMIR,pending,pending
BH-ccd820b7c7bb0344,"MODEL CAFETERIA, INC.",MODELCAFETERIAINC,"[""LB-99176""]","[""MODEL CAFETERIA""]","[""alcohol_license""]",MODEL CAFETERIA,pending,pending
BH-ef299b1328245409,"MODERN PASTRY, INC.",MODERNPASTRYINC,"[""LB-99720""]","[""MODERN PASTRY""]","[""alcohol_license""]",MODERN PASTRY,pending,pending
BH-ec2cabf53999c9af,"MOHAMMAD ALAM, INDIVIDUAL",MOHAMMADALAMINDIVIDUAL,"[""LB-99624""]","[""TASTE OF INDIA""]","[""alcohol_license""]","MOHAMMAD ALAM, INDIVIDUAL",pending,pending
BH-b7d80edc447bfeb1,"MONICA'S, INC.",MONICASINC,"[""LB-99489""]","[""MONICA'S RESTAURANT""]","[""alcohol_license""]",MONICA'S,pending,pending
BH-0ae759f00e0a40a5,"MONICA'S MERCATO, INC.",MONICASMERCATOINC,"[""LB-102036""]","[""MONICA'S MERCATO""]","[""alcohol_license""]",MONICA'S MERCATO,pending,pending
