kind,slug,route,requested_url,local_exists,live_indexed,local_redirect_target,initial_status,final_status,final_url,availability,prose_comparison,title_same,section_headings_same,system_role_same,open_questions_same,local_prose_words,live_prose_words,local_prose_sha256,live_prose_sha256,local_file_sha256_at_cutoff,live_response_sha256,finding_text_comparison,local_finding_records,live_finding_cards,local_only_finding_text_count,live_only_finding_text_count,started_at_utc,completed_at_utc,error
dossiers,brian-p-brooks,/dossiers/brian-p-brooks,https://ithildin.app/dossiers/brian-p-brooks,True,True,,308,200,https://ithildin.app/dossiers/brian-p-brooks/,live_and_local,same,True,True,True,True,1683,1683,458175c5a33ed0a45084109a50b31be76f32d32db061e8a9768c4de452f5b7d9,458175c5a33ed0a45084109a50b31be76f32d32db061e8a9768c4de452f5b7d9,48915d03011e6519017199abce7bf3e027ba887a660c1cafd988d4ac58a66edc,467769616374033ab796a3adf38fe5a87b68d5fed90cb357c60804d8b061e012,same,8,8,,,2026-09-06T01:18:31.639305+00:00,2026-09-06T01:18:31.788046+00:00,
dossiers,business-basics-vi,/dossiers/business-basics-vi,https://ithildin.app/dossiers/business-basics-vi,False,False,business-basics-vi-llc,308,200,https://ithildin.app/dossiers/business-basics-vi-llc/,redirect,redirect_not_own_content,,,,,,,,,,599e30b6b12edfbfdd8f7d27746e79c98570fdcaa956b52b8e0d92c0aaca0cc1,,,,,,2026-09-06T01:18:31.647656+00:00,2026-09-06T01:18:32.213461+00:00,
dossiers,business-basics-vi-llc,/dossiers/business-basics-vi-llc,https://ithildin.app/dossiers/business-basics-vi-llc,True,True,,308,200,https://ithildin.app/dossiers/business-basics-vi-llc/,live_and_local,same,True,True,True,True,1655,1655,a949c498c8d006ab487b35ba64e12373f0374a99496721eac4f99f5eda6065d3,a949c498c8d006ab487b35ba64e12373f0374a99496721eac4f99f5eda6065d3,6e13297b808f5f776a737db934bd148e9cf8403faedb3902fffdab040933e938,d22182c64247852a8c703858ee1f9faa20e164a883222a4cae61d3199701a6c9,same,21,21,,,2026-09-06T01:18:31.802732+00:00,2026-09-06T01:18:32.056722+00:00,
dossiers,cantor-fitzgerald,/dossiers/cantor-fitzgerald,https://ithildin.app/dossiers/cantor-fitzgerald,True,True,,308,200,https://ithildin.app/dossiers/cantor-fitzgerald/,live_and_local,same,True,True,True,True,1235,1235,2f6629fb1eafb3f86cfe853266a73c2898b0905806dc2c9e84fd33f7a6069c10,2f6629fb1eafb3f86cfe853266a73c2898b0905806dc2c9e84fd33f7a6069c10,7d672aec9d83e431dce08c0cfaf65fd66cb4b40be7c9332275eb04c4c885bcff,0147b9516292495dbb37ffeb4870c5fce8cac31853f603d454a76e1c1809bb9f,same,12,12,,,2026-09-06T01:18:31.827767+00:00,2026-09-06T01:18:32.215343+00:00,
dossiers,cantor-fitzgerald-critical-metals-corp,/dossiers/cantor-fitzgerald-critical-metals-corp,https://ithildin.app/dossiers/cantor-fitzgerald-critical-metals-corp,True,True,,308,200,https://ithildin.app/dossiers/cantor-fitzgerald-critical-metals-corp/,live_and_local,no_authored_prose_either,True,True,True,True,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8cac5f27c3ed334ccd87416727fa06deea1930972073eff9c01d308593154b49,a41e35bfaeac29b30b198b95911bd8255fa1caa0a44eccea332677d63ba8c96d,same,7,7,,,2026-09-06T01:18:31.957799+00:00,2026-09-06T01:18:32.213689+00:00,
dossiers,carbyne,/dossiers/carbyne,https://ithildin.app/dossiers/carbyne,False,False,carbynereporty,308,200,https://ithildin.app/dossiers/carbynereporty/,redirect,redirect_not_own_content,,,,,,,,,,5c78019c39bb3921e231e0d14e527f635666e2921309c20dfd0095b3c746f4d8,,,,,,2026-09-06T01:18:32.230499+00:00,2026-09-06T01:18:32.543029+00:00,
dossiers,carbynereporty,/dossiers/carbynereporty,https://ithildin.app/dossiers/carbynereporty,True,True,,308,200,https://ithildin.app/dossiers/carbynereporty/,live_and_local,same,True,True,True,True,867,867,49cfcb2eadbd89ac027fd06d5d76a2097c92f94d9414f16e439131b076ff1b27,49cfcb2eadbd89ac027fd06d5d76a2097c92f94d9414f16e439131b076ff1b27,de76bf57adb41809ef2fff210e549d8eedd89a12f3c114cf8cb3ea9e86a51a33,5c78019c39bb3921e231e0d14e527f635666e2921309c20dfd0095b3c746f4d8,same,10,10,,,2026-09-06T01:18:32.367865+00:00,2026-09-06T01:18:32.571800+00:00,
dossiers,carlos-ghosn,/dossiers/carlos-ghosn,https://ithildin.app/dossiers/carlos-ghosn,True,True,,308,200,https://ithildin.app/dossiers/carlos-ghosn/,live_and_local,same,True,True,True,True,751,751,80319bafd69e244505988a96289f18f217fd2d7ced28a1796ba1f6ec3497eb58,80319bafd69e244505988a96289f18f217fd2d7ced28a1796ba1f6ec3497eb58,44362e963e47c9fa609faea6bce6edf445f942ab8fe2935c350a8df3b943393f,3e7e8dec6821f45b61481a0c03ad1d4f341ea5a62ca8adb6a4b6d84d89ee385e,same,1,1,,,2026-09-06T01:18:32.368487+00:00,2026-09-06T01:18:32.703084+00:00,
dossiers,carmen-beckwith,/dossiers/carmen-beckwith,https://ithildin.app/dossiers/carmen-beckwith,True,True,,308,200,https://ithildin.app/dossiers/carmen-beckwith/,live_and_local,no_authored_prose_either,True,True,True,True,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6a502f7a723dfa3039accd189bbeac2ba7b52beba8f5d96eea9cc5ddd1956c09,1b4079c8dda66fcfebfcfbe8b96d9b0b1e6bd850ac1c555f91c2e8a3699896d5,same,13,13,,,2026-09-06T01:18:32.379889+00:00,2026-09-06T01:18:32.612841+00:00,
dossiers,ccdc-v-ttj-uk-forfeiture-and-tax-evasion-record,/dossiers/ccdc-v-ttj-uk-forfeiture-and-tax-evasion-record,https://ithildin.app/dossiers/ccdc-v-ttj-uk-forfeiture-and-tax-evasion-record,True,True,,308,200,https://ithildin.app/dossiers/ccdc-v-ttj-uk-forfeiture-and-tax-evasion-record/,live_and_local,no_authored_prose_either,True,True,True,True,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e5e5f30a30f48538b00b0e627bc02e5aaa2edee062779d446d8a8b6341980881,ae95d55a7faa8c3ccb6771cf8edf930e565b2c9eb3dc2a30c0fd8ddd44fe38cd,same,12,12,,,2026-09-06T01:18:32.702349+00:00,2026-09-06T01:18:32.937733+00:00,
dossiers,cecile-civiale-vuillier,/dossiers/cecile-civiale-vuillier,https://ithildin.app/dossiers/cecile-civiale-vuillier,True,True,,308,200,https://ithildin.app/dossiers/cecile-civiale-vuillier/,live_and_local,no_authored_prose_either,True,True,True,True,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5eecbba67f300186e4d1d8bbc113c9e3d0e99bb892c6204e81b7993decef16a3,2f54db6f75b7311737e953a327c32e11aeccc7bbd712d28a58002113ca80bc95,same,6,6,,,2026-09-06T01:18:32.729890+00:00,2026-09-06T01:18:32.939572+00:00,
