license_num,business_name,dba_name,license_type,holder_key,sample_rank
LB-101886,"DORCHESTER SUPREME LIQUOR STORE, INC.",SUPREME LIQUORS,Retail All Alc.,DORCHESTERSUPREMELIQUORSTOREINC,7335b6da9333c366685ab002c404a7e9faf8713c7c437a9ff6e4acc242ab82a7
LB-102011,"CHANSKY MARKET, INC.",CHANSKY'S SUPER MARKET,Retail All Alc.,CHANSKYMARKETINC,735b91e616119c168f73990e1cd7edca55fe3eb117cc10044d96fac9315affd9
LB-101897,Surya Narayan Corporation,Hyde Park Liquor,Retail All Alc.,SURYANARAYANCORPORATION,77ae1eea80704f814e48591c86db41112d22735b8e006bc8a6279de8a83ef02e
LB-101916,M.E. LIQUORS CORPORATION,AVENUE LIQUORS,Retail All Alc.,MELIQUORSCORPORATION,783789d1eb9573cc8cdeac0ed6f1c92e10feab3605f53b14e2f880b6a54fd7d3
LB-101880,"BOSTON LIQUOR GROUP, INC.",Southie Wine & Spirits,Retail All Alc.,BOSTONLIQUORGROUPINC,79c66bd4d3f94de05d118e048861a844bbb8571156b1596bcdb5f92943521bbf
LB-523575,Land of Beer MA LLC,"Land of Beer, Wine & Spirit",Retail All Alc.,LANDOFBEERMALLC,7a0df986c7e65911a292413cb595bb326dac8e03bc738d67f9c095c50caa2ab2
LB-102041,"LOS CABALLEROS MARKET, INC.",LOS CABALLEROS MARKET,Retail All Alc.,LOSCABALLEROSMARKETINC,7a9704aec482cdb27f05992f40e0b38ab22a9f4867c6f6ce45ff54be9de2fa5b
LB-101972,MANDIR CORPORATION,BAY VIEW LIQUORS,Retail All Alc.,MANDIRCORPORATION,7aef2fb5f0102ae58b0040544bf05239eac3335f0bbf38b537ab01c53019c840
LB-101998,"BROADWAY SOCIAL WINES, INC.",SOCIAL WINES,Retail All Alc.,BROADWAYSOCIALWINESINC,7d30a30611eecff985abc46648b954533afd8c7ea9bcce13e02f70564f888b54
LB-101983,"SHAW'S SUPERMARKETS, INC.",Star Market,Retail All Alc.,SHAWSSUPERMARKETSINC,7d3a661ec8ea1319d49e9fe148cc55db06e2e91aff619cd0d47219e16691dbac
LB-578128,Mr. G's Corner LLC,Mattie's Provisions and Spirits,Retail All Alc.,MRGSCORNERLLC,7edd60d0adcfd23d8ddacc00180602ad8a977b2e118cab0f8cce09d52eb6c92d
LB-492559,"Llanera Supermarket, Inc.",,Retail All Alc.,LLANERASUPERMARKETINC,7f836d43c2cb0a0d1193fe629d53466c9683d7f1d1560b5d85fcf7a0400b3dfd
LB-460882,Anthony's Market Inc.,Anthony's Market,Retail All Alc.,ANTHONYSMARKETINC,8047388b9ba4d4fc1fbbbf38616cad8d497cee4474f835c210f2309a46dffa72
LB-101854,"HAPPY LIQUORS, INC. II",,Retail All Alc.,HAPPYLIQUORSINCII,81a302e669d12de814210fc29fa0c32972e576f0fdb3fdebcf5aa75f4d8f3053
LB-101945,"370 Western Ave Wild Duck, Inc.",The Wild Duck,Retail All Alc.,370WESTERNAVEWILDDUCKINC,83229e58bb33dec4dfa40253c556da3d9c9e3ff2f9769c15b4a99d13172376de
LB-102050,"BACCO'S WINE & CHEESE, INC.",BACCO'S WINE & CHEESE,Retail All Alc.,BACCOSWINECHEESEINC,858af456806957009b557e8c5665235bda444bf30ce50634889081432431e1dc
LB-101956,"CROWN LIQUORS, LLC",CROWN LIQUORS,Retail All Alc.,CROWNLIQUORSLLC,85bbe5738eeb6138ff3a1e578a9634759f9546de832277ce2c67bd04486a471a
LB-101939,"CODMAN SQUARE LIQUORS, LLC",CROWN LIQUORS II,Retail All Alc.,CODMANSQUARELIQUORSLLC,889f0bd336ee00ac74801c24e0c1815c571d972617d5d124f2e584f83ae8776c
LB-457684,"Black Bottle Wines, LLC.",Corossol Wines,Retail All Alc.,BLACKBOTTLEWINESLLC,89f651ac662608112061dc475e01d10c5ab37014fe5fb7d58d40b021498a93d7
LB-101982,"S&H NORTH STATION, INC.",NORTH STATION LIQUORS,Retail All Alc.,SHNORTHSTATIONINC,8aea4f15143b9e95ab1a138aed895c47dea616a76df6ba7d9e5b63e3f6a5b091
LB-139771,Shiv Quik Pik Inc.,Huntington Market,Retail All Alc.,SHIVQUIKPIKINC,8b4091f0001c930bada53a58328e605943d518b71d01c9576f25f386ce20e500
LB-101865,"JOBI LIQUORS, INC.",JOBI LIQUORS,Retail All Alc.,JOBILIQUORSINC,8cb8c5d6f1b2bb34ec8317d04eca0fbbe2c69a77b712069754439a2bb172152d
LB-101936,"ARCHDALE LIQUOR, INC.",ARCHDALE LIQUORS,Retail All Alc.,ARCHDALELIQUORINC,8cced4d6ae7beb7dc5cc8ab897c90891afabb96d8ea4f79dc76e02bff57af8c3
LB-101877,"CACERES, INC.",CAMILO LIQUORS II,Retail All Alc.,CACERESINC,8ee3a3543723aa01a55051aaa4ae145b4174ac4b8828b4739450c226ce8cc755
LB-318110,"Jam ON, LLC",American Provisions,Retail All Alc.,JAMONLLC,925b291753a1ce5d1e80fa3fe329037202a287d1f582910d4a80bea60c809968
LB-101843,"20TEN ASHMONT MARKET, INC.",,Retail All Alc.,20TENASHMONTMARKETINC,94ddc72686c8bbd1cc6e4b15b5a6428cafd4b7fd110c9816fda1f83b96fab554
LB-101856,"FERNANDEZ LIQUOR, INC.",SEAVER LIQUORS,Retail All Alc.,FERNANDEZLIQUORINC,974c31c4c67ad0ab43403ce498bafed6b5dccf61a494313fd7ded65ceb7a7904
LB-101984,"BRIX WINES, INC.",BRIX WINE SHOP,Retail All Alc.,BRIXWINESINC,98cfdecef8a134795e6563c51c1e0ffbc6416d6b98275c69f09cc07e90394b72
LB-434282,"Blue Hills Liquors, Inc.",Discount Liquors,Retail All Alc.,BLUEHILLSLIQUORSINC,9a5b821282f47d8e1ef8f8e9e5a90d8df591f25a200fa3ab67ffb6c1737bcd17
LB-102061,JAM SESSION LLC,AMERICAN PROVISIONS,Retail All Alc.,JAMSESSIONLLC,9ce3e67a04922f39718c57a294b395068570948888d42d9b1ea419e368f39384
LB-601418,"Hugo & Co Holding, LLC",Berkeley and Stuart Wine Company,Retail All Alc.,HUGOCOHOLDINGLLC,9ce966c5bc75016c9d546d3509941992255b2489aae980be626e62815690809c
LB-101946,"TRUONG THAN MARKET, INC.",TROUNG THAN MARKET,Retail All Alc.,TRUONGTHANMARKETINC,9d8d43d6de5aede2d55c644f339f55cb67ad65f3869a488e7015f38fb3d75c1d
LB-101857,740 Blue Hill Inc.,Brother's Wine and Spirits,Retail All Alc.,740BLUEHILLINC,a058a62a7039c77c284e6885af2dc8679bcde482db9c5756bfb451402e42b0c9
LB-101867,"GB LL HOLDINGS MA, LLC",BOSTON LIQUORS,Retail All Alc.,GBLLHOLDINGSMALLC,a062acccdd7151bfb15d609c4b424d8f7ceb2b4e7bce73741dd2100bef5f4755
LB-101844,KIRTAN LLC,RUSTY'S LIQUORS,Retail All Alc.,KIRTANLLC,a2d6fcdd16a19bb48466890835d77cab5dd692b4e3b996379868b889866e5eb6
LB-525498,Global Montello Group Corp.,Global Montello Group Corp. #2777,Retail All Alc.,GLOBALMONTELLOGROUPCORP,a3317e961a4439a16585b5ea390f88f00105999574bc2af4b8b2297409f85a12
LB-101923,"Sip City Liquors, Inc.",Sip City Liquors,Retail All Alc.,SIPCITYLIQUORSINC,a47e381d30ff536f715703941f62fa187f6c4e4fdec9d143d7fd718ef60172a5
LB-587870,"Liquor Story, Inc.",Liquor Story,Retail All Alc.,LIQUORSTORYINC,a703d936296ec13859e278493aef4c7b60b6c213126eb6fb50573d5afb873e12
LB-102020,"BOSTON BOTTLES, LLC",BOTTLES,Retail All Alc.,BOSTONBOTTLESLLC,a86ef1fde874f2d6c6d668d7b212667bd5850631990292ef7379cfa27362c036
LB-101900,Hanuanta Corporation,KELLY'S LIQUOR MART,Retail All Alc.,HANUANTACORPORATION,a8c72dd7867cc8178e3534a5798f79fdb32727e4c219be30edec73be248f9bbc
LB-102021,Shippys Retail Inc.,Commonwealth Market,Retail All Alc.,SHIPPYSRETAILINC,a982efb8df39a5c00d86de0b48f8afff0ca222dbcae382654fb52fb0d0f404cf
LB-101950,"CODE 20, LLC",TOP SHELF,Retail All Alc.,CODE20LLC,aacca17d0c908cbe36f16bff52296976f8f39a30fa14369a6855f13985dd0863
LB-101961,Wildduck 96 Salem St Inc.,THE WILD DUCK,Retail All Alc.,WILDDUCK96SALEMSTINC,ab50581d7c24c7ef53e45737a5cefc7b4a946b58fda53bc131d0a439f31490b4
LB-101909,Mahabali Corporation,ROTARY LIQUORS,Retail All Alc.,MAHABALICORPORATION,ac9af81a8e0bde741ae00bbf82b1eb07a225f51300acf9cd28f8ebf52b5d639c
LB-101895,732 Brigham Inc.,Brigham Liquors,Retail All Alc.,732BRIGHAMINC,adf946a23738ed5638f3aa80fd7d6ba81b430804236c19d4f5299ff420a1de90
LB-101913,"Y&W, INC.",BUDGET LIQUORS,Retail All Alc.,YWINC,ae759b6c07888727912c2949f5db093bf8e593291721d387ece8df4d262a0079
LB-334563,Shippy's Inc.,Beacon Street Liquors,Retail All Alc.,SHIPPYSINC,af3db11c0182df5643b8ada69ac79bcb7411e0ab46ce3625bf496c2c761fc9cd
LB-130749,"Romerito Liquors, Inc.",Punta Cana Market,Retail All Alc.,ROMERITOLIQUORSINC,afbc78df0e28f43a9e918aaf03b3a18955166a073ae3479e6cede34a6b90a051
LB-101876,"Srian, LLC",CARIBBEAN LIQUORS,Retail All Alc.,SRIANLLC,b01a9fbe0df761049fab2e3844b2fad26a6967500166939d1ee3a403e55a3915
LB-101962,SDK Liquors Corp,CREST LIQUORS,Retail All Alc.,SDKLIQUORSCORP,b0d4ea14f8e62b35b1df6896964e6fe7a15d2e97b77b38f10aecdc04a3db7d35
LB-101954,"CAMILLO LIQUORS, INC.",CAMILO MARKET,Retail All Alc.,CAMILLOLIQUORSINC,b189501af8a83228e69a09ac045f482126f57f20e6ef2579f801808a772cb20c
LB-157969,AA & AG INC.,SANCHEZ MARKET,Retail All Alc.,AAAGINC,b1b6e2c2d8e06edd7c4ab890ec1a1478930279216570c1f2930a67c44d48529b
LB-101882,"JIMMY'S CORNER, INC.",JIMMY'S KORNER,Retail All Alc.,JIMMYSCORNERINC,b5a1daa5013767cc2de939e691213354192307a87492cf77a3f99daf77e4d0b0
LB-101976,"NEW JAMAICA PLAIN MARKET, INC",RUGGIERO'S MARKET,Retail All Alc.,NEWJAMAICAPLAINMARKETINC,b6fe418267f442bc782b58f9b42e46faab622b15aab1f32f8afae06d83a647f5
LB-101850,"ROYALE WINE & SPIRITS, INC.",FERNANDEZ LIQUOR 5,Retail All Alc.,ROYALEWINESPIRITSINC,b8f26379d1fe8e84162dc06788ad4e7096a8dff7d886b0ad858583cf7436454b
LB-101858,East Boston Kappy’s Inc.,Kappy’s Fine Wine & Spirits,Retail All Alc.,EASTBOSTONKAPPYSINC,bc50dcd90a02f66f25f31c1abd81a8d25e796f39af324d7ce3bbfd0ae1d97b5d
LB-101878,"The Hub Liquor Group, Inc.",Hub Liquor,Retail All Alc.,THEHUBLIQUORGROUPINC,be0dd064e8dd07dde48bfd248d66c4fc2d82ab125ddc03f2a7bec07698ea3bfa
LB-101918,"LEE'S QUIK PIK, INC.",LEE'S MARKET,Retail All Alc.,LEESQUIKPIKINC,be12e252693556920f2abbd9bd976054a5ace44cbbc7bbd0ae75cfb0a50ead8f
LB-101890,SANDY RIDGE CORP.,LIQUOR LAND,Retail All Alc.,SANDYRIDGECORP,bf3b362aa326b4998553d1e18ffb00c1fc75494190777836080a50a2b8430dcb
LB-102014,"MARINO'S MARKET, INC.",MARINO'S MARKET & DELI,Retail All Alc.,MARINOSMARKETINC,bfa7fae21403c67ccc2ad3ce37c87319ed5cb33b40a1891891f43a7eef363621
LB-130760,"WHOLE FOODS MARKET GROUP, INC.",Whole Foods Market,Retail All Alc.,WHOLEFOODSMARKETGROUPINC,c0ad6ddde2b818f1d9fbf980abd520be6b2363bbec5914d949fe4c7fa454069a
LB-145840,FENWAY BEER & WINE CORPORATION,Fenway Beer Shop,Retail All Alc.,FENWAYBEERWINECORPORATION,c0af6b6d359c1ba6d24d8487276c0a7533e21630a300c960bf26fdd7df1087bb
LB-140281,ELYAS LLC,Savin Hill Wine & Spirits,Retail All Alc.,ELYASLLC,c0ef8996eabb17e110c1016a6d782ff26ac7cab7d9accfc23d03c1b3069c8de6
LB-387124,"Markiro Market Place, Inc.",Epic Marketplace,Retail All Alc.,MARKIROMARKETPLACEINC,c3b7bc7f71b98ef6d175ec988d89bcc091ded0d7d51e48bee02783a8bfc3e825
LB-101901,"BLANCHARD'S WEST ROXBURY, INC.",BLANCHARD'S,Retail All Alc.,BLANCHARDSWESTROXBURYINC,c4e8440839461328ec81eeee1f21c022118ac72a0c4738ca887e5f1feedb43a4
LB-530943,Gangotri Corporation,East Broadway Market,Retail All Alc.,GANGOTRICORPORATION,c57647f60f864584c97a0e2af0f229224351b5f96ac23f0768ffc03e32e564ef
LB-101927,"S & S PACKAGE STORE, INC.",GARY'S LIQUORS,Retail All Alc.,SSPACKAGESTOREINC,c6ef071e778278c541c1e1d1d7088840252b72a13da05830070fdb3b6ebc60b7
LB-142890,"You Jia, LLC",I LIQUOR,Retail All Alc.,YOUJIALLC,c73c5ad6f2504a039bc9977f2711a8b1051db50e73e6232af55d8ff81b10440c
LB-101864,"JPK LIQUORS, INC.",BUNKER HILL LIQUORS,Retail All Alc.,JPKLIQUORSINC,c81a7a516d1702b82bd917ed0fa161689506e04d682435e0bba58dbe26464ae7
LB-332668,Namgyal Corporation,Back Bay Wine and Spirits,Retail All Alc.,NAMGYALCORPORATION,c9b1a280f78a00f795c98f99b990cbf3ad225e35a06055b3b7fcfe409b672eac
LB-101892,"BLANCHARD'S, INC.",BLANCHARD'S,Retail All Alc.,BLANCHARDSINC,ccd091c256ad04f8996983eeaacfbfc944b6e8ac0ed1ddd7f3306a232b386bb6
LB-601424,Navy Yard Market LLC,Golden Goose Market,Retail All Alc.,NAVYYARDMARKETLLC,d1dd0bab55a2adc367cdabc271e00c56cfc010a20ec7af00bbed1b743598f995
LB-101943,"COLUMBUS AVENUE LIQUOR GROUP, INC.",WINE EMPORIUM,Retail All Alc.,COLUMBUSAVENUELIQUORGROUPINC,d3e1b53a80ff2d29aa279ded4ccdf665309db5aa80ed2d9420bf798914cdba4c
LB-101996,"QUALITY MART, INC.",,Retail All Alc.,QUALITYMARTINC,d44f3d4adcbd096713d3a56cde97281db0e2de26b94d592f56ffed0cce8dbbc0
LB-566967,Tandav Corporation,Old Harbor Market,Retail All Alc.,TANDAVCORPORATION,d55628fc45aa3b465a1e21377616627a8ce15c2e63efffeaad9214cd77059051
LB-101917,"LP LIQUOR, INC.",BROTHERS WINE & SPIRITS,Retail All Alc.,LPLIQUORINC,d5ef56b55059da94f2a21b55fb6e5c9c4172c32942b5048f12f80074ddcb24b3
LB-101960,"WINE AND LIQUORS, INC.",ROSLINDALE LIQUORS,Retail All Alc.,WINEANDLIQUORSINC,d6e8dc52001921b6025f0ec072619d798625047f48eea8ab8f9c40bf2f73b257
LB-418633,"Shree Kano, Inc.",Jamie's Variety,Retail All Alc.,SHREEKANOINC,d749a936dfa35e34d512e00d987b278bd9be818f4ff0cd57c7f56f78f739ae96
LB-357279,"Gora, Inc.",Wine Press,Retail All Alc.,GORAINC,da10aba26779f8f9878745ea64989aa55c6ba3f645c13e6effdd4317c3e61931
LB-101851,"MSPK, LLC",BLUE HILL LIQUORS,Retail All Alc.,MSPKLLC,dce7322ea7a9b405271bb50cb8dca9ea3287e7f3759e4b4b791c9194d197b9dd
LB-101875,"BLANCHARD'S LIQUORS, INC.",BLANCHARD'S LIQUORS,Retail All Alc.,BLANCHARDSLIQUORSINC,dd3ac92536f3a6cec560945cdbab05106cbb4a40206fb97bc9c6abbc006a6af4
LB-101947,"BENNINGTON LIQUORS, INC.",NEPTUNE LIQUORS,Retail All Alc.,BENNINGTONLIQUORSINC,dde9dc577971bacd474aefa98fcd51cd39ccf7135ed250f856a8c93f4605f5f9
LB-153841,Krisha Corporation,Maverick Street Market,Retail All Alc.,KRISHACORPORATION,de25f95e3627f1ae04ba82203e51322629734463c46c3c3d42c05b9de2aacd1e
LB-101908,"V. CIRACE & SON, INC.",CIRACE'S,Retail All Alc.,VCIRACESONINC,de6a79fc66a3cfce68a5f8f07fc5052bcb2396f7879f6dfcf8ca43d3cfffb7e0
LB-138282,STRIDE CORPORATION,Sava's Market,Retail All Alc.,STRIDECORPORATION,e11859b80c457c81a195d231589a00cee692e54d8556d8ed124aa39f543da5a4
LB-101904,"CASTILLO LIQUORS, INC.",CASTILLO LIQUORS,Retail All Alc.,CASTILLOLIQUORSINC,e20ea1c2e2f3e72832b2abce848df30ff7d8c43e98f0f2a5b58b6e29bb41ac42
LB-603680,"Tao's Newbury, Inc.",Tao's,Retail All Alc.,TAOSNEWBURYINC,e2a11334ad7c2df7801c16c86cfc5362450fc3e11e208ef08e6874b7823e1521
LB-101866,"SHIVVANSH, LLC",SIMMONS LIQUOR,Retail All Alc.,SHIVVANSHLLC,e2fcb28eca5734074592659e07ad19583bc6a7ee4bfc27b0b51d66c093be564d
LB-101971,Sobo Wine Inc.,City Liquor & Smoke Shop,Retail All Alc.,SOBOWINEINC,e3fbc2fe589abe2ac253b4da4d9cf5b81419858e0220089771c99d86217c9302
LB-101999,"BARAKAT AND SONS, INC.",BRIGHTON GOURMET AND CELLAR,Retail All Alc.,BARAKATANDSONSINC,e48d3fc531b3558aff14dae0d2981f0a2211a85874a7b9efc671b5bcbe105513
LB-101931,"JA FERNANDEZ, INC.",FOLGER'S LIQUORS,Retail All Alc.,JAFERNANDEZINC,e52ff4b5358696595ecd20cc4a1e47daf49ee7473cfb189665e740a5e6969178
LB-101959,SHREE BRAHMA CORPORATION,WINE BASKET & SPIRITS,Retail All Alc.,SHREEBRAHMACORPORATION,e585fc6f186720a949477179265e5b6716787d1dfcb0f0e6287fff090c0f969c
LB-101873,HOLLYWOOD LIQUORS II INC.,HOLLYWOOD LIQUORS II,Retail All Alc.,HOLLYWOODLIQUORSIIINC,e5e56a3c4e1190f234a894d4cbf9a2ae0095f8fbf1ddcb1646966afcd0484c17
LB-101902,"MARLBOROUGH LIQUOR MARKET, INC.",City Liquor & Smoke Shop,Retail All Alc.,MARLBOROUGHLIQUORMARKETINC,e6f52900e057c2e86f121d3a75bf0a09ad3d18a68563bb902da67b9570964755
LB-202968,COMMON VINES LLC,Georgie’s Wine Shop,Retail All Alc.,COMMONVINESLLC,e71d5494da18228a392b05eaf2591b76f875160cecf48641d4df3330492f8f95
LB-101925,"HOLLYWOOD LIQUORS, INC.",HOLLYWOOD LIQUORS,Retail All Alc.,HOLLYWOODLIQUORSINC,ec0e4c877f910898c43efbd8cbe7641bc535a50379bcd1c9510aaebff6a07cb6
LB-101991,"DEVONSHIRE WINE, LLC",BOSTON WINE EXCHANGE,Retail All Alc.,DEVONSHIREWINELLC,ec63a2a6ce885f057cc7382cca5ffc3d0a0f895cc490d8d86899579f21038aad
LB-314275,"LLH, LLC",Trader Joe's,Retail All Alc.,LLHLLC,f0467eac726d35b9dcfd1a27917542cb5fdd27252c47909fc1e914c20fbd8b52
LB-139598,"Akiki Fine Wines, LLC",,Retail All Alc.,AKIKIFINEWINESLLC,f0b3adc35003dba1890e83cf6cca620ba3fbf67312a2c69379c77d496c785646
LB-101899,Brooks Select Wines & Spirits LLC,Brooks Wine & Spirits,Retail All Alc.,BROOKSSELECTWINESSPIRITSLLC,f1f0eead8b9cb6b1c417537a0929a59648cd7a2e417de01ef36e61405cd8a204
LB-101977,KESHAV JAY CORP.,HARBORPOINT LIQUORS,Retail All Alc.,KESHAVJAYCORP,f233bf28913abdcf38d132faca6eb2f0e897772659a27c4dc1df6b62deb1dacd
LB-101921,"CHANS LIQUOR AND WINE, INC..",CHARLESTOWN LIQUORS,Retail All Alc.,CHANSLIQUORANDWINEINC,f3045a62ca8477ba0a6cad10cab7042c4f731611913094774c3b7a5a66c1ddec
LB-101933,"Chauncy Liquor, Inc.",Chauncy Liquor Mart,Retail All Alc.,CHAUNCYLIQUORINC,f3af17d62df63805598dd5dbe15d343a515101d7de18207747c02a04ede9e40c
LB-101941,HHTP LLC,BOSTON LIQUOR DEPOT,Retail All Alc.,HHTPLLC,f3bea84b0db032257c11082574c607e046a14b84f83429e026ae71617b06ac9a
LB-101869,"C&L GROUP, INC.",BLUE LABEL LIQUORS,Retail All Alc.,CLGROUPINC,f4ef6922fce8d51d9963e31647f3ae6ed270eb3e3948a7011379cb1758bb78c6
LB-101935,"HYDE PARK LIQUORS II, INC.",DORRS LIQUOR MART,Retail All Alc.,HYDEPARKLIQUORSIIINC,f5702add525ecfb58627108818c30849a0a561820fa6f150c85fd364922e3119
LB-102035,"ALEX'S MARKET, INC.","ALEX'S MARKET, INC.",Retail All Alc.,ALEXSMARKETINC,f5b3f6f525c7cfa38acb8fa94328850f8ff28c49cb75dcebd91230096b963740
LB-401642,"La Union Market and Butchery, Inc.",,Retail All Alc.,LAUNIONMARKETANDBUTCHERYINC,f6572f6cca7d4bb5eaa7705c4e6a317b63999703385f69c46ec277b061576b2b
LB-126385,"STAR MARKETS COMPANY, INC.",STAR MARKET,Retail All Alc.,STARMARKETSCOMPANYINC,f6a7fc0dcdf95b25161cd569945ab6ca0044767f21bffa52ae41d4d0f7402f19
LB-138680,MDM Wine4 LLC,VINODIVINO,Retail All Alc.,MDMWINE4LLC,f7a1b2c13cfa8aac1e287d19906ab62a2f3d6e18a7707a009254104b38841a14
LB-101907,"Sisters Markets, Inc.",Deluca's Market,Retail All Alc.,SISTERSMARKETSINC,f90fe7833506c3e7f876a3f7dea936fb07f6499c3d267f530d90a0e2c4221705
LB-101926,"Lank's Wine & Liquor, Inc.",Super Liquors,Retail All Alc.,LANKSWINELIQUORINC,fa27188f843fe9609f031e19f9d5611eab135b9aec67c14c516d12a8186a9dd6
LB-101968,"ANDREW SQUARE LIQUOR, CORP.",ANDREW SQUARE LIQUORS,Retail All Alc.,ANDREWSQUARELIQUORCORP,fb3f02fc4da9a3084238f40f5a1fc6231100cc8af5b382449363ed9e377da433
LB-102053,Babari Corp.,Las Palmas,Retail All Alc.,BABARICORP,fd524c3a316638013d4b0d5688571190089449c22e98ec72f5e5cc85bd8fd806
LB-101975,"VJ Partners, Inc.",Stop and Shots Liquor and Deli,Retail All Alc.,VJPARTNERSINC,fd98f77815d310dfa6239fb69f52836c56ff8b713367a899b307e51a1acbcbbf
LB-101965,"ROSA'S LIQUORS, INC.",Rosa's Liquors,Retail All Alc.,ROSASLIQUORSINC,fdd03b9c4ca10c6de28c3376583198441356ae06ee22abeeb97b8fb5556445b0
LB-353657,Gurudev Corporation,Portside Market,Retail All Alc.,GURUDEVCORPORATION,fe3dc4599f998500ffa12c4e92264ecf50d07eb0ac6802b63bb6842ae0210f6e
LB-603706,MDM Wine6 LLC,VinoDivino,Retail All Alc.,MDMWINE6LLC,fe60688033c1d8a4997465f6b498cca45345004db3e9f6057c49d777fae90030
LB-101846,"Golden Goose Markets, Inc.",GOLDEN GOOSE MARKET,Retail All Alc.,GOLDENGOOSEMARKETSINC,ff30895f7b79a1e1352e36f244b05f5c8de0cbb8ca8f6a67048805d5047331da
LB-101874,STANN LIQUORS CORPORATION,MACY'S,Retail All Alc.,STANNLIQUORSCORPORATION,ff3cab63f01f2f09944c717bb5cfa8f578947fba4175c8978a61ec2a6b15e071
